@relation paw02a-600-5-0-BI-5-3tst
@attribute a0 real[-63.0,762.0]
@attribute a1 real[66.0,991.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
419.0,390.0,positive
340.0,387.0,positive
406.0,302.0,positive
407.0,299.0,positive
445.0,775.0,positive
418.0,591.0,positive
411.0,757.0,positive
421.0,666.0,positive
252.0,459.0,positive
175.0,563.0,positive
263.0,553.0,positive
274.0,410.0,positive
159.0,507.0,positive
190.0,463.0,positive
167.0,489.0,positive
299.0,549.0,positive
328.0,472.0,positive
202.0,536.0,positive
220.0,479.0,positive
253.0,516.0,positive
14.0,476.0,negative
306.0,122.0,negative
479.0,161.0,negative
188.0,918.0,negative
66.0,308.0,negative
94.0,746.0,negative
652.0,202.0,negative
154.0,317.0,negative
622.0,545.0,negative
128.0,77.0,negative
573.0,207.0,negative
708.0,127.0,negative
462.0,549.0,negative
400.0,888.0,negative
51.0,394.0,negative
352.0,599.0,negative
741.0,762.0,negative
201.0,316.0,negative
293.0,854.0,negative
58.0,526.0,negative
614.0,361.0,negative
17.0,67.0,negative
-59.0,911.0,negative
526.0,462.0,negative
24.0,608.0,negative
290.0,403.0,negative
4.0,927.0,negative
509.0,848.0,negative
526.0,794.0,negative
55.0,113.0,negative
143.0,676.0,negative
370.0,249.0,negative
711.0,356.0,negative
750.0,277.0,negative
669.0,527.0,negative
673.0,322.0,negative
571.0,877.0,negative
318.0,682.0,negative
504.0,569.0,negative
582.0,443.0,negative
759.0,341.0,negative
632.0,715.0,negative
531.0,913.0,negative
313.0,731.0,negative
534.0,851.0,negative
503.0,126.0,negative
212.0,332.0,negative
696.0,300.0,negative
728.0,172.0,negative
718.0,114.0,negative
502.0,434.0,negative
59.0,873.0,negative
236.0,615.0,negative
753.0,849.0,negative
202.0,629.0,negative
651.0,886.0,negative
352.0,753.0,negative
-19.0,609.0,negative
167.0,263.0,negative
733.0,641.0,negative
682.0,755.0,negative
79.0,534.0,negative
188.0,273.0,negative
143.0,99.0,negative
669.0,886.0,negative
660.0,903.0,negative
415.0,934.0,negative
408.0,986.0,negative
65.0,239.0,negative
341.0,922.0,negative
367.0,251.0,negative
209.0,182.0,negative
452.0,573.0,negative
701.0,342.0,negative
541.0,462.0,negative
596.0,533.0,negative
222.0,709.0,negative
603.0,602.0,negative
721.0,356.0,negative
84.0,409.0,negative
370.0,984.0,negative
577.0,886.0,negative
185.0,846.0,negative
527.0,531.0,negative
352.0,958.0,negative
242.0,808.0,negative
11.0,527.0,negative
575.0,324.0,negative
194.0,959.0,negative
152.0,985.0,negative
661.0,821.0,negative
637.0,457.0,negative
561.0,979.0,negative
345.0,917.0,negative
740.0,911.0,negative
724.0,941.0,negative
-6.0,386.0,negative
221.0,856.0,negative
91.0,297.0,negative
625.0,546.0,negative
