@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-600-5-0-bi/paw02a-600-5-0-bi
@attribute a0 real [-63.0, 762.0]
@attribute a1 real [66.0, 991.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
358.0, 400.0, positive
413.0, 295.0, positive
425.0, 431.0, positive
415.0, 294.0, positive
422.0, 345.0, positive
419.0, 390.0, positive
340.0, 387.0, positive
490.0, 360.0, positive
325.0, 329.0, positive
396.0, 409.0, positive
439.0, 429.0, positive
347.0, 386.0, positive
421.0, 403.0, positive
406.0, 302.0, positive
424.0, 321.0, positive
378.0, 310.0, positive
407.0, 299.0, positive
403.0, 352.0, positive
401.0, 392.0, positive
364.0, 366.0, positive
399.0, 335.0, positive
452.0, 394.0, positive
441.0, 358.0, positive
475.0, 401.0, positive
472.0, 678.0, positive
445.0, 775.0, positive
433.0, 684.0, positive
434.0, 680.0, positive
451.0, 590.0, positive
520.0, 668.0, positive
515.0, 751.0, positive
435.0, 629.0, positive
418.0, 591.0, positive
411.0, 757.0, positive
476.0, 702.0, positive
538.0, 648.0, positive
517.0, 678.0, positive
427.0, 605.0, positive
421.0, 666.0, positive
517.0, 630.0, positive
524.0, 711.0, positive
428.0, 714.0, positive
401.0, 758.0, positive
518.0, 638.0, positive
463.0, 778.0, positive
522.0, 691.0, positive
488.0, 649.0, positive
540.0, 682.0, positive
541.0, 646.0, positive
222.0, 545.0, positive
252.0, 459.0, positive
234.0, 433.0, positive
263.0, 553.0, positive
316.0, 477.0, positive
292.0, 545.0, positive
307.0, 515.0, positive
343.0, 510.0, positive
274.0, 410.0, positive
159.0, 507.0, positive
311.0, 429.0, positive
190.0, 463.0, positive
247.0, 461.0, positive
167.0, 489.0, positive
299.0, 549.0, positive
320.0, 449.0, positive
328.0, 472.0, positive
200.0, 526.0, positive
202.0, 536.0, positive
283.0, 541.0, positive
192.0, 576.0, positive
338.0, 524.0, positive
185.0, 481.0, positive
623.0, 660.0, negative
683.0, 872.0, negative
441.0, 991.0, negative
225.0, 622.0, negative
345.0, 107.0, negative
14.0, 476.0, negative
514.0, 233.0, negative
34.0, 440.0, negative
541.0, 124.0, negative
461.0, 509.0, negative
306.0, 122.0, negative
729.0, 788.0, negative
447.0, 506.0, negative
178.0, 571.0, negative
479.0, 161.0, negative
188.0, 918.0, negative
383.0, 89.0, negative
666.0, 564.0, negative
344.0, 223.0, negative
608.0, 108.0, negative
-25.0, 805.0, negative
66.0, 308.0, negative
322.0, 621.0, negative
-33.0, 319.0, negative
143.0, 512.0, negative
452.0, 789.0, negative
121.0, 552.0, negative
609.0, 423.0, negative
538.0, 263.0, negative
620.0, 262.0, negative
413.0, 125.0, negative
652.0, 202.0, negative
761.0, 642.0, negative
485.0, 91.0, negative
82.0, 374.0, negative
268.0, 325.0, negative
154.0, 317.0, negative
698.0, 453.0, negative
622.0, 545.0, negative
78.0, 672.0, negative
490.0, 479.0, negative
438.0, 485.0, negative
98.0, 690.0, negative
128.0, 77.0, negative
721.0, 278.0, negative
573.0, 207.0, negative
372.0, 931.0, negative
73.0, 809.0, negative
708.0, 127.0, negative
389.0, 969.0, negative
343.0, 662.0, negative
287.0, 72.0, negative
462.0, 549.0, negative
400.0, 888.0, negative
135.0, 445.0, negative
712.0, 685.0, negative
228.0, 645.0, negative
51.0, 394.0, negative
494.0, 781.0, negative
132.0, 474.0, negative
546.0, 446.0, negative
208.0, 870.0, negative
-2.0, 681.0, negative
352.0, 599.0, negative
741.0, 762.0, negative
201.0, 316.0, negative
64.0, 915.0, negative
293.0, 854.0, negative
58.0, 526.0, negative
614.0, 361.0, negative
17.0, 67.0, negative
362.0, 109.0, negative
31.0, 575.0, negative
-14.0, 257.0, negative
115.0, 434.0, negative
-59.0, 911.0, negative
671.0, 460.0, negative
737.0, 778.0, negative
526.0, 462.0, negative
64.0, 107.0, negative
24.0, 608.0, negative
290.0, 403.0, negative
753.0, 375.0, negative
4.0, 927.0, negative
509.0, 848.0, negative
526.0, 794.0, negative
55.0, 113.0, negative
608.0, 148.0, negative
-3.0, 654.0, negative
552.0, 343.0, negative
143.0, 676.0, negative
138.0, 537.0, negative
-18.0, 103.0, negative
585.0, 122.0, negative
193.0, 700.0, negative
640.0, 565.0, negative
399.0, 280.0, negative
313.0, 639.0, negative
370.0, 249.0, negative
240.0, 979.0, negative
459.0, 489.0, negative
711.0, 356.0, negative
739.0, 678.0, negative
40.0, 247.0, negative
742.0, 619.0, negative
121.0, 92.0, negative
750.0, 277.0, negative
108.0, 296.0, negative
