@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-600-5-0-bi/paw02a-600-5-0-bi
@attribute a0 real [-63.0, 762.0]
@attribute a1 real [66.0, 991.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
358.0, 400.0, positive
422.0, 345.0, positive
347.0, 386.0, positive
424.0, 321.0, positive
433.0, 684.0, positive
190.0, 463.0, positive
167.0, 489.0, positive
479.0, 161.0, negative
383.0, 89.0, negative
698.0, 453.0, negative
78.0, 672.0, negative
438.0, 485.0, negative
389.0, 969.0, negative
343.0, 662.0, negative
201.0, 316.0, negative
293.0, 854.0, negative
193.0, 700.0, negative
207.0, 68.0, negative
333.0, 112.0, negative
624.0, 821.0, negative
111.0, 705.0, negative
82.0, 850.0, negative
66.0, 214.0, negative
69.0, 433.0, negative
738.0, 257.0, negative
718.0, 114.0, negative
706.0, 588.0, negative
183.0, 212.0, negative
559.0, 66.0, negative
542.0, 507.0, negative
143.0, 99.0, negative
29.0, 354.0, negative
400.0, 816.0, negative
408.0, 986.0, negative
643.0, 428.0, negative
65.0, 239.0, negative
692.0, 385.0, negative
466.0, 188.0, negative
523.0, 579.0, negative
596.0, 533.0, negative
563.0, 82.0, negative
185.0, 846.0, negative
105.0, 718.0, negative
346.0, 232.0, negative
666.0, 220.0, negative
250.0, 711.0, negative
694.0, 485.0, negative
448.0, 140.0, negative
316.0, 366.0, positive
502.0, 350.0, positive
249.0, 410.0, positive
73.0, 958.0, negative
453.0, 566.0, negative
251.0, 243.0, negative
47.0, 213.0, negative
378.0, 195.0, negative
216.0, 243.0, negative
693.0, 255.0, negative
101.0, 701.0, negative
707.0, 896.0, negative
