@relation yeast-1-2-8-9_vs_7
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5, 0.52, 0.59, 0.3, 0.5, 0.0, 0.51, 0.35, negative
0.64, 0.6, 0.57, 0.19, 0.5, 0.0, 0.43, 0.22, negative
0.26, 0.36, 0.47, 0.34, 0.5, 0.0, 0.53, 0.72, negative
0.36, 0.68, 0.46, 0.16, 0.5, 0.0, 0.53, 0.28, negative
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, negative
0.49, 0.47, 0.53, 0.16, 0.5, 0.0, 0.48, 0.27, negative
0.41, 0.45, 0.53, 0.17, 0.5, 0.0, 0.51, 0.25, negative
0.54, 0.56, 0.57, 0.18, 0.5, 0.0, 0.45, 0.25, negative
0.48, 0.57, 0.5, 0.09, 0.5, 0.0, 0.52, 0.42, negative
0.29, 0.68, 0.47, 0.26, 0.5, 0.0, 0.47, 0.37, negative
0.18, 0.48, 0.46, 0.12, 0.5, 0.0, 0.0, 0.25, negative
0.43, 0.39, 0.59, 0.13, 0.5, 0.0, 0.41, 0.43, negative
0.66, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.36, negative
0.36, 0.39, 0.55, 0.26, 0.5, 0.0, 0.49, 0.22, negative
0.44, 0.34, 0.61, 0.13, 0.5, 0.0, 0.49, 0.26, negative
0.88, 0.59, 0.54, 0.39, 0.5, 0.0, 0.41, 0.3, negative
0.64, 0.52, 0.5, 0.26, 0.5, 0.0, 0.51, 0.31, negative
0.38, 0.48, 0.51, 0.13, 0.5, 0.0, 0.5, 0.32, negative
0.49, 0.48, 0.52, 0.2, 0.5, 0.0, 0.55, 0.22, negative
0.24, 0.41, 0.47, 0.16, 0.5, 0.0, 0.51, 0.38, negative
