@relation paw02a-600-5-50-BI-5-1tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[67.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
623.0,660.0,positive
613.0,734.0,positive
366.0,493.0,positive
403.0,352.0,positive
315.0,732.0,positive
514.0,233.0,positive
125.0,408.0,positive
441.0,358.0,positive
435.0,629.0,positive
476.0,702.0,positive
538.0,648.0,positive
517.0,678.0,positive
461.0,661.0,positive
443.0,807.0,positive
360.0,523.0,positive
541.0,646.0,positive
590.0,722.0,positive
200.0,526.0,positive
283.0,541.0,positive
430.0,575.0,positive
386.0,836.0,negative
647.0,837.0,negative
609.0,950.0,negative
231.0,746.0,negative
296.0,640.0,negative
-8.0,942.0,negative
615.0,609.0,negative
38.0,734.0,negative
436.0,120.0,negative
142.0,212.0,negative
636.0,970.0,negative
-9.0,931.0,negative
734.0,366.0,negative
739.0,120.0,negative
639.0,780.0,negative
73.0,859.0,negative
536.0,793.0,negative
396.0,212.0,negative
526.0,414.0,negative
210.0,965.0,negative
-20.0,901.0,negative
402.0,546.0,negative
430.0,940.0,negative
272.0,981.0,negative
667.0,532.0,negative
-51.0,933.0,negative
165.0,960.0,negative
347.0,796.0,negative
739.0,773.0,negative
338.0,206.0,negative
302.0,888.0,negative
668.0,453.0,negative
483.0,115.0,negative
430.0,194.0,negative
-9.0,805.0,negative
50.0,488.0,negative
33.0,587.0,negative
259.0,211.0,negative
518.0,244.0,negative
389.0,836.0,negative
352.0,769.0,negative
568.0,907.0,negative
555.0,662.0,negative
424.0,797.0,negative
160.0,589.0,negative
40.0,409.0,negative
389.0,164.0,negative
755.0,784.0,negative
632.0,604.0,negative
521.0,896.0,negative
383.0,251.0,negative
609.0,308.0,negative
745.0,793.0,negative
293.0,879.0,negative
664.0,852.0,negative
751.0,885.0,negative
73.0,202.0,negative
48.0,860.0,negative
690.0,319.0,negative
641.0,240.0,negative
142.0,640.0,negative
193.0,869.0,negative
367.0,196.0,negative
151.0,557.0,negative
1.0,333.0,negative
325.0,236.0,negative
138.0,822.0,negative
234.0,127.0,negative
44.0,278.0,negative
431.0,257.0,negative
685.0,712.0,negative
-39.0,895.0,negative
68.0,438.0,negative
264.0,173.0,negative
677.0,921.0,negative
327.0,84.0,negative
14.0,399.0,negative
44.0,436.0,negative
698.0,589.0,negative
618.0,412.0,negative
192.0,129.0,negative
132.0,347.0,negative
88.0,150.0,negative
739.0,967.0,negative
85.0,391.0,negative
340.0,664.0,negative
701.0,835.0,negative
318.0,160.0,negative
368.0,800.0,negative
260.0,629.0,negative
141.0,516.0,negative
410.0,157.0,negative
148.0,608.0,negative
233.0,763.0,negative
196.0,189.0,negative
106.0,524.0,negative
434.0,974.0,negative
106.0,755.0,negative
444.0,170.0,negative
-57.0,113.0,negative
