@relation  winequality-white-9_vs_4
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
6.9, 0.36, 0.34, 4.2, 0.018, 57.0, 119.0, 0.9898, 3.28, 0.36, 12.7, positive
6.3, 0.38, 0.17, 8.8, 0.08, 50.0, 212.0, 0.99803, 3.47, 0.66, 9.4, negative
6.8, 0.63, 0.04, 1.3, 0.058, 25.0, 133.0, 0.99271, 3.17, 0.39, 10.2, negative
7.2, 0.55, 0.09, 1.5, 0.108, 16.0, 151.0, 0.9938, 3.07, 0.57, 9.2, negative
7.2, 0.31, 0.46, 5.0, 0.04, 3.0, 29.0, 0.9906, 3.04, 0.53, 12.5, negative
8.5, 0.2, 0.4, 1.1, 0.046, 31.0, 106.0, 0.99194, 3.0, 0.35, 10.5, negative
6.5, 0.28, 0.35, 9.8, 0.067, 61.0, 180.0, 0.9972, 3.15, 0.57, 9.0, negative
7.0, 0.57, 0.1, 8.3, 0.094, 23.0, 188.0, 0.9972, 3.4, 0.47, 9.2, negative
7.2, 0.32, 0.47, 5.1, 0.044, 19.0, 65.0, 0.991, 3.03, 0.41, 12.6, negative
6.9, 0.25, 0.24, 3.6, 0.057, 13.0, 85.0, 0.9942, 2.99, 0.48, 9.5, negative
5.5, 0.485, 0.0, 1.5, 0.065, 8.0, 103.0, 0.994, 3.63, 0.4, 9.7, negative
9.2, 0.16, 0.49, 2.0, 0.044, 18.0, 107.0, 0.99514, 3.1, 0.53, 10.2, negative
6.3, 0.27, 0.51, 7.6, 0.049, 35.0, 200.0, 0.99548, 3.16, 0.54, 9.4, negative
6.8, 0.705, 0.25, 3.2, 0.048, 10.0, 57.0, 0.996, 3.36, 0.52, 9.5, negative
6.7, 0.31, 0.31, 9.9, 0.04, 10.0, 175.0, 0.9953, 3.46, 0.55, 11.4, negative
6.1, 0.38, 0.14, 3.9, 0.06, 27.0, 113.0, 0.99344, 3.07, 0.34, 9.2, negative
9.2, 0.28, 0.49, 11.8, 0.042, 29.0, 137.0, 0.998, 3.1, 0.34, 10.1, negative
