@relation  winequality-white-9_vs_4
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
9.1, 0.27, 0.45, 10.6, 0.035, 28.0, 124.0, 0.997, 3.2, 0.46, 10.4, positive
9.8, 0.25, 0.74, 10.0, 0.056, 36.0, 225.0, 0.9977, 3.06, 0.43, 10.0, negative
8.0, 0.16, 0.36, 1.5, 0.033, 14.0, 122.0, 0.9941, 3.2, 0.39, 10.3, negative
8.0, 0.23, 0.37, 9.6, 0.054, 23.0, 159.0, 0.99795, 3.32, 0.47, 9.8, negative
6.5, 0.52, 0.17, 1.4, 0.047, 5.0, 26.0, 0.9932, 3.26, 0.32, 10.0, negative
8.5, 0.18, 0.3, 1.1, 0.028, 34.0, 95.0, 0.99272, 2.83, 0.36, 10.0, negative
8.1, 0.28, 0.46, 15.4, 0.059, 32.0, 177.0, 1.0004, 3.27, 0.58, 9.0, negative
6.9, 0.3, 0.29, 1.3, 0.053, 24.0, 189.0, 0.99362, 3.29, 0.54, 9.9, negative
6.8, 0.32, 0.34, 1.2, 0.044, 14.0, 67.0, 0.9919, 3.05, 0.47, 10.6, negative
6.5, 0.32, 0.48, 8.0, 0.026, 18.0, 88.0, 0.99144, 3.22, 0.79, 12.7, negative
6.9, 0.39, 0.22, 4.3, 0.03, 10.0, 102.0, 0.993, 3.0, 0.87, 11.6, negative
6.5, 0.27, 0.19, 4.2, 0.046, 6.0, 114.0, 0.9955, 3.25, 0.35, 8.6, negative
7.1, 0.23, 0.24, 5.4, 0.039, 60.0, 196.0, 0.9948, 3.19, 0.78, 10.0, negative
6.0, 0.395, 0.0, 1.4, 0.042, 7.0, 55.0, 0.99135, 3.37, 0.38, 11.2, negative
6.9, 0.26, 0.49, 1.6, 0.058, 39.0, 166.0, 0.9965, 3.65, 0.52, 9.4, negative
6.1, 0.38, 0.14, 3.9, 0.06, 27.0, 113.0, 0.99344, 3.07, 0.34, 9.2, negative
7.6, 0.31, 0.23, 12.7, 0.054, 20.0, 139.0, 0.99836, 3.16, 0.5, 9.7, negative
5.3, 0.47, 0.1, 1.3, 0.036, 11.0, 74.0, 0.99082, 3.48, 0.54, 11.2, negative
