@relation  winequality-white-9_vs_4
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
5.9, 0.21, 0.28, 4.6, 0.053, 40.0, 199.0, 0.9964, 3.72, 0.7, 10.0, negative
6.9, 0.19, 0.6, 4.0, 0.037, 6.0, 122.0, 0.99255, 2.92, 0.59, 10.4, negative
7.3, 0.28, 0.42, 1.2, 0.033, 29.0, 142.0, 0.99205, 3.17, 0.43, 10.7, negative
5.3, 0.43, 0.11, 1.1, 0.029, 6.0, 51.0, 0.99076, 3.51, 0.48, 11.2, negative
9.2, 0.19, 0.42, 2.0, 0.047, 16.0, 104.0, 0.99517, 3.09, 0.66, 10.0, negative
5.3, 0.3, 0.2, 1.1, 0.077, 48.0, 166.0, 0.9944, 3.3, 0.54, 8.7, negative
6.3, 0.27, 0.51, 7.6, 0.049, 35.0, 200.0, 0.99548, 3.16, 0.54, 9.4, negative
6.8, 0.73, 0.2, 6.6, 0.054, 25.0, 65.0, 0.99324, 3.12, 0.28, 11.1, negative
6.8, 0.27, 0.29, 4.6, 0.046, 6.0, 88.0, 0.99458, 3.34, 0.48, 10.6, negative
6.4, 0.43, 0.27, 1.1, 0.054, 5.0, 110.0, 0.9939, 3.24, 0.52, 9.1, negative
7.0, 0.39, 0.24, 1.0, 0.048, 8.0, 119.0, 0.9923, 3.0, 0.31, 10.1, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
6.7, 0.64, 0.3, 1.2, 0.03, 18.0, 76.0, 0.9892, 3.16, 0.6, 12.9, negative
6.6, 0.31, 0.37, 6.2, 0.052, 13.0, 164.0, 0.99602, 3.24, 0.39, 8.8, negative
6.9, 0.2, 0.34, 1.9, 0.043, 25.0, 136.0, 0.9935, 3.31, 0.6, 10.1, negative
6.1, 0.6, 0.12, 1.8, 0.05, 11.0, 76.0, 0.99268, 3.42, 0.48, 10.4, negative
