@relation  winequality-white-9_vs_4
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
7.1, 0.26, 0.49, 2.2, 0.032, 31.0, 113.0, 0.9903, 3.37, 0.42, 12.9, positive
8.0, 0.66, 0.72, 17.55, 0.042, 62.0, 233.0, 0.9999, 2.92, 0.68, 9.4, negative
10.2, 0.44, 0.88, 6.2, 0.049, 20.0, 124.0, 0.9968, 2.99, 0.51, 9.9, negative
9.2, 0.22, 0.4, 2.4, 0.054, 18.0, 151.0, 0.9952, 3.04, 0.46, 9.3, negative
8.5, 0.22, 0.34, 0.7, 0.04, 5.0, 25.0, 0.9918, 3.04, 0.37, 10.5, negative
6.0, 0.59, 0.0, 0.8, 0.037, 30.0, 95.0, 0.99032, 3.1, 0.4, 10.9, negative
7.7, 0.28, 0.63, 11.1, 0.039, 58.0, 179.0, 0.9979, 3.08, 0.44, 8.8, negative
9.8, 0.93, 0.45, 8.6, 0.052, 34.0, 187.0, 0.9994, 3.12, 0.59, 10.2, negative
7.0, 0.24, 0.18, 1.3, 0.046, 9.0, 62.0, 0.994, 3.38, 0.47, 10.1, negative
6.6, 0.38, 0.18, 1.2, 0.042, 20.0, 84.0, 0.9927, 3.22, 0.45, 10.1, negative
6.9, 0.41, 0.22, 4.2, 0.031, 10.0, 102.0, 0.993, 3.0, 0.86, 11.6, negative
6.5, 0.29, 0.25, 2.5, 0.142, 8.0, 111.0, 0.9927, 3.0, 0.44, 9.9, negative
7.3, 0.36, 0.54, 13.3, 0.054, 63.0, 193.0, 0.99864, 3.06, 0.49, 8.6, negative
8.8, 0.35, 0.49, 1.0, 0.036, 14.0, 56.0, 0.992, 2.96, 0.33, 10.5, negative
7.2, 0.4, 0.62, 10.8, 0.041, 70.0, 189.0, 0.9976, 3.08, 0.49, 8.6, negative
7.2, 0.5, 0.0, 0.8, 0.034, 46.0, 114.0, 0.9932, 3.19, 0.34, 9.2, negative
7.6, 0.31, 0.23, 12.7, 0.054, 20.0, 139.0, 0.99836, 3.16, 0.5, 9.7, negative
7.9, 0.28, 0.32, 3.6, 0.038, 9.0, 76.0, 0.992, 3.05, 0.31, 11.7, negative
