@relation paw02a-800-7-30-BI-5-5tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
404.0,387.0,positive
527.0,363.0,positive
268.0,325.0,positive
316.0,366.0,positive
502.0,350.0,positive
349.0,339.0,positive
386.0,409.0,positive
366.0,348.0,positive
400.0,683.0,positive
395.0,727.0,positive
349.0,757.0,positive
371.0,728.0,positive
541.0,647.0,positive
301.0,267.0,positive
538.0,808.0,positive
229.0,437.0,positive
331.0,450.0,positive
249.0,410.0,positive
255.0,412.0,positive
282.0,501.0,positive
731.0,934.0,negative
-40.0,979.0,negative
141.0,505.0,negative
696.0,448.0,negative
732.0,234.0,negative
272.0,967.0,negative
517.0,888.0,negative
686.0,728.0,negative
-61.0,572.0,negative
613.0,720.0,negative
725.0,852.0,negative
384.0,491.0,negative
223.0,298.0,negative
609.0,950.0,negative
615.0,609.0,negative
443.0,488.0,negative
68.0,736.0,negative
67.0,174.0,negative
739.0,120.0,negative
639.0,780.0,negative
536.0,793.0,negative
659.0,749.0,negative
174.0,965.0,negative
106.0,742.0,negative
51.0,142.0,negative
198.0,223.0,negative
154.0,96.0,negative
121.0,867.0,negative
329.0,127.0,negative
-37.0,588.0,negative
54.0,765.0,negative
347.0,796.0,negative
338.0,206.0,negative
550.0,227.0,negative
750.0,862.0,negative
121.0,298.0,negative
-33.0,94.0,negative
123.0,323.0,negative
15.0,509.0,negative
193.0,317.0,negative
445.0,201.0,negative
76.0,75.0,negative
68.0,653.0,negative
733.0,878.0,negative
623.0,687.0,negative
50.0,638.0,negative
-40.0,924.0,negative
182.0,623.0,negative
334.0,922.0,negative
396.0,129.0,negative
160.0,589.0,negative
519.0,954.0,negative
27.0,855.0,negative
172.0,325.0,negative
732.0,915.0,negative
760.0,590.0,negative
521.0,896.0,negative
659.0,547.0,negative
70.0,356.0,negative
755.0,106.0,negative
-62.0,575.0,negative
293.0,879.0,negative
610.0,218.0,negative
664.0,852.0,negative
751.0,885.0,negative
73.0,202.0,negative
511.0,784.0,negative
548.0,702.0,negative
641.0,240.0,negative
151.0,557.0,negative
-32.0,620.0,negative
656.0,144.0,negative
44.0,278.0,negative
82.0,740.0,negative
466.0,921.0,negative
-17.0,480.0,negative
565.0,531.0,negative
143.0,946.0,negative
62.0,570.0,negative
677.0,921.0,negative
51.0,860.0,negative
131.0,657.0,negative
696.0,879.0,negative
77.0,310.0,negative
628.0,409.0,negative
116.0,381.0,negative
607.0,590.0,negative
430.0,838.0,negative
316.0,927.0,negative
704.0,541.0,negative
-14.0,165.0,negative
234.0,73.0,negative
318.0,160.0,negative
534.0,442.0,negative
339.0,671.0,negative
602.0,94.0,negative
642.0,304.0,negative
701.0,739.0,negative
645.0,208.0,negative
428.0,980.0,negative
47.0,442.0,negative
89.0,220.0,negative
81.0,751.0,negative
310.0,677.0,negative
451.0,982.0,negative
106.0,755.0,negative
-9.0,392.0,negative
569.0,241.0,negative
722.0,922.0,negative
6.0,352.0,negative
18.0,519.0,negative
618.0,738.0,negative
279.0,893.0,negative
96.0,260.0,negative
239.0,135.0,negative
8.0,74.0,negative
237.0,266.0,negative
624.0,926.0,negative
248.0,604.0,negative
545.0,644.0,negative
725.0,778.0,negative
52.0,769.0,negative
608.0,537.0,negative
-36.0,661.0,negative
328.0,915.0,negative
146.0,824.0,negative
705.0,239.0,negative
580.0,116.0,negative
1.0,326.0,negative
721.0,711.0,negative
255.0,354.0,negative
240.0,382.0,negative
718.0,468.0,negative
707.0,244.0,negative
521.0,159.0,negative
397.0,838.0,negative
75.0,134.0,negative
72.0,269.0,negative
506.0,775.0,negative
81.0,722.0,negative
