@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-800-7-30-bi/paw02a-800-7-30-bi
@attribute a0 real [-63.0, 760.0]
@attribute a1 real [66.0, 992.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
623.0, 660.0, positive
415.0, 294.0, positive
298.0, 485.0, positive
422.0, 495.0, positive
325.0, 329.0, positive
347.0, 386.0, positive
121.0, 552.0, positive
259.0, 656.0, positive
403.0, 352.0, positive
301.0, 479.0, positive
399.0, 335.0, positive
125.0, 408.0, positive
441.0, 358.0, positive
472.0, 678.0, positive
445.0, 775.0, positive
433.0, 684.0, positive
434.0, 680.0, positive
515.0, 751.0, positive
390.0, 626.0, positive
435.0, 629.0, positive
476.0, 702.0, positive
538.0, 648.0, positive
427.0, 605.0, positive
421.0, 666.0, positive
461.0, 661.0, positive
401.0, 758.0, positive
463.0, 778.0, positive
541.0, 646.0, positive
222.0, 545.0, positive
263.0, 553.0, positive
501.0, 497.0, positive
241.0, 673.0, positive
274.0, 410.0, positive
590.0, 722.0, positive
140.0, 617.0, positive
299.0, 549.0, positive
200.0, 526.0, positive
343.0, 662.0, positive
192.0, 576.0, positive
253.0, 516.0, positive
185.0, 481.0, positive
180.0, 407.0, negative
751.0, 637.0, negative
313.0, 219.0, negative
194.0, 614.0, negative
482.0, 182.0, negative
430.0, 273.0, negative
124.0, 259.0, negative
241.0, 832.0, negative
66.0, 804.0, negative
719.0, 449.0, negative
43.0, 654.0, negative
-56.0, 837.0, negative
496.0, 484.0, negative
669.0, 334.0, negative
-16.0, 793.0, negative
-2.0, 431.0, negative
110.0, 690.0, negative
455.0, 526.0, negative
164.0, 649.0, negative
373.0, 563.0, negative
160.0, 778.0, negative
659.0, 181.0, negative
78.0, 494.0, negative
-34.0, 900.0, negative
419.0, 790.0, negative
272.0, 989.0, negative
-22.0, 623.0, negative
430.0, 575.0, negative
760.0, 858.0, negative
-12.0, 579.0, negative
430.0, 892.0, negative
277.0, 609.0, negative
515.0, 940.0, negative
185.0, 677.0, negative
647.0, 837.0, negative
296.0, 640.0, negative
165.0, 403.0, negative
506.0, 911.0, negative
265.0, 164.0, negative
41.0, 703.0, negative
38.0, 734.0, negative
692.0, 916.0, negative
529.0, 229.0, negative
436.0, 120.0, negative
543.0, 880.0, negative
203.0, 377.0, negative
142.0, 212.0, negative
636.0, 970.0, negative
734.0, 373.0, negative
734.0, 366.0, negative
24.0, 271.0, negative
632.0, 127.0, negative
710.0, 516.0, negative
600.0, 985.0, negative
365.0, 961.0, negative
73.0, 859.0, negative
244.0, 359.0, negative
742.0, 716.0, negative
216.0, 263.0, negative
526.0, 414.0, negative
494.0, 576.0, negative
586.0, 535.0, negative
30.0, 943.0, negative
138.0, 700.0, negative
402.0, 546.0, negative
512.0, 203.0, negative
547.0, 492.0, negative
272.0, 981.0, negative
64.0, 364.0, negative
-46.0, 450.0, negative
667.0, 532.0, negative
744.0, 645.0, negative
67.0, 630.0, negative
86.0, 514.0, negative
591.0, 115.0, negative
111.0, 155.0, negative
171.0, 689.0, negative
87.0, 837.0, negative
335.0, 739.0, negative
182.0, 992.0, negative
675.0, 241.0, negative
158.0, 953.0, negative
353.0, 168.0, negative
63.0, 195.0, negative
302.0, 888.0, negative
668.0, 453.0, negative
171.0, 147.0, negative
722.0, 588.0, negative
483.0, 115.0, negative
239.0, 821.0, negative
286.0, 393.0, negative
562.0, 171.0, negative
757.0, 940.0, negative
430.0, 194.0, negative
559.0, 981.0, negative
306.0, 139.0, negative
683.0, 604.0, negative
710.0, 912.0, negative
50.0, 488.0, negative
349.0, 984.0, negative
681.0, 218.0, negative
225.0, 703.0, negative
537.0, 858.0, negative
90.0, 612.0, negative
614.0, 836.0, negative
221.0, 974.0, negative
177.0, 317.0, negative
94.0, 660.0, negative
40.0, 162.0, negative
634.0, 889.0, negative
493.0, 283.0, negative
596.0, 644.0, negative
-16.0, 158.0, negative
93.0, 725.0, negative
286.0, 745.0, negative
289.0, 806.0, negative
352.0, 769.0, negative
-49.0, 483.0, negative
568.0, 907.0, negative
555.0, 662.0, negative
143.0, 386.0, negative
509.0, 814.0, negative
414.0, 919.0, negative
424.0, 797.0, negative
418.0, 946.0, negative
194.0, 638.0, negative
296.0, 941.0, negative
242.0, 266.0, negative
40.0, 409.0, negative
389.0, 164.0, negative
519.0, 553.0, negative
667.0, 323.0, negative
373.0, 249.0, negative
351.0, 532.0, negative
105.0, 726.0, negative
607.0, 743.0, negative
149.0, 629.0, negative
598.0, 954.0, negative
470.0, 200.0, negative
166.0, 684.0, negative
383.0, 251.0, negative
103.0, 960.0, negative
475.0, 526.0, negative
490.0, 430.0, negative
627.0, 954.0, negative
704.0, 558.0, negative
733.0, 106.0, negative
609.0, 308.0, negative
676.0, 524.0, negative
695.0, 931.0, negative
-51.0, 836.0, negative
237.0, 609.0, negative
717.0, 130.0, negative
222.0, 816.0, negative
437.0, 138.0, negative
142.0, 640.0, negative
2.0, 550.0, negative
193.0, 869.0, negative
379.0, 838.0, negative
40.0, 623.0, negative
367.0, 196.0, negative
1.0, 333.0, negative
115.0, 734.0, negative
67.0, 303.0, negative
674.0, 935.0, negative
63.0, 920.0, negative
430.0, 85.0, negative
429.0, 552.0, negative
263.0, 910.0, negative
714.0, 200.0, negative
310.0, 657.0, negative
-34.0, 537.0, negative
687.0, 269.0, negative
233.0, 755.0, negative
-11.0, 698.0, negative
431.0, 257.0, negative
685.0, 712.0, negative
576.0, 979.0, negative
-15.0, 702.0, negative
442.0, 459.0, negative
-39.0, 895.0, negative
171.0, 910.0, negative
400.0, 926.0, negative
77.0, 138.0, negative
652.0, 489.0, negative
91.0, 818.0, negative
701.0, 685.0, negative
53.0, 652.0, negative
470.0, 215.0, negative
-17.0, 604.0, negative
729.0, 71.0, negative
570.0, 748.0, negative
37.0, 863.0, negative
372.0, 601.0, negative
146.0, 225.0, negative
327.0, 84.0, negative
4.0, 947.0, negative
358.0, 904.0, negative
139.0, 632.0, negative
160.0, 350.0, negative
44.0, 436.0, negative
679.0, 527.0, negative
698.0, 589.0, negative
192.0, 129.0, negative
472.0, 95.0, negative
132.0, 347.0, negative
629.0, 966.0, negative
39.0, 549.0, negative
191.0, 682.0, negative
739.0, 967.0, negative
85.0, 391.0, negative
-36.0, 919.0, negative
378.0, 554.0, negative
541.0, 220.0, negative
53.0, 920.0, negative
263.0, 395.0, negative
110.0, 212.0, negative
240.0, 127.0, negative
368.0, 800.0, negative
260.0, 629.0, negative
717.0, 835.0, negative
141.0, 516.0, negative
345.0, 227.0, negative
148.0, 608.0, negative
720.0, 923.0, negative
221.0, 688.0, negative
233.0, 763.0, negative
585.0, 146.0, negative
173.0, 376.0, negative
278.0, 156.0, negative
196.0, 189.0, negative
-37.0, 786.0, negative
87.0, 288.0, negative
670.0, 869.0, negative
624.0, 746.0, negative
340.0, 860.0, negative
434.0, 974.0, negative
364.0, 123.0, negative
326.0, 986.0, negative
737.0, 540.0, negative
251.0, 209.0, negative
444.0, 170.0, negative
-4.0, 132.0, negative
585.0, 199.0, negative
588.0, 667.0, negative
721.0, 635.0, negative
269.0, 268.0, negative
120.0, 592.0, negative
350.0, 708.0, negative
610.0, 364.0, negative
-11.0, 505.0, negative
512.0, 174.0, negative
63.0, 610.0, negative
208.0, 625.0, negative
659.0, 166.0, negative
346.0, 445.0, negative
47.0, 172.0, negative
454.0, 147.0, negative
496.0, 561.0, negative
529.0, 274.0, negative
340.0, 697.0, negative
87.0, 945.0, negative
45.0, 255.0, negative
115.0, 919.0, negative
674.0, 712.0, negative
599.0, 793.0, negative
433.0, 466.0, negative
201.0, 818.0, negative
482.0, 835.0, negative
225.0, 173.0, negative
702.0, 566.0, negative
288.0, 715.0, negative
64.0, 516.0, negative
553.0, 871.0, negative
313.0, 664.0, negative
636.0, 818.0, negative
600.0, 146.0, negative
184.0, 776.0, negative
35.0, 84.0, negative
219.0, 879.0, negative
564.0, 496.0, negative
527.0, 363.0, positive
268.0, 325.0, positive
316.0, 366.0, positive
502.0, 350.0, positive
349.0, 339.0, positive
386.0, 409.0, positive
366.0, 348.0, positive
349.0, 757.0, positive
541.0, 647.0, positive
301.0, 267.0, positive
538.0, 808.0, positive
229.0, 437.0, positive
249.0, 410.0, positive
255.0, 412.0, positive
731.0, 934.0, negative
-40.0, 979.0, negative
517.0, 888.0, negative
686.0, 728.0, negative
-61.0, 572.0, negative
725.0, 852.0, negative
384.0, 491.0, negative
609.0, 950.0, negative
443.0, 488.0, negative
67.0, 174.0, negative
639.0, 780.0, negative
536.0, 793.0, negative
659.0, 749.0, negative
174.0, 965.0, negative
106.0, 742.0, negative
51.0, 142.0, negative
121.0, 867.0, negative
-37.0, 588.0, negative
54.0, 765.0, negative
750.0, 862.0, negative
445.0, 201.0, negative
76.0, 75.0, negative
68.0, 653.0, negative
623.0, 687.0, negative
182.0, 623.0, negative
334.0, 922.0, negative
396.0, 129.0, negative
27.0, 855.0, negative
521.0, 896.0, negative
755.0, 106.0, negative
293.0, 879.0, negative
610.0, 218.0, negative
511.0, 784.0, negative
548.0, 702.0, negative
641.0, 240.0, negative
151.0, 557.0, negative
-32.0, 620.0, negative
466.0, 921.0, negative
-17.0, 480.0, negative
565.0, 531.0, negative
677.0, 921.0, negative
628.0, 409.0, negative
116.0, 381.0, negative
704.0, 541.0, negative
-14.0, 165.0, negative
318.0, 160.0, negative
645.0, 208.0, negative
428.0, 980.0, negative
47.0, 442.0, negative
81.0, 751.0, negative
722.0, 922.0, negative
279.0, 893.0, negative
239.0, 135.0, negative
237.0, 266.0, negative
248.0, 604.0, negative
-36.0, 661.0, negative
1.0, 326.0, negative
721.0, 711.0, negative
255.0, 354.0, negative
718.0, 468.0, negative
707.0, 244.0, negative
521.0, 159.0, negative
72.0, 269.0, negative
81.0, 722.0, negative
