@relation paw02a-800-7-30-BI-5-2tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
224.0,622.0,positive
509.0,848.0,positive
606.0,633.0,positive
399.0,280.0,positive
121.0,552.0,positive
286.0,645.0,positive
301.0,479.0,positive
472.0,678.0,positive
434.0,680.0,positive
520.0,668.0,positive
515.0,751.0,positive
390.0,626.0,positive
427.0,605.0,positive
268.0,309.0,positive
518.0,638.0,positive
342.0,463.0,positive
488.0,649.0,positive
501.0,497.0,positive
241.0,673.0,positive
320.0,449.0,positive
430.0,273.0,negative
222.0,339.0,negative
302.0,611.0,negative
-16.0,793.0,negative
751.0,369.0,negative
244.0,892.0,negative
164.0,649.0,negative
-34.0,900.0,negative
430.0,575.0,negative
641.0,649.0,negative
760.0,858.0,negative
515.0,940.0,negative
165.0,403.0,negative
95.0,803.0,negative
24.0,271.0,negative
710.0,516.0,negative
135.0,710.0,negative
600.0,985.0,negative
748.0,215.0,negative
415.0,884.0,negative
395.0,908.0,negative
534.0,483.0,negative
464.0,562.0,negative
145.0,880.0,negative
526.0,414.0,negative
210.0,965.0,negative
586.0,535.0,negative
445.0,954.0,negative
138.0,700.0,negative
264.0,930.0,negative
730.0,734.0,negative
398.0,81.0,negative
426.0,809.0,negative
726.0,496.0,negative
-46.0,450.0,negative
-51.0,933.0,negative
111.0,155.0,negative
-63.0,592.0,negative
-8.0,432.0,negative
182.0,992.0,negative
177.0,920.0,negative
486.0,513.0,negative
302.0,888.0,negative
239.0,821.0,negative
-9.0,805.0,negative
90.0,612.0,negative
150.0,914.0,negative
221.0,974.0,negative
177.0,317.0,negative
94.0,660.0,negative
101.0,481.0,negative
671.0,395.0,negative
634.0,889.0,negative
389.0,836.0,negative
555.0,662.0,negative
418.0,946.0,negative
519.0,553.0,negative
667.0,323.0,negative
598.0,954.0,negative
735.0,783.0,negative
166.0,684.0,negative
475.0,526.0,negative
490.0,430.0,negative
676.0,524.0,negative
310.0,864.0,negative
-51.0,836.0,negative
-32.0,420.0,negative
690.0,319.0,negative
717.0,130.0,negative
222.0,816.0,negative
63.0,920.0,negative
325.0,236.0,negative
429.0,552.0,negative
-2.0,199.0,negative
-34.0,537.0,negative
760.0,660.0,negative
687.0,269.0,negative
-11.0,698.0,negative
431.0,257.0,negative
171.0,910.0,negative
235.0,755.0,negative
77.0,138.0,negative
91.0,818.0,negative
633.0,538.0,negative
-15.0,791.0,negative
372.0,601.0,negative
146.0,225.0,negative
643.0,301.0,negative
14.0,399.0,negative
79.0,612.0,negative
318.0,258.0,negative
698.0,589.0,negative
-9.0,158.0,negative
624.0,330.0,negative
472.0,95.0,negative
465.0,979.0,negative
132.0,347.0,negative
723.0,70.0,negative
52.0,906.0,negative
-36.0,919.0,negative
340.0,664.0,negative
53.0,920.0,negative
717.0,835.0,negative
410.0,157.0,negative
720.0,923.0,negative
-37.0,786.0,negative
87.0,288.0,negative
670.0,869.0,negative
573.0,960.0,negative
340.0,860.0,negative
434.0,974.0,negative
326.0,986.0,negative
610.0,875.0,negative
258.0,677.0,negative
737.0,540.0,negative
730.0,503.0,negative
63.0,99.0,negative
13.0,292.0,negative
585.0,199.0,negative
120.0,592.0,negative
512.0,174.0,negative
63.0,610.0,negative
208.0,625.0,negative
323.0,156.0,negative
109.0,756.0,negative
454.0,147.0,negative
755.0,986.0,negative
496.0,561.0,negative
529.0,274.0,negative
225.0,173.0,negative
567.0,399.0,negative
185.0,93.0,negative
739.0,108.0,negative
241.0,990.0,negative
422.0,271.0,negative
639.0,96.0,negative
201.0,965.0,negative
596.0,519.0,negative
530.0,253.0,negative
184.0,776.0,negative
