@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-800-7-30-bi/paw02a-800-7-30-bi
@attribute a0 real [-63.0, 760.0]
@attribute a1 real [66.0, 992.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
613.0, 734.0, positive
490.0, 360.0, positive
422.0, 495.0, positive
509.0, 848.0, positive
606.0, 633.0, positive
347.0, 386.0, positive
286.0, 645.0, positive
259.0, 656.0, positive
301.0, 479.0, positive
399.0, 335.0, positive
125.0, 408.0, positive
441.0, 358.0, positive
475.0, 401.0, positive
435.0, 629.0, positive
411.0, 757.0, positive
476.0, 702.0, positive
517.0, 678.0, positive
427.0, 605.0, positive
517.0, 630.0, positive
268.0, 309.0, positive
401.0, 758.0, positive
463.0, 778.0, positive
342.0, 463.0, positive
287.0, 383.0, positive
541.0, 646.0, positive
175.0, 563.0, positive
501.0, 497.0, positive
307.0, 515.0, positive
274.0, 410.0, positive
159.0, 507.0, positive
190.0, 463.0, positive
140.0, 617.0, positive
299.0, 549.0, positive
343.0, 662.0, positive
192.0, 576.0, positive
253.0, 516.0, positive
338.0, 524.0, positive
185.0, 481.0, positive
751.0, 637.0, negative
313.0, 219.0, negative
209.0, 259.0, negative
66.0, 804.0, negative
222.0, 339.0, negative
719.0, 449.0, negative
43.0, 654.0, negative
302.0, 611.0, negative
188.0, 122.0, negative
669.0, 334.0, negative
110.0, 690.0, negative
164.0, 649.0, negative
373.0, 563.0, negative
160.0, 778.0, negative
78.0, 494.0, negative
419.0, 790.0, negative
382.0, 71.0, negative
115.0, 460.0, negative
-12.0, 579.0, negative
277.0, 609.0, negative
515.0, 940.0, negative
314.0, 651.0, negative
185.0, 677.0, negative
234.0, 945.0, negative
386.0, 836.0, negative
647.0, 837.0, negative
231.0, 746.0, negative
581.0, 222.0, negative
165.0, 403.0, negative
94.0, 263.0, negative
-8.0, 942.0, negative
635.0, 250.0, negative
319.0, 791.0, negative
-9.0, 931.0, negative
197.0, 190.0, negative
734.0, 366.0, negative
24.0, 271.0, negative
318.0, 627.0, negative
632.0, 127.0, negative
710.0, 516.0, negative
600.0, 985.0, negative
748.0, 215.0, negative
365.0, 961.0, negative
73.0, 859.0, negative
415.0, 884.0, negative
449.0, 448.0, negative
534.0, 483.0, negative
244.0, 359.0, negative
742.0, 716.0, negative
464.0, 562.0, negative
428.0, 918.0, negative
145.0, 880.0, negative
216.0, 263.0, negative
210.0, 965.0, negative
586.0, 535.0, negative
-28.0, 319.0, negative
445.0, 954.0, negative
30.0, 943.0, negative
138.0, 700.0, negative
264.0, 930.0, negative
402.0, 546.0, negative
656.0, 403.0, negative
426.0, 809.0, negative
24.0, 102.0, negative
547.0, 492.0, negative
635.0, 333.0, negative
329.0, 806.0, negative
667.0, 532.0, negative
-51.0, 933.0, negative
67.0, 630.0, negative
591.0, 115.0, negative
171.0, 689.0, negative
-63.0, 592.0, negative
255.0, 657.0, negative
87.0, 837.0, negative
165.0, 960.0, negative
449.0, 215.0, negative
329.0, 783.0, negative
335.0, 739.0, negative
182.0, 992.0, negative
675.0, 241.0, negative
372.0, 543.0, negative
353.0, 168.0, negative
486.0, 513.0, negative
725.0, 87.0, negative
224.0, 139.0, negative
58.0, 349.0, negative
171.0, 147.0, negative
239.0, 821.0, negative
243.0, 917.0, negative
562.0, 171.0, negative
73.0, 469.0, negative
18.0, 407.0, negative
430.0, 194.0, negative
-9.0, 805.0, negative
559.0, 981.0, negative
306.0, 139.0, negative
683.0, 604.0, negative
50.0, 488.0, negative
33.0, 587.0, negative
605.0, 87.0, negative
681.0, 218.0, negative
757.0, 971.0, negative
225.0, 703.0, negative
537.0, 858.0, negative
614.0, 836.0, negative
221.0, 974.0, negative
