@relation 03subcl5-800-7-60-BI-5-2tst
@attribute a0 real[-84.0,483.0]
@attribute a1 real[-282.0,1479.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
141.0,473.0,positive
133.0,471.0,positive
333.0,1300.0,positive
69.0,879.0,positive
76.0,1221.0,positive
354.0,136.0,positive
114.0,1011.0,positive
55.0,228.0,positive
288.0,1016.0,positive
358.0,1233.0,positive
265.0,1057.0,positive
222.0,598.0,positive
76.0,361.0,positive
166.0,756.0,positive
345.0,663.0,positive
185.0,849.0,positive
53.0,1176.0,positive
82.0,749.0,positive
255.0,738.0,positive
87.0,182.0,positive
452.0,529.0,negative
-63.0,786.0,negative
470.0,1466.0,negative
-18.0,1422.0,negative
479.0,771.0,negative
6.0,416.0,negative
353.0,634.0,negative
329.0,375.0,negative
415.0,-235.0,negative
36.0,978.0,negative
203.0,-208.0,negative
325.0,705.0,negative
98.0,791.0,negative
-30.0,793.0,negative
348.0,242.0,negative
459.0,-42.0,negative
428.0,1030.0,negative
13.0,609.0,negative
189.0,1456.0,negative
88.0,112.0,negative
-67.0,-11.0,negative
419.0,1281.0,negative
-54.0,365.0,negative
-20.0,266.0,negative
451.0,451.0,negative
-1.0,-106.0,negative
-6.0,-168.0,negative
-79.0,797.0,negative
-39.0,1420.0,negative
413.0,1313.0,negative
434.0,-39.0,negative
-72.0,600.0,negative
470.0,334.0,negative
69.0,1093.0,negative
-25.0,-39.0,negative
388.0,-182.0,negative
257.0,465.0,negative
171.0,1068.0,negative
438.0,918.0,negative
-64.0,196.0,negative
266.0,486.0,negative
38.0,-59.0,negative
-23.0,1112.0,negative
136.0,1407.0,negative
-66.0,859.0,negative
63.0,1468.0,negative
227.0,1446.0,negative
361.0,481.0,negative
8.0,52.0,negative
417.0,9.0,negative
196.0,1340.0,negative
402.0,948.0,negative
1.0,444.0,negative
436.0,516.0,negative
408.0,-90.0,negative
140.0,119.0,negative
446.0,353.0,negative
213.0,-151.0,negative
32.0,1318.0,negative
424.0,225.0,negative
5.0,602.0,negative
338.0,443.0,negative
376.0,988.0,negative
53.0,-14.0,negative
455.0,398.0,negative
59.0,1065.0,negative
429.0,150.0,negative
89.0,373.0,negative
33.0,1305.0,negative
11.0,1345.0,negative
293.0,1433.0,negative
71.0,-178.0,negative
387.0,534.0,negative
-26.0,770.0,negative
365.0,378.0,negative
456.0,408.0,negative
-67.0,1226.0,negative
387.0,1352.0,negative
2.0,768.0,negative
105.0,1069.0,negative
-9.0,922.0,negative
51.0,81.0,negative
332.0,1078.0,negative
472.0,517.0,negative
477.0,763.0,negative
40.0,1415.0,negative
-64.0,-168.0,negative
-2.0,1110.0,negative
425.0,848.0,negative
22.0,428.0,negative
90.0,-107.0,negative
-52.0,1043.0,negative
34.0,1263.0,negative
-42.0,675.0,negative
163.0,-128.0,negative
-79.0,361.0,negative
38.0,543.0,negative
328.0,1279.0,negative
480.0,1019.0,negative
31.0,556.0,negative
380.0,100.0,negative
-84.0,1369.0,negative
409.0,524.0,negative
311.0,175.0,negative
482.0,399.0,negative
402.0,-102.0,negative
368.0,985.0,negative
321.0,431.0,negative
477.0,1388.0,negative
24.0,1136.0,negative
-27.0,1383.0,negative
389.0,-165.0,negative
164.0,1060.0,negative
65.0,325.0,negative
40.0,936.0,negative
55.0,-113.0,negative
261.0,-176.0,negative
454.0,537.0,negative
-49.0,1127.0,negative
-78.0,-156.0,negative
337.0,291.0,negative
159.0,-234.0,negative
-18.0,-65.0,negative
157.0,1329.0,negative
-67.0,-187.0,negative
476.0,405.0,negative
-30.0,1060.0,negative
369.0,605.0,negative
193.0,713.0,negative
215.0,-195.0,negative
440.0,1204.0,negative
460.0,262.0,negative
429.0,1209.0,negative
292.0,760.0,negative
239.0,-236.0,negative
281.0,-164.0,negative
401.0,835.0,negative
149.0,762.0,negative
472.0,813.0,negative
-17.0,1218.0,negative
