@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/03subcl5-800-7-60-bi/03subcl5-800-7-60-bi
@attribute a0 real [-84.0, 483.0]
@attribute a1 real [-282.0, 1479.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
223.0, 763.0, positive
59.0, -67.0, positive
141.0, 473.0, positive
69.0, 1074.0, positive
58.0, 566.0, positive
133.0, 471.0, positive
333.0, 1300.0, positive
69.0, 879.0, positive
168.0, 789.0, positive
354.0, 136.0, positive
358.0, 91.0, positive
339.0, 246.0, positive
237.0, 287.0, positive
227.0, 342.0, positive
358.0, 1233.0, positive
150.0, 1342.0, positive
59.0, 249.0, positive
65.0, 196.0, positive
199.0, 1033.0, positive
235.0, 147.0, positive
166.0, 756.0, positive
345.0, 663.0, positive
185.0, 849.0, positive
53.0, 1176.0, positive
335.0, 695.0, positive
177.0, 825.0, positive
309.0, 1207.0, positive
277.0, 816.0, positive
211.0, 881.0, positive
274.0, 931.0, positive
213.0, 1298.0, positive
238.0, 1169.0, positive
290.0, 1202.0, positive
295.0, 714.0, positive
87.0, 182.0, positive
172.0, 1245.0, positive
353.0, -14.0, positive
266.0, 1177.0, positive
257.0, 1215.0, positive
35.0, 935.0, negative
-24.0, -165.0, negative
15.0, 1212.0, negative
-63.0, 786.0, negative
470.0, 1466.0, negative
305.0, -167.0, negative
445.0, 1422.0, negative
41.0, 472.0, negative
151.0, 141.0, negative
479.0, 771.0, negative
249.0, 1452.0, negative
6.0, 416.0, negative
4.0, 769.0, negative
438.0, 163.0, negative
36.0, 978.0, negative
467.0, 910.0, negative
460.0, -81.0, negative
427.0, 148.0, negative
304.0, 418.0, negative
210.0, 1414.0, negative
-75.0, 773.0, negative
0.0, 1255.0, negative
122.0, 763.0, negative
56.0, 436.0, negative
79.0, -9.0, negative
327.0, 277.0, negative
369.0, -246.0, negative
85.0, -3.0, negative
420.0, 1116.0, negative
-30.0, 793.0, negative
344.0, -282.0, negative
6.0, 950.0, negative
332.0, 557.0, negative
328.0, 809.0, negative
483.0, 1297.0, negative
1.0, 648.0, negative
428.0, 1030.0, negative
-22.0, 893.0, negative
189.0, 1456.0, negative
88.0, 112.0, negative
-67.0, -11.0, negative
-5.0, 498.0, negative
419.0, 1281.0, negative
-54.0, 365.0, negative
437.0, 464.0, negative
116.0, 1055.0, negative
-20.0, 266.0, negative
69.0, 9.0, negative
-1.0, -106.0, negative
369.0, 15.0, negative
-79.0, 797.0, negative
476.0, 0.0, negative
413.0, 1313.0, negative
434.0, -39.0, negative
-72.0, 600.0, negative
479.0, 1310.0, negative
239.0, 1472.0, negative
470.0, 334.0, negative
306.0, 1002.0, negative
387.0, 173.0, negative
69.0, 1093.0, negative
194.0, 1350.0, negative
24.0, 1289.0, negative
388.0, -182.0, negative
-1.0, -233.0, negative
171.0, 1068.0, negative
431.0, 500.0, negative
440.0, 1040.0, negative
-46.0, 160.0, negative
374.0, 739.0, negative
438.0, 918.0, negative
364.0, -15.0, negative
455.0, 269.0, negative
266.0, 486.0, negative
460.0, -87.0, negative
38.0, -59.0, negative
214.0, 1468.0, negative
356.0, 1280.0, negative
73.0, 662.0, negative
-84.0, 1479.0, negative
49.0, 769.0, negative
-32.0, 596.0, negative
-66.0, 859.0, negative
463.0, 339.0, negative
391.0, 508.0, negative
460.0, 569.0, negative
-60.0, 1156.0, negative
227.0, 1446.0, negative
414.0, 1157.0, negative
397.0, 462.0, negative
345.0, 1458.0, negative
-1.0, 1299.0, negative
196.0, 1340.0, negative
218.0, 760.0, negative
355.0, 350.0, negative
402.0, 948.0, negative
436.0, 516.0, negative
248.0, -217.0, negative
22.0, 157.0, negative
216.0, 1389.0, negative
79.0, 100.0, negative
60.0, 1295.0, negative
448.0, -10.0, negative
439.0, 231.0, negative
93.0, 772.0, negative
-47.0, 770.0, negative
-3.0, 1256.0, negative
-36.0, -51.0, negative
433.0, 1380.0, negative
-2.0, 30.0, negative
204.0, 1478.0, negative
204.0, 776.0, negative
312.0, 1085.0, negative
475.0, -131.0, negative
-10.0, 162.0, negative
305.0, 798.0, negative
156.0, -232.0, negative
424.0, 225.0, negative
433.0, -184.0, negative
190.0, 708.0, negative
443.0, 1228.0, negative
59.0, 18.0, negative
-40.0, 1248.0, negative
6.0, 0.0, negative
200.0, 1071.0, negative
360.0, 1077.0, negative
165.0, 159.0, negative
402.0, 648.0, negative
243.0, 166.0, negative
-73.0, 133.0, negative
124.0, 1341.0, negative
65.0, -137.0, negative
455.0, 398.0, negative
429.0, 150.0, negative
382.0, 195.0, negative
89.0, 373.0, negative
126.0, 771.0, negative
372.0, -51.0, negative
388.0, 770.0, negative
140.0, -166.0, negative
475.0, 135.0, negative
467.0, 1400.0, negative
-82.0, -254.0, negative
468.0, 34.0, negative
114.0, -202.0, negative
71.0, -178.0, negative
-23.0, 353.0, negative
439.0, 661.0, negative
282.0, 1010.0, negative
9.0, -32.0, negative
439.0, 1351.0, negative
-26.0, 770.0, negative
336.0, 366.0, negative
-47.0, 549.0, negative
456.0, 408.0, negative
328.0, 1232.0, negative
-28.0, -45.0, negative
145.0, 490.0, negative
343.0, 1104.0, negative
-35.0, 224.0, negative
-29.0, 271.0, negative
-9.0, 922.0, negative
357.0, 40.0, negative
-6.0, 722.0, negative
50.0, 27.0, negative
122.0, 782.0, negative
472.0, 517.0, negative
477.0, 763.0, negative
90.0, 1305.0, negative
53.0, -156.0, negative
-2.0, 1110.0, negative
283.0, 122.0, negative
425.0, 848.0, negative
22.0, 428.0, negative
39.0, 959.0, negative
238.0, 1398.0, negative
90.0, -107.0, negative
327.0, 1068.0, negative
342.0, 602.0, negative
309.0, 1352.0, negative
471.0, 1157.0, negative
76.0, 450.0, negative
34.0, 1263.0, negative
-23.0, 271.0, negative
-42.0, 675.0, negative
-79.0, 361.0, negative
328.0, 1279.0, negative
438.0, 1187.0, negative
443.0, 384.0, negative
480.0, 1019.0, negative
270.0, 1404.0, negative
374.0, -19.0, negative
346.0, 1153.0, negative
380.0, 100.0, negative
44.0, 172.0, negative
21.0, -65.0, negative
310.0, 780.0, negative
377.0, 1379.0, negative
-69.0, 883.0, negative
222.0, 470.0, negative
311.0, 175.0, negative
-67.0, 1433.0, negative
-66.0, 284.0, negative
30.0, 780.0, negative
477.0, 1388.0, negative
-35.0, 1156.0, negative
351.0, 968.0, negative
251.0, 702.0, negative
164.0, 1060.0, negative
65.0, 325.0, negative
459.0, 847.0, negative
-42.0, 8.0, negative
318.0, 969.0, negative
382.0, 109.0, negative
55.0, -113.0, negative
261.0, -176.0, negative
343.0, 1450.0, negative
454.0, 537.0, negative
126.0, 126.0, negative
72.0, 214.0, negative
1.0, 1033.0, negative
323.0, 928.0, negative
94.0, -57.0, negative
59.0, 400.0, negative
291.0, 793.0, negative
52.0, 1122.0, negative
381.0, 222.0, negative
72.0, 647.0, negative
378.0, 317.0, negative
-35.0, -76.0, negative
133.0, 734.0, negative
306.0, 1466.0, negative
447.0, 380.0, negative
73.0, -233.0, negative
144.0, -121.0, negative
258.0, 181.0, negative
157.0, 1329.0, negative
