@relation  03subcl5-800-7-60-BI-5-5tra
@attribute a0 real[-84.0,483.0]
@attribute a1 real[-282.0,1479.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
141.0, 473.0, positive
290.0, 1011.0, positive
150.0, 603.0, positive
215.0, 149.0, positive
121.0, -38.0, positive
202.0, 1159.0, positive
213.0, 1253.0, positive
304.0, -153.0, positive
168.0, 789.0, positive
323.0, 1296.0, positive
443.0, 384.0, negative
440.0, 1204.0, negative
-35.0, -76.0, negative
53.0, -14.0, negative
-84.0, 1369.0, negative
32.0, 631.0, negative
416.0, 347.0, negative
413.0, 1313.0, negative
320.0, 1178.0, negative
439.0, 231.0, negative
21.0, -65.0, negative
144.0, -121.0, negative
239.0, -236.0, negative
403.0, 1404.0, negative
-73.0, 133.0, negative
136.0, 744.0, negative
152.0, 116.0, negative
204.0, 1062.0, negative
227.0, -151.0, negative
282.0, 766.0, negative
346.0, -252.0, negative
369.0, 607.0, negative
402.0, 948.0, negative
151.0, 141.0, negative
-20.0, 412.0, negative
-46.0, 160.0, negative
8.0, 753.0, negative
-30.0, 793.0, negative
443.0, 1228.0, negative
140.0, -166.0, negative
341.0, 839.0, negative
40.0, 1062.0, negative
22.0, 576.0, negative
-82.0, -254.0, negative
69.0, 1093.0, negative
-3.0, 1256.0, negative
-23.0, 353.0, negative
436.0, 516.0, negative
222.0, 470.0, negative
392.0, 989.0, negative
196.0, 1340.0, negative
-28.0, 51.0, negative
34.0, 1263.0, negative
463.0, 70.0, negative
476.0, 0.0, negative
77.0, 863.0, negative
325.0, 1332.0, negative
408.0, -90.0, negative
31.0, 961.0, negative
168.0, 1405.0, negative
440.0, -132.0, negative
329.0, 342.0, negative
144.0, 1466.0, negative
329.0, 375.0, negative
472.0, 813.0, negative
87.0, 529.0, negative
320.0, 715.0, negative
-29.0, 271.0, negative
313.0, -8.0, negative
439.0, 1351.0, negative
360.0, 1077.0, negative
162.0, 1471.0, negative
282.0, 1020.0, negative
431.0, 500.0, negative
282.0, 1010.0, negative
248.0, -217.0, negative
303.0, 479.0, negative
305.0, 291.0, negative
366.0, 445.0, negative
74.0, 91.0, negative
