@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/03subcl5-800-7-60-bi/03subcl5-800-7-60-bi
@attribute a0 real [-84.0, 483.0]
@attribute a1 real [-282.0, 1479.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
223.0, 763.0, positive
290.0, -57.0, positive
204.0, 89.0, positive
69.0, 1074.0, positive
58.0, 566.0, positive
133.0, 471.0, positive
333.0, 1300.0, positive
258.0, 1.0, positive
168.0, 789.0, positive
76.0, 1221.0, positive
354.0, 136.0, positive
358.0, 91.0, positive
114.0, 1011.0, positive
224.0, 427.0, positive
237.0, 287.0, positive
55.0, 228.0, positive
308.0, 773.0, positive
288.0, 1016.0, positive
358.0, 1233.0, positive
265.0, 1057.0, positive
222.0, 598.0, positive
84.0, -1.0, positive
150.0, 1342.0, positive
201.0, 510.0, positive
79.0, 566.0, positive
65.0, 196.0, positive
107.0, 671.0, positive
345.0, 663.0, positive
185.0, 849.0, positive
53.0, 1176.0, positive
335.0, 695.0, positive
344.0, 1222.0, positive
277.0, 816.0, positive
113.0, 870.0, positive
255.0, 738.0, positive
213.0, 1298.0, positive
290.0, 1202.0, positive
87.0, 310.0, positive
83.0, 564.0, positive
172.0, 1245.0, positive
284.0, 1117.0, positive
223.0, 1331.0, positive
266.0, 1177.0, positive
242.0, 1245.0, positive
388.0, 1156.0, negative
332.0, 485.0, negative
11.0, 207.0, negative
35.0, 935.0, negative
-24.0, -165.0, negative
437.0, 800.0, negative
28.0, 558.0, negative
367.0, 288.0, negative
4.0, 0.0, negative
326.0, 1213.0, negative
305.0, -167.0, negative
445.0, 1422.0, negative
-8.0, -3.0, negative
41.0, 472.0, negative
-47.0, -73.0, negative
403.0, 1433.0, negative
-51.0, 1371.0, negative
249.0, 1452.0, negative
353.0, 634.0, negative
334.0, 993.0, negative
94.0, 1439.0, negative
314.0, 846.0, negative
-37.0, 701.0, negative
4.0, 769.0, negative
415.0, -235.0, negative
203.0, -208.0, negative
70.0, 804.0, negative
453.0, -191.0, negative
427.0, 148.0, negative
304.0, 418.0, negative
445.0, 712.0, negative
-75.0, 773.0, negative
451.0, 948.0, negative
56.0, 436.0, negative
477.0, 1210.0, negative
79.0, -9.0, negative
98.0, 791.0, negative
11.0, 183.0, negative
369.0, -246.0, negative
151.0, 113.0, negative
365.0, 1443.0, negative
420.0, 1116.0, negative
-30.0, 793.0, negative
310.0, -227.0, negative
464.0, 812.0, negative
332.0, 557.0, negative
363.0, 1433.0, negative
459.0, -42.0, negative
428.0, 1030.0, negative
13.0, 609.0, negative
189.0, 1456.0, negative
-67.0, -11.0, negative
419.0, 1281.0, negative
103.0, -113.0, negative
116.0, 1055.0, negative
162.0, 1471.0, negative
-1.0, -106.0, negative
124.0, 773.0, negative
369.0, 15.0, negative
-39.0, 1420.0, negative
413.0, 1313.0, negative
-72.0, 600.0, negative
470.0, 334.0, negative
306.0, 1002.0, negative
4.0, 46.0, negative
387.0, 173.0, negative
69.0, 1093.0, negative
194.0, 1350.0, negative
-25.0, -39.0, negative
79.0, 962.0, negative
388.0, -182.0, negative
-28.0, 51.0, negative
319.0, 695.0, negative
-1.0, -233.0, negative
257.0, 465.0, negative
-46.0, 160.0, negative
374.0, 739.0, negative
364.0, -15.0, negative
320.0, 1370.0, negative
266.0, 486.0, negative
460.0, -87.0, negative
356.0, 1280.0, negative
74.0, 1177.0, negative
-23.0, 1112.0, negative
73.0, 652.0, negative
320.0, 715.0, negative
-84.0, 1479.0, negative
330.0, 171.0, negative
49.0, 769.0, negative
171.0, 1424.0, negative
66.0, 672.0, negative
29.0, 928.0, negative
-57.0, -63.0, negative
15.0, 901.0, negative
93.0, 1420.0, negative
-59.0, -280.0, negative
227.0, 1446.0, negative
414.0, 1157.0, negative
397.0, 462.0, negative
345.0, 1458.0, negative
417.0, 9.0, negative
-1.0, 1299.0, negative
446.0, 1300.0, negative
402.0, 948.0, negative
1.0, 444.0, negative
305.0, 291.0, negative
387.0, 360.0, negative
248.0, -217.0, negative
201.0, 1413.0, negative
457.0, 1386.0, negative
-45.0, 328.0, negative
375.0, 788.0, negative
22.0, 157.0, negative
408.0, -90.0, negative
-4.0, 176.0, negative
445.0, -143.0, negative
60.0, 1295.0, negative
448.0, -10.0, negative
439.0, 231.0, negative
140.0, 119.0, negative
60.0, -185.0, negative
458.0, -216.0, negative
-73.0, -73.0, negative
52.0, 67.0, negative
446.0, 353.0, negative
213.0, -151.0, negative
433.0, 1380.0, negative
-2.0, 30.0, negative
440.0, -221.0, negative
204.0, 1478.0, negative
303.0, 1231.0, negative
204.0, 776.0, negative
32.0, 1318.0, negative
475.0, -131.0, negative
-10.0, 162.0, negative
305.0, 798.0, negative
156.0, -232.0, negative
5.0, 602.0, negative
454.0, 220.0, negative
200.0, 1071.0, negative
360.0, 1077.0, negative
402.0, 648.0, negative
-73.0, 133.0, negative
65.0, -137.0, negative
455.0, 398.0, negative
429.0, 150.0, negative
382.0, 195.0, negative
89.0, 373.0, negative
33.0, 1305.0, negative
11.0, 1345.0, negative
388.0, 770.0, negative
-28.0, 445.0, negative
443.0, 1197.0, negative
-32.0, 1358.0, negative
114.0, -202.0, negative
-23.0, 353.0, negative
9.0, -32.0, negative
439.0, 1351.0, negative
387.0, 534.0, negative
-26.0, 770.0, negative
43.0, 0.0, negative
336.0, 366.0, negative
-47.0, 549.0, negative
476.0, 155.0, negative
-28.0, -45.0, negative
441.0, 326.0, negative
343.0, 1104.0, negative
-35.0, 224.0, negative
105.0, 1069.0, negative
-9.0, 922.0, negative
269.0, -227.0, negative
357.0, 40.0, negative
332.0, 1078.0, negative
9.0, 580.0, negative
50.0, 27.0, negative
335.0, -48.0, negative
122.0, 782.0, negative
472.0, 517.0, negative
411.0, 405.0, negative
477.0, 763.0, negative
90.0, 1305.0, negative
40.0, 1415.0, negative
-64.0, -168.0, negative
-65.0, 336.0, negative
-2.0, 1110.0, negative
264.0, 1069.0, negative
295.0, 110.0, negative
238.0, 1398.0, negative
440.0, -132.0, negative
193.0, 1371.0, negative
327.0, 1068.0, negative
-23.0, 271.0, negative
-42.0, 675.0, negative
163.0, -128.0, negative
-79.0, 361.0, negative
38.0, 543.0, negative
339.0, 960.0, negative
328.0, 1279.0, negative
438.0, 1187.0, negative
-35.0, 1467.0, negative
480.0, 1019.0, negative
352.0, 914.0, negative
42.0, 341.0, negative
346.0, 1153.0, negative
380.0, 100.0, negative
311.0, 1133.0, negative
21.0, -65.0, negative
310.0, 780.0, negative
136.0, 744.0, negative
222.0, 470.0, negative
313.0, -8.0, negative
36.0, -144.0, negative
311.0, 175.0, negative
-58.0, 369.0, negative
482.0, 399.0, negative
40.0, 1062.0, negative
-66.0, 284.0, negative
230.0, 434.0, negative
402.0, -102.0, negative
464.0, 626.0, negative
477.0, 1388.0, negative
351.0, 968.0, negative
-27.0, 1383.0, negative
251.0, 702.0, negative
389.0, -165.0, negative
164.0, 1060.0, negative
459.0, 847.0, negative
143.0, 1379.0, negative
318.0, 969.0, negative
382.0, 109.0, negative
55.0, -113.0, negative
261.0, -176.0, negative
343.0, 1450.0, negative
126.0, 126.0, negative
72.0, 214.0, negative
471.0, 960.0, negative
1.0, 1033.0, negative
-28.0, 129.0, negative
59.0, 400.0, negative
52.0, 1122.0, negative
72.0, 647.0, negative
92.0, -86.0, negative
323.0, 300.0, negative
378.0, 317.0, negative
-35.0, -76.0, negative
337.0, 291.0, negative
73.0, -233.0, negative
144.0, -121.0, negative
-82.0, -73.0, negative
476.0, 405.0, negative
-30.0, 1060.0, negative
193.0, 713.0, negative
99.0, 252.0, negative
420.0, 1447.0, negative
374.0, 373.0, negative
-81.0, 1281.0, negative
184.0, 1099.0, negative
460.0, 1382.0, negative
386.0, 1085.0, negative
254.0, 749.0, negative
-8.0, 36.0, negative
32.0, 631.0, negative
452.0, -11.0, negative
413.0, 703.0, negative
356.0, 1057.0, negative
460.0, 262.0, negative
429.0, 1209.0, negative
239.0, -236.0, negative
245.0, -233.0, negative
401.0, 835.0, negative
149.0, 762.0, negative
472.0, 813.0, negative
348.0, 307.0, negative
168.0, 1405.0, negative
319.0, 408.0, negative
341.0, 839.0, negative
187.0, 34.0, positive
116.0, -95.0, positive
116.0, 421.0, positive
119.0, 211.0, positive
215.0, 149.0, positive
304.0, -153.0, positive
150.0, 603.0, positive
288.0, 868.0, positive
178.0, 934.0, positive
267.0, 1095.0, negative
306.0, 1169.0, negative
414.0, 57.0, negative
360.0, 156.0, negative
99.0, -93.0, negative
191.0, 423.0, negative
310.0, 1135.0, negative
402.0, 740.0, negative
466.0, 80.0, negative
342.0, 314.0, negative
-62.0, 1022.0, negative
388.0, 205.0, negative
342.0, 595.0, negative
439.0, 191.0, negative
403.0, 1404.0, negative
152.0, 116.0, negative
73.0, 220.0, negative
-35.0, 1397.0, negative
