@relation  winequality-white-3-9_vs_5
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
6.2, 0.23, 0.35, 0.7, 0.051, 24.0, 111.0, 0.9916, 3.37, 0.43, 11.0, positive
6.1, 0.2, 0.34, 9.5, 0.041, 38.0, 201.0, 0.995, 3.14, 0.44, 10.1, positive
8.6, 0.55, 0.35, 15.55, 0.057, 35.5, 366.5, 1.0001, 3.04, 0.63, 11.0, positive
6.5, 0.14, 0.33, 7.6, 0.05, 53.0, 189.0, 0.9966, 3.25, 0.49, 8.6, negative
6.6, 0.22, 0.37, 1.6, 0.04, 31.0, 101.0, 0.99009, 3.15, 0.66, 12.0, negative
7.2, 0.47, 0.65, 8.3, 0.083, 27.0, 182.0, 0.9964, 3.0, 0.35, 9.2, negative
6.4, 0.37, 0.2, 5.6, 0.117, 61.0, 183.0, 0.99459, 3.24, 0.43, 9.5, negative
6.7, 0.325, 0.82, 1.2, 0.152, 49.0, 120.0, 0.99312, 2.99, 0.38, 9.2, negative
6.3, 0.39, 0.22, 2.8, 0.048, 53.0, 173.0, 0.99304, 3.24, 0.45, 9.8, negative
7.7, 0.26, 0.4, 1.1, 0.042, 9.0, 60.0, 0.9915, 2.89, 0.5, 10.6, negative
7.1, 0.14, 0.35, 1.4, 0.039, 24.0, 128.0, 0.99212, 2.97, 0.68, 10.4, negative
