@relation  winequality-white-3-9_vs_5
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
9.1, 0.27, 0.45, 10.6, 0.035, 28.0, 124.0, 0.997, 3.2, 0.46, 10.4, positive
6.8, 0.26, 0.34, 15.1, 0.06, 42.0, 162.0, 0.99705, 3.24, 0.52, 10.5, positive
6.0, 0.32, 0.46, 1.5, 0.05, 56.0, 189.0, 0.99308, 3.24, 0.49, 9.6, negative
6.9, 0.2, 0.41, 1.1, 0.06, 36.0, 104.0, 0.99317, 2.99, 0.39, 9.2, negative
5.7, 0.24, 0.47, 6.3, 0.069, 35.0, 182.0, 0.99391, 3.11, 0.46, 9.75, negative
6.6, 0.26, 0.46, 6.9, 0.047, 59.0, 183.0, 0.99594, 3.2, 0.45, 9.3, negative
5.9, 0.22, 0.45, 22.6, 0.12, 55.0, 122.0, 0.99636, 3.1, 0.35, 12.8, negative
7.9, 0.345, 0.51, 15.3, 0.047, 54.0, 171.0, 0.9987, 3.09, 0.51, 9.1, negative
8.1, 0.27, 0.41, 1.45, 0.033, 11.0, 63.0, 0.9908, 2.99, 0.56, 12.0, negative
7.1, 0.37, 0.32, 1.4, 0.037, 27.0, 126.0, 0.9918, 3.19, 0.62, 12.0, negative
6.6, 0.24, 0.38, 8.0, 0.042, 56.0, 187.0, 0.99577, 3.21, 0.46, 9.2, negative
