@relation  winequality-white-3-9_vs_5
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
7.1, 0.32, 0.32, 11.0, 0.038, 16.0, 66.0, 0.9937, 3.24, 0.4, 11.5, positive
7.9, 0.64, 0.46, 10.6, 0.244, 33.0, 227.0, 0.9983, 2.87, 0.74, 9.1, positive
7.5, 0.32, 0.24, 4.6, 0.053, 8.0, 134.0, 0.9958, 3.14, 0.5, 9.1, positive
6.9, 0.56, 0.26, 10.9, 0.06, 55.0, 193.0, 0.9969, 3.21, 0.44, 9.4, negative
7.1, 0.3, 0.49, 1.6, 0.045, 31.0, 100.0, 0.9942, 3.4, 0.59, 10.2, negative
6.8, 0.22, 0.26, 1.2, 0.041, 29.0, 182.0, 0.99104, 3.04, 0.35, 11.2, negative
7.2, 0.29, 0.53, 18.15, 0.047, 59.0, 182.0, 0.9992, 3.09, 0.52, 9.6, negative
7.4, 0.27, 0.28, 1.8, 0.04, 45.0, 121.0, 0.99043, 3.02, 0.4, 11.9, negative
6.9, 0.26, 0.33, 12.6, 0.051, 59.0, 173.0, 0.998, 3.39, 0.38, 9.9, negative
6.7, 0.62, 0.24, 1.1, 0.039, 6.0, 62.0, 0.9934, 3.41, 0.32, 10.4, negative
7.0, 0.12, 0.19, 4.9, 0.055, 27.0, 127.0, 0.9953, 3.29, 0.41, 9.4, negative
6.2, 0.32, 0.5, 6.5, 0.048, 61.0, 186.0, 0.9948, 3.19, 0.45, 9.6, negative
6.4, 0.33, 0.44, 8.9, 0.055, 52.0, 164.0, 0.99488, 3.1, 0.48, 9.6, negative
7.4, 0.38, 0.34, 8.3, 0.052, 44.0, 168.0, 0.99627, 3.11, 0.52, 9.2, negative
6.2, 0.27, 0.32, 8.8, 0.047, 65.0, 224.0, 0.9961, 3.17, 0.47, 8.9, negative
9.6, 0.21, 0.28, 1.2, 0.038, 12.0, 53.0, 0.9926, 2.8, 0.46, 10.6, negative
6.4, 0.25, 0.53, 6.6, 0.038, 59.0, 234.0, 0.9955, 3.03, 0.42, 8.8, negative
6.4, 0.45, 0.07, 1.1, 0.03, 10.0, 131.0, 0.9905, 2.97, 0.28, 10.8, negative
6.6, 0.26, 0.56, 15.4, 0.053, 32.0, 141.0, 0.9981, 3.11, 0.49, 9.3, negative
5.6, 0.12, 0.26, 4.3, 0.038, 18.0, 97.0, 0.99477, 3.36, 0.46, 9.2, negative
6.6, 0.24, 0.28, 1.8, 0.028, 39.0, 132.0, 0.99182, 3.34, 0.46, 11.4, negative
8.3, 0.36, 0.57, 15.0, 0.052, 35.0, 256.0, 1.0001, 2.93, 0.64, 8.6, negative
6.8, 0.26, 0.4, 7.5, 0.046, 45.0, 179.0, 0.99583, 3.2, 0.49, 9.3, negative
5.0, 0.24, 0.19, 5.0, 0.043, 17.0, 101.0, 0.99438, 3.67, 0.57, 10.0, negative
6.8, 0.36, 0.32, 1.6, 0.039, 10.0, 124.0, 0.9948, 3.3, 0.67, 9.6, negative
7.1, 0.25, 0.28, 1.2, 0.04, 31.0, 111.0, 0.99174, 3.18, 0.53, 11.1, negative
7.1, 0.37, 0.67, 10.5, 0.045, 49.0, 155.0, 0.9975, 3.16, 0.44, 8.7, negative
6.4, 0.28, 0.36, 1.3, 0.053, 28.0, 186.0, 0.99211, 3.31, 0.45, 10.8, negative
