@relation 03subcl5-800-7-0-BI-5-4tst
@attribute a0 real[-84.0,483.0]
@attribute a1 real[-282.0,1481.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
148.0,50.0,positive
204.0,89.0,positive
277.0,78.0,positive
152.0,-97.0,positive
258.0,1.0,positive
165.0,238.0,positive
237.0,287.0,positive
153.0,307.0,positive
227.0,342.0,positive
126.0,551.0,positive
140.0,846.0,positive
161.0,977.0,positive
267.0,898.0,positive
277.0,816.0,positive
211.0,881.0,positive
274.0,931.0,positive
290.0,1202.0,positive
291.0,1166.0,positive
213.0,1253.0,positive
257.0,1215.0,positive
430.0,161.0,negative
373.0,-19.0,negative
29.0,275.0,negative
341.0,1039.0,negative
400.0,151.0,negative
65.0,925.0,negative
209.0,747.0,negative
450.0,815.0,negative
14.0,439.0,negative
158.0,-221.0,negative
429.0,1254.0,negative
73.0,545.0,negative
275.0,1319.0,negative
30.0,745.0,negative
35.0,848.0,negative
386.0,90.0,negative
243.0,-170.0,negative
482.0,815.0,negative
293.0,-235.0,negative
65.0,196.0,negative
387.0,630.0,negative
423.0,1105.0,negative
353.0,-14.0,negative
52.0,439.0,negative
-28.0,-281.0,negative
390.0,439.0,negative
208.0,-200.0,negative
-84.0,726.0,negative
377.0,-126.0,negative
92.0,925.0,negative
467.0,884.0,negative
276.0,1419.0,negative
127.0,410.0,negative
321.0,1459.0,negative
101.0,-279.0,negative
316.0,727.0,negative
306.0,675.0,negative
426.0,638.0,negative
82.0,749.0,negative
308.0,773.0,negative
454.0,679.0,negative
434.0,419.0,negative
437.0,800.0,negative
15.0,1212.0,negative
367.0,288.0,negative
360.0,156.0,negative
470.0,1466.0,negative
-18.0,1422.0,negative
41.0,472.0,negative
-51.0,1371.0,negative
479.0,771.0,negative
421.0,666.0,negative
417.0,999.0,negative
460.0,-81.0,negative
453.0,-191.0,negative
-75.0,773.0,negative
451.0,948.0,negative
0.0,1255.0,negative
56.0,436.0,negative
79.0,-9.0,negative
407.0,1280.0,negative
344.0,-282.0,negative
388.0,205.0,negative
332.0,557.0,negative
355.0,-164.0,negative
328.0,809.0,negative
459.0,-42.0,negative
-71.0,333.0,negative
-39.0,-22.0,negative
419.0,1281.0,negative
-35.0,1397.0,negative
103.0,-113.0,negative
437.0,464.0,negative
476.0,0.0,negative
306.0,1002.0,negative
266.0,1333.0,negative
48.0,1128.0,negative
-28.0,51.0,negative
319.0,695.0,negative
257.0,465.0,negative
-64.0,196.0,negative
455.0,269.0,negative
17.0,371.0,negative
190.0,752.0,negative
74.0,1177.0,negative
-23.0,1112.0,negative
73.0,652.0,negative
-84.0,1479.0,negative
460.0,955.0,negative
66.0,672.0,negative
-57.0,-63.0,negative
15.0,901.0,negative
460.0,569.0,negative
361.0,481.0,negative
457.0,1386.0,negative
-45.0,328.0,negative
267.0,-141.0,negative
325.0,142.0,negative
-47.0,770.0,negative
433.0,1380.0,negative
-2.0,30.0,negative
329.0,516.0,negative
39.0,352.0,negative
303.0,1231.0,negative
32.0,1318.0,negative
424.0,225.0,negative
433.0,-184.0,negative
6.0,0.0,negative
-81.0,419.0,negative
204.0,1062.0,negative
333.0,-66.0,negative
16.0,553.0,negative
414.0,18.0,negative
33.0,1305.0,negative
476.0,1330.0,negative
125.0,102.0,negative
455.0,272.0,negative
-66.0,246.0,negative
87.0,529.0,negative
9.0,-32.0,negative
64.0,88.0,negative
456.0,408.0,negative
-67.0,1226.0,negative
61.0,1385.0,negative
328.0,1232.0,negative
2.0,768.0,negative
343.0,1104.0,negative
464.0,396.0,negative
90.0,1305.0,negative
-65.0,336.0,negative
425.0,848.0,negative
264.0,1069.0,negative
295.0,110.0,negative
309.0,1352.0,negative
76.0,450.0,negative
-23.0,271.0,negative
38.0,543.0,negative
352.0,914.0,negative
305.0,1111.0,negative
302.0,-225.0,negative
