@relation  winequality-red-8_vs_6
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
11.3, 0.62, 0.67, 5.2, 0.086, 6.0, 19.0, 0.9988, 3.22, 0.69, 13.4, positive
10.0, 0.26, 0.54, 1.9, 0.083, 42.0, 74.0, 0.99451, 2.98, 0.63, 11.8, positive
7.4, 0.35, 0.33, 2.4, 0.068, 9.0, 26.0, 0.9947, 3.36, 0.6, 11.9, negative
10.3, 0.27, 0.24, 2.1, 0.072, 15.0, 33.0, 0.9956, 3.22, 0.66, 12.8, negative
8.0, 0.715, 0.22, 2.3, 0.075, 13.0, 81.0, 0.99688, 3.24, 0.54, 9.5, negative
8.8, 0.27, 0.46, 2.1, 0.095, 20.0, 29.0, 0.99488, 3.26, 0.56, 11.3, negative
7.6, 0.54, 0.02, 1.7, 0.085, 17.0, 31.0, 0.99589, 3.37, 0.51, 10.4, negative
6.9, 0.54, 0.04, 3.0, 0.077, 7.0, 27.0, 0.9987, 3.69, 0.91, 9.4, negative
8.0, 0.5, 0.39, 2.6, 0.082, 12.0, 46.0, 0.9985, 3.43, 0.62, 10.7, negative
6.5, 0.4, 0.1, 2.0, 0.076, 30.0, 47.0, 0.99554, 3.36, 0.48, 9.4, negative
7.8, 0.645, 0.0, 2.0, 0.082, 8.0, 16.0, 0.9964, 3.38, 0.59, 9.8, negative
9.0, 0.39, 0.4, 1.3, 0.044, 25.0, 50.0, 0.99478, 3.2, 0.83, 10.9, negative
7.1, 0.46, 0.2, 1.9, 0.077, 28.0, 54.0, 0.9956, 3.37, 0.64, 10.4, negative
6.1, 0.58, 0.23, 2.5, 0.044, 16.0, 70.0, 0.99352, 3.46, 0.65, 12.5, negative
6.6, 0.895, 0.04, 2.3, 0.068, 7.0, 13.0, 0.99582, 3.53, 0.58, 10.8, negative
9.5, 0.78, 0.22, 1.9, 0.077, 6.0, 32.0, 0.9988, 3.26, 0.56, 10.6, negative
11.3, 0.36, 0.66, 2.4, 0.123, 3.0, 8.0, 0.99642, 3.2, 0.53, 11.9, negative
8.1, 0.545, 0.18, 1.9, 0.08, 13.0, 35.0, 0.9972, 3.3, 0.59, 9.0, negative
5.9, 0.395, 0.13, 2.4, 0.056, 14.0, 28.0, 0.99362, 3.62, 0.67, 12.4, negative
9.0, 0.46, 0.31, 2.8, 0.093, 19.0, 98.0, 0.99815, 3.32, 0.63, 9.5, negative
8.8, 0.55, 0.04, 2.2, 0.119, 14.0, 56.0, 0.9962, 3.21, 0.6, 10.9, negative
8.2, 0.4, 0.44, 2.8, 0.089, 11.0, 43.0, 0.9975, 3.53, 0.61, 10.5, negative
7.0, 0.43, 0.3, 2.0, 0.085, 6.0, 39.0, 0.99346, 3.33, 0.46, 11.9, negative
8.8, 0.55, 0.04, 2.2, 0.119, 14.0, 56.0, 0.9962, 3.21, 0.6, 10.9, negative
7.0, 0.69, 0.07, 2.5, 0.091, 15.0, 21.0, 0.99572, 3.38, 0.6, 11.3, negative
7.5, 0.71, 0.0, 1.6, 0.092, 22.0, 31.0, 0.99635, 3.38, 0.58, 10.0, negative
8.2, 0.4, 0.31, 1.9, 0.082, 8.0, 24.0, 0.996, 3.24, 0.69, 10.6, negative
10.0, 0.35, 0.47, 2.0, 0.061, 6.0, 11.0, 0.99585, 3.23, 0.52, 12.0, negative
11.5, 0.18, 0.51, 4.0, 0.104, 4.0, 23.0, 0.9996, 3.28, 0.97, 10.1, negative
8.9, 0.24, 0.39, 1.6, 0.074, 3.0, 10.0, 0.99698, 3.12, 0.59, 9.5, negative
7.8, 0.58, 0.13, 2.1, 0.102, 17.0, 36.0, 0.9944, 3.24, 0.53, 11.2, negative
7.0, 0.43, 0.3, 2.0, 0.085, 6.0, 39.0, 0.99346, 3.33, 0.46, 11.9, negative
10.9, 0.53, 0.49, 4.6, 0.118, 10.0, 17.0, 1.0002, 3.07, 0.56, 11.7, negative
7.3, 0.44, 0.2, 1.6, 0.049, 24.0, 64.0, 0.9935, 3.38, 0.57, 11.7, negative
8.6, 0.315, 0.4, 2.2, 0.079, 3.0, 6.0, 0.99512, 3.27, 0.67, 11.9, negative
10.0, 0.49, 0.2, 11.0, 0.071, 13.0, 50.0, 1.0015, 3.16, 0.69, 9.2, negative
8.7, 0.7, 0.24, 2.5, 0.226, 5.0, 15.0, 0.9991, 3.32, 0.6, 9.0, negative
7.9, 1.04, 0.05, 2.2, 0.084, 13.0, 29.0, 0.9959, 3.22, 0.55, 9.9, negative
6.4, 0.42, 0.09, 2.3, 0.054, 34.0, 64.0, 0.99724, 3.41, 0.68, 10.4, negative
10.0, 0.49, 0.2, 11.0, 0.071, 13.0, 50.0, 1.0015, 3.16, 0.69, 9.2, negative
6.7, 0.855, 0.02, 1.9, 0.064, 29.0, 38.0, 0.99472, 3.3, 0.56, 10.75, negative
7.5, 0.49, 0.2, 2.6, 0.332, 8.0, 14.0, 0.9968, 3.21, 0.9, 10.5, negative
7.1, 0.61, 0.02, 2.5, 0.081, 17.0, 87.0, 0.99745, 3.48, 0.6, 9.7, negative
5.0, 0.4, 0.5, 4.3, 0.046, 29.0, 80.0, 0.9902, 3.49, 0.66, 13.6, negative
10.6, 0.31, 0.49, 2.2, 0.063, 18.0, 40.0, 0.9976, 3.14, 0.51, 9.8, negative
8.6, 0.49, 0.28, 1.9, 0.11, 20.0, 136.0, 0.9972, 2.93, 1.95, 9.9, negative
9.5, 0.46, 0.49, 6.3, 0.064, 5.0, 17.0, 0.9988, 3.21, 0.73, 11.0, negative
7.8, 0.5, 0.3, 1.9, 0.075, 8.0, 22.0, 0.9959, 3.31, 0.56, 10.4, negative
8.2, 0.2, 0.43, 2.5, 0.076, 31.0, 51.0, 0.99672, 3.53, 0.81, 10.4, negative
9.2, 0.43, 0.52, 2.3, 0.083, 14.0, 23.0, 0.9976, 3.35, 0.61, 11.3, negative
7.4, 0.49, 0.27, 2.1, 0.071, 14.0, 25.0, 0.99388, 3.35, 0.63, 12.0, negative
7.1, 0.22, 0.49, 1.8, 0.039, 8.0, 18.0, 0.99344, 3.39, 0.56, 12.4, negative
5.7, 0.6, 0.0, 1.4, 0.063, 11.0, 18.0, 0.99191, 3.45, 0.56, 12.2, negative
8.8, 0.61, 0.19, 4.0, 0.094, 30.0, 69.0, 0.99787, 3.22, 0.5, 10.0, negative
7.3, 0.67, 0.02, 2.2, 0.072, 31.0, 92.0, 0.99566, 3.32, 0.68, 11.0666666666667, negative
10.7, 0.67, 0.22, 2.7, 0.107, 17.0, 34.0, 1.0004, 3.28, 0.98, 9.9, negative
8.8, 0.61, 0.19, 4.0, 0.094, 30.0, 69.0, 0.99787, 3.22, 0.5, 10.0, negative
7.9, 0.4, 0.3, 1.8, 0.157, 2.0, 45.0, 0.99727, 3.31, 0.91, 9.5, negative
6.8, 0.41, 0.31, 8.8, 0.084, 26.0, 45.0, 0.99824, 3.38, 0.64, 10.1, negative
7.6, 0.43, 0.31, 2.1, 0.069, 13.0, 74.0, 0.9958, 3.26, 0.54, 9.9, negative
6.8, 0.41, 0.31, 8.8, 0.084, 26.0, 45.0, 0.99824, 3.38, 0.64, 10.1, negative
8.7, 0.7, 0.24, 2.5, 0.226, 5.0, 15.0, 0.9991, 3.32, 0.6, 9.0, negative
6.5, 0.61, 0.0, 2.2, 0.095, 48.0, 59.0, 0.99541, 3.61, 0.7, 11.5, negative
10.3, 0.53, 0.48, 2.5, 0.063, 6.0, 25.0, 0.9998, 3.12, 0.59, 9.3, negative
6.0, 0.31, 0.47, 3.6, 0.067, 18.0, 42.0, 0.99549, 3.39, 0.66, 11.0, negative
6.1, 0.21, 0.4, 1.4, 0.066, 40.5, 165.0, 0.9912, 3.25, 0.59, 11.9, negative
