@relation  vehicle1
@attribute Compactness integer[73,119]
@attribute Circularity integer[33,59]
@attribute Distance_circularity integer[40,112]
@attribute Radius_ratio integer[104,333]
@attribute Praxis_aspect_ratio integer[47,138]
@attribute Max_length_aspect_ratio integer[2,55]
@attribute Scatter_ratio integer[112,265]
@attribute Elongatedness integer[26,61]
@attribute Praxis_rectangular integer[17,29]
@attribute Length_rectangular integer[118,188]
@attribute Major_variance integer[130,320]
@attribute Minor_variance integer[184,1018]
@attribute Gyration_radius integer[109,268]
@attribute Major_skewness integer[59,135]
@attribute Minor_skewness integer[0,22]
@attribute Minor_kurtosis integer[0,41]
@attribute Major_kurtosis integer[176,206]
@attribute Hollows_ratio integer[181,211]
@attribute Class{positive,negative}
@inputs Compactness,Circularity,Distance_circularity,Radius_ratio,Praxis_aspect_ratio,Max_length_aspect_ratio,Scatter_ratio,Elongatedness,Praxis_rectangular,Length_rectangular,Major_variance,Minor_variance,Gyration_radius,Major_skewness,Minor_skewness,Minor_kurtosis,Major_kurtosis,Hollows_ratio
@outputs Class
@data
86, 38, 86, 175, 60, 9, 170, 39, 21, 134, 191, 433, 138, 68, 1, 28, 191, 199, positive
110, 51, 104, 191, 57, 12, 213, 31, 24, 162, 226, 674, 190, 68, 18, 2, 191, 199, positive
108, 49, 109, 204, 61, 11, 212, 31, 24, 159, 229, 665, 215, 71, 16, 11, 190, 199, positive
100, 46, 104, 184, 60, 9, 197, 34, 23, 147, 222, 578, 198, 73, 13, 13, 189, 197, positive
108, 52, 109, 182, 55, 12, 216, 31, 24, 171, 229, 687, 214, 72, 10, 28, 189, 201, positive
88, 37, 57, 132, 62, 6, 135, 50, 18, 125, 151, 265, 144, 83, 16, 16, 180, 184, positive
105, 54, 100, 220, 69, 10, 221, 30, 25, 170, 232, 718, 202, 73, 0, 13, 187, 199, positive
106, 52, 101, 213, 64, 11, 201, 33, 23, 158, 214, 607, 204, 65, 2, 4, 192, 204, positive
97, 55, 104, 219, 71, 9, 211, 32, 24, 171, 222, 658, 223, 74, 1, 24, 186, 196, positive
83, 37, 54, 118, 55, 4, 129, 52, 18, 127, 146, 245, 140, 81, 4, 13, 180, 184, positive
89, 35, 52, 121, 57, 4, 122, 55, 17, 125, 139, 220, 128, 82, 5, 13, 181, 184, positive
104, 50, 106, 209, 66, 10, 207, 32, 23, 158, 223, 635, 220, 73, 14, 9, 188, 196, positive
104, 55, 107, 222, 68, 11, 218, 31, 24, 173, 232, 703, 229, 71, 3, 10, 188, 199, positive
90, 36, 74, 171, 60, 8, 157, 42, 19, 128, 177, 367, 123, 61, 6, 21, 197, 204, positive
97, 45, 76, 175, 60, 9, 157, 42, 20, 149, 180, 370, 169, 63, 16, 12, 198, 206, positive
92, 37, 80, 180, 67, 8, 154, 43, 19, 129, 180, 353, 144, 69, 6, 9, 190, 195, positive
88, 38, 58, 137, 60, 5, 148, 46, 19, 131, 163, 319, 157, 86, 12, 0, 180, 183, positive
86, 40, 66, 138, 59, 4, 137, 49, 18, 133, 162, 279, 151, 74, 6, 14, 186, 190, positive
84, 38, 83, 141, 54, 7, 149, 45, 19, 132, 177, 327, 149, 74, 6, 29, 185, 191, positive
97, 53, 105, 225, 71, 12, 221, 30, 25, 167, 226, 713, 202, 70, 3, 20, 186, 200, positive
107, 54, 98, 203, 65, 11, 218, 31, 25, 167, 229, 696, 216, 72, 1, 28, 187, 199, positive
99, 43, 89, 195, 63, 8, 186, 35, 22, 144, 210, 521, 166, 68, 6, 13, 191, 199, positive
89, 38, 80, 169, 59, 7, 161, 41, 20, 131, 186, 389, 137, 68, 5, 15, 192, 197, positive
