@relation  vehicle2
@attribute Compactness integer[73,119]
@attribute Circularity integer[33,59]
@attribute Distance_circularity integer[40,112]
@attribute Radius_ratio integer[104,333]
@attribute Praxis_aspect_ratio integer[47,138]
@attribute Max_length_aspect_ratio integer[2,55]
@attribute Scatter_ratio integer[112,265]
@attribute Elongatedness integer[26,61]
@attribute Praxis_rectangular integer[17,29]
@attribute Length_rectangular integer[118,188]
@attribute Major_variance integer[130,320]
@attribute Minor_variance integer[184,1018]
@attribute Gyration_radius integer[109,268]
@attribute Major_skewness integer[59,135]
@attribute Minor_skewness integer[0,22]
@attribute Minor_kurtosis integer[0,41]
@attribute Major_kurtosis integer[176,206]
@attribute Hollows_ratio integer[181,211]
@attribute Class{positive,negative}
@inputs Compactness,Circularity,Distance_circularity,Radius_ratio,Praxis_aspect_ratio,Max_length_aspect_ratio,Scatter_ratio,Elongatedness,Praxis_rectangular,Length_rectangular,Major_variance,Minor_variance,Gyration_radius,Major_skewness,Minor_skewness,Minor_kurtosis,Major_kurtosis,Hollows_ratio
@outputs Class
@data
85, 43, 69, 141, 62, 7, 152, 44, 19, 145, 178, 341, 179, 84, 1, 4, 181, 184, positive
86, 46, 70, 149, 65, 8, 149, 45, 19, 146, 170, 331, 185, 77, 6, 6, 183, 188, positive
80, 44, 68, 120, 53, 8, 151, 45, 19, 146, 170, 333, 190, 80, 4, 16, 180, 185, positive
105, 51, 80, 207, 71, 6, 195, 33, 22, 159, 214, 579, 188, 75, 6, 20, 194, 194, positive
81, 46, 71, 141, 61, 7, 153, 44, 19, 148, 177, 347, 190, 80, 1, 14, 182, 187, positive
86, 43, 68, 152, 62, 7, 150, 44, 19, 142, 179, 337, 164, 75, 4, 9, 188, 192, positive
84, 44, 65, 128, 55, 8, 150, 46, 19, 148, 169, 325, 176, 82, 1, 11, 179, 183, positive
94, 44, 70, 186, 72, 8, 153, 42, 19, 144, 171, 361, 178, 67, 7, 2, 199, 206, positive
82, 45, 68, 139, 64, 6, 147, 46, 19, 143, 169, 320, 184, 80, 0, 1, 181, 184, positive
111, 58, 105, 183, 51, 6, 265, 26, 29, 174, 285, 1018, 255, 85, 4, 8, 181, 183, positive
100, 51, 89, 199, 65, 6, 201, 32, 23, 159, 219, 622, 205, 74, 6, 7, 193, 193, positive
94, 37, 72, 193, 72, 6, 158, 41, 19, 133, 184, 385, 127, 70, 0, 14, 200, 204, positive
87, 44, 70, 179, 75, 6, 146, 45, 19, 141, 167, 326, 178, 69, 6, 1, 194, 201, positive
88, 44, 70, 151, 61, 8, 143, 46, 18, 143, 163, 311, 173, 68, 7, 8, 196, 203, positive
101, 54, 106, 188, 57, 7, 236, 28, 26, 164, 256, 833, 253, 81, 6, 14, 185, 185, positive
81, 45, 68, 137, 60, 7, 152, 45, 19, 151, 167, 333, 179, 81, 3, 13, 179, 183, positive
80, 44, 68, 135, 59, 8, 150, 45, 19, 145, 170, 329, 173, 80, 7, 12, 180, 185, positive
95, 36, 73, 191, 73, 6, 156, 41, 19, 126, 184, 374, 124, 71, 2, 19, 199, 204, positive
105, 51, 93, 160, 51, 7, 217, 30, 24, 165, 240, 703, 208, 81, 9, 25, 188, 188, positive
93, 45, 86, 201, 69, 7, 184, 35, 22, 145, 203, 523, 183, 72, 0, 4, 194, 197, positive
104, 49, 89, 168, 54, 4, 212, 31, 24, 153, 238, 682, 198, 78, 1, 23, 190, 189, positive
96, 41, 77, 177, 64, 5, 177, 36, 21, 134, 205, 485, 148, 74, 0, 4, 196, 198, positive
96, 47, 77, 204, 72, 6, 167, 38, 20, 150, 188, 429, 182, 69, 6, 16, 199, 203, positive
