@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/04clover5z-600-5-30-bi/04clover5z-600-5-30-bi
@attribute a0 real [-573.0, 533.0]
@attribute a1 real [-412.0, 413.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
71.0, 76.0, positive
-186.0, 82.0, positive
52.0, 55.0, positive
334.0, 152.0, positive
50.0, 17.0, positive
60.0, 60.0, positive
158.0, 192.0, positive
161.0, 81.0, positive
-18.0, 135.0, positive
-50.0, 166.0, positive
-79.0, 259.0, positive
-68.0, 157.0, positive
-40.0, 162.0, positive
-139.0, 113.0, positive
-72.0, 223.0, positive
-109.0, 267.0, positive
234.0, -237.0, positive
-95.0, 170.0, positive
-325.0, -28.0, positive
223.0, 96.0, positive
-140.0, 35.0, positive
-367.0, 12.0, positive
105.0, 24.0, positive
-145.0, 5.0, positive
-222.0, 7.0, positive
-127.0, -196.0, positive
-128.0, -350.0, positive
-78.0, -189.0, positive
5.0, -63.0, positive
-164.0, -253.0, positive
-109.0, -306.0, positive
61.0, -63.0, positive
250.0, -157.0, positive
275.0, -214.0, positive
98.0, -53.0, positive
222.0, -141.0, positive
19.0, -203.0, positive
303.0, -208.0, positive
57.0, -51.0, positive
159.0, -309.0, negative
89.0, -228.0, negative
-542.0, 401.0, negative
-188.0, -169.0, negative
-430.0, 111.0, negative
495.0, -263.0, negative
-563.0, 275.0, negative
178.0, -40.0, negative
-82.0, 73.0, negative
-510.0, 236.0, negative
103.0, 202.0, negative
-123.0, 391.0, negative
-340.0, 143.0, negative
122.0, -2.0, negative
-138.0, -63.0, negative
432.0, 177.0, negative
520.0, -142.0, negative
-570.0, 38.0, negative
-148.0, 120.0, negative
335.0, 170.0, negative
60.0, -207.0, negative
-272.0, 222.0, negative
397.0, -310.0, negative
5.0, -169.0, negative
-517.0, 83.0, negative
25.0, -408.0, negative
-188.0, -206.0, negative
-332.0, -61.0, negative
-319.0, -122.0, negative
-179.0, -75.0, negative
109.0, -193.0, negative
-239.0, 132.0, negative
-173.0, 371.0, negative
30.0, 274.0, negative
330.0, 376.0, negative
292.0, -273.0, negative
-165.0, -98.0, negative
-361.0, -238.0, negative
191.0, 341.0, negative
-132.0, -325.0, negative
338.0, 71.0, negative
-436.0, 182.0, negative
440.0, 345.0, negative
222.0, -267.0, negative
-45.0, -382.0, negative
-359.0, 245.0, negative
-395.0, 184.0, negative
497.0, -139.0, negative
-222.0, -302.0, negative
361.0, -358.0, negative
504.0, -365.0, negative
