@relation  winequality-red-3_vs_5
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
6.8, 0.815, 0.0, 1.2, 0.267, 16.0, 29.0, 0.99471, 3.32, 0.51, 9.8, positive
7.2, 0.635, 0.07, 2.6, 0.077, 16.0, 86.0, 0.99748, 3.51, 0.54, 9.7, negative
8.8, 0.6, 0.29, 2.2, 0.098, 5.0, 15.0, 0.9988, 3.36, 0.49, 9.1, negative
6.7, 0.54, 0.13, 2.0, 0.076, 15.0, 36.0, 0.9973, 3.61, 0.64, 9.8, negative
6.1, 0.59, 0.01, 2.1, 0.056, 5.0, 13.0, 0.99472, 3.52, 0.56, 11.4, negative
5.6, 0.31, 0.37, 1.4, 0.074, 12.0, 96.0, 0.9954, 3.32, 0.58, 9.2, negative
7.1, 0.43, 0.42, 5.5, 0.07, 29.0, 129.0, 0.9973, 3.42, 0.72, 10.5, negative
9.9, 0.35, 0.55, 2.1, 0.062, 5.0, 14.0, 0.9971, 3.26, 0.79, 10.6, negative
9.1, 0.45, 0.35, 2.4, 0.08, 23.0, 78.0, 0.9987, 3.38, 0.62, 9.5, negative
7.0, 0.805, 0.0, 2.5, 0.068, 7.0, 20.0, 0.9969, 3.48, 0.56, 9.6, negative
8.1, 0.87, 0.0, 2.2, 0.084, 10.0, 31.0, 0.99656, 3.25, 0.5, 9.8, negative
7.6, 0.645, 0.03, 1.9, 0.086, 14.0, 57.0, 0.9969, 3.37, 0.46, 10.3, negative
7.1, 0.46, 0.14, 2.8, 0.076, 15.0, 37.0, 0.99624, 3.36, 0.49, 10.7, negative
10.0, 0.58, 0.22, 1.9, 0.08, 9.0, 32.0, 0.9974, 3.13, 0.55, 9.5, negative
7.4, 0.67, 0.12, 1.6, 0.186, 5.0, 21.0, 0.996, 3.39, 0.54, 9.5, negative
8.9, 0.48, 0.24, 2.85, 0.094, 35.0, 106.0, 0.9982, 3.1, 0.53, 9.2, negative
8.7, 0.29, 0.52, 1.6, 0.113, 12.0, 37.0, 0.9969, 3.25, 0.58, 9.5, negative
9.8, 0.98, 0.32, 2.3, 0.078, 35.0, 152.0, 0.998, 3.25, 0.48, 9.4, negative
9.9, 0.35, 0.41, 2.3, 0.083, 11.0, 61.0, 0.9982, 3.21, 0.5, 9.5, negative
9.0, 0.82, 0.14, 2.6, 0.089, 9.0, 23.0, 0.9984, 3.39, 0.63, 9.8, negative
8.0, 0.62, 0.35, 2.8, 0.086, 28.0, 52.0, 0.997, 3.31, 0.62, 10.8, negative
10.6, 0.36, 0.6, 2.2, 0.152, 7.0, 18.0, 0.9986, 3.04, 1.06, 9.4, negative
