@relation  winequality-red-3_vs_5
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
7.1, 0.875, 0.05, 5.7, 0.082, 3.0, 14.0, 0.99808, 3.4, 0.52, 10.2, positive
11.6, 0.58, 0.66, 2.2, 0.074, 10.0, 47.0, 1.0008, 3.25, 0.57, 9.0, positive
8.3, 0.56, 0.22, 2.4, 0.082, 10.0, 86.0, 0.9983, 3.37, 0.62, 9.5, negative
12.5, 0.46, 0.63, 2.0, 0.071, 6.0, 15.0, 0.9988, 2.99, 0.87, 10.2, negative
7.0, 0.42, 0.19, 2.3, 0.071, 18.0, 36.0, 0.99476, 3.39, 0.56, 10.9, negative
8.2, 0.73, 0.21, 1.7, 0.074, 5.0, 13.0, 0.9968, 3.2, 0.52, 9.5, negative
7.7, 0.69, 0.22, 1.9, 0.084, 18.0, 94.0, 0.9961, 3.31, 0.48, 9.5, negative
9.3, 0.39, 0.44, 2.1, 0.107, 34.0, 125.0, 0.9978, 3.14, 1.22, 9.5, negative
10.0, 0.32, 0.59, 2.2, 0.077, 3.0, 15.0, 0.9994, 3.2, 0.78, 9.6, negative
10.3, 0.34, 0.52, 2.8, 0.159, 15.0, 75.0, 0.9998, 3.18, 0.64, 9.4, negative
6.6, 0.88, 0.04, 2.2, 0.066, 12.0, 20.0, 0.99636, 3.53, 0.56, 9.9, negative
8.9, 0.75, 0.14, 2.5, 0.086, 9.0, 30.0, 0.99824, 3.34, 0.64, 10.5, negative
7.3, 0.91, 0.1, 1.8, 0.074, 20.0, 56.0, 0.99672, 3.35, 0.56, 9.2, negative
7.4, 0.61, 0.01, 2.0, 0.074, 13.0, 38.0, 0.99748, 3.48, 0.65, 9.8, negative
7.9, 0.72, 0.01, 1.9, 0.076, 7.0, 32.0, 0.99668, 3.39, 0.54, 9.6, negative
9.3, 0.715, 0.24, 2.1, 0.07, 5.0, 20.0, 0.9966, 3.12, 0.59, 9.9, negative
9.0, 0.54, 0.49, 2.9, 0.094, 41.0, 110.0, 0.9982, 3.08, 0.61, 9.2, negative
6.9, 0.52, 0.25, 2.6, 0.081, 10.0, 37.0, 0.99685, 3.46, 0.5, 11.0, negative
8.9, 0.62, 0.18, 3.8, 0.176, 52.0, 145.0, 0.9986, 3.16, 0.88, 9.2, negative
8.6, 0.49, 0.51, 2.0, 0.422, 16.0, 62.0, 0.9979, 3.03, 1.17, 9.0, negative
9.6, 0.41, 0.37, 2.3, 0.091, 10.0, 23.0, 0.99786, 3.24, 0.56, 10.5, negative
6.8, 0.77, 0.0, 1.8, 0.066, 34.0, 52.0, 0.9976, 3.62, 0.68, 9.9, negative
10.6, 0.36, 0.59, 2.2, 0.152, 6.0, 18.0, 0.9986, 3.04, 1.05, 9.4, negative
7.1, 0.62, 0.06, 1.3, 0.07, 5.0, 12.0, 0.9942, 3.17, 0.48, 9.8, negative
7.7, 0.56, 0.2, 2.0, 0.075, 9.0, 39.0, 0.9987, 3.48, 0.62, 9.3, negative
7.6, 0.41, 0.33, 2.5, 0.078, 6.0, 23.0, 0.9957, 3.3, 0.58, 11.2, negative
6.6, 0.44, 0.15, 2.1, 0.076, 22.0, 53.0, 0.9957, 3.32, 0.62, 9.3, negative
10.8, 0.89, 0.3, 2.6, 0.132, 7.0, 60.0, 0.99786, 2.99, 1.18, 10.2, negative
9.9, 0.5, 0.5, 13.8, 0.205, 48.0, 82.0, 1.00242, 3.16, 0.75, 8.8, negative
7.6, 0.41, 0.49, 2.0, 0.088, 16.0, 43.0, 0.998, 3.48, 0.64, 9.1, negative
8.4, 0.745, 0.11, 1.9, 0.09, 16.0, 63.0, 0.9965, 3.19, 0.82, 9.6, negative
8.3, 0.65, 0.1, 2.9, 0.089, 17.0, 40.0, 0.99803, 3.29, 0.55, 9.5, negative
7.5, 0.4, 0.18, 1.6, 0.079, 24.0, 58.0, 0.9965, 3.34, 0.58, 9.4, negative
8.3, 0.615, 0.22, 2.6, 0.087, 6.0, 19.0, 0.9982, 3.26, 0.61, 9.3, negative
8.3, 0.85, 0.14, 2.5, 0.093, 13.0, 54.0, 0.99724, 3.36, 0.54, 10.1, negative
8.0, 0.6, 0.08, 2.6, 0.056, 3.0, 7.0, 0.99286, 3.22, 0.37, 13.0, negative
8.0, 0.59, 0.05, 2.0, 0.089, 12.0, 32.0, 0.99735, 3.36, 0.61, 10.0, negative
9.9, 0.72, 0.55, 1.7, 0.136, 24.0, 52.0, 0.99752, 3.35, 0.94, 10.0, negative
8.2, 0.57, 0.26, 2.2, 0.06, 28.0, 65.0, 0.9959, 3.3, 0.43, 10.1, negative
8.1, 0.66, 0.7, 2.2, 0.098, 25.0, 129.0, 0.9972, 3.08, 0.53, 9.0, negative
7.2, 0.54, 0.27, 2.6, 0.084, 12.0, 78.0, 0.9964, 3.39, 0.71, 11.0, negative
8.2, 0.56, 0.23, 3.4, 0.078, 14.0, 104.0, 0.9976, 3.28, 0.62, 9.4, negative
9.5, 0.55, 0.66, 2.3, 0.387, 12.0, 37.0, 0.9982, 3.17, 0.67, 9.6, negative
7.0, 0.655, 0.16, 2.1, 0.074, 8.0, 25.0, 0.99606, 3.37, 0.55, 9.7, negative
7.5, 0.61, 0.2, 1.7, 0.076, 36.0, 60.0, 0.99494, 3.1, 0.4, 9.3, negative
