@relation  paw02a-800-7-70-BI-5-5tra
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
527.0, 363.0, positive
234.0, 433.0, positive
463.0, 778.0, positive
556.0, 379.0, positive
359.0, 484.0, positive
487.0, 276.0, positive
268.0, 309.0, positive
422.0, 495.0, positive
386.0, 409.0, positive
322.0, 567.0, positive
604.0, 679.0, positive
318.0, 627.0, positive
140.0, 617.0, positive
252.0, 459.0, positive
492.0, 846.0, positive
145.0, 499.0, positive
125.0, 408.0, positive
393.0, 798.0, positive
348.0, 667.0, positive
386.0, 836.0, positive
755.0, 106.0, negative
201.0, 818.0, negative
732.0, 915.0, negative
-46.0, 450.0, negative
522.0, 827.0, negative
27.0, 855.0, negative
258.0, 677.0, negative
610.0, 875.0, negative
721.0, 711.0, negative
26.0, 452.0, negative
135.0, 657.0, negative
-11.0, 698.0, negative
306.0, 110.0, negative
-2.0, 183.0, negative
495.0, 439.0, negative
360.0, 925.0, negative
93.0, 498.0, negative
302.0, 284.0, negative
171.0, 157.0, negative
537.0, 858.0, negative
56.0, 498.0, negative
635.0, 333.0, negative
286.0, 745.0, negative
371.0, 519.0, negative
397.0, 838.0, negative
679.0, 469.0, negative
643.0, 302.0, negative
81.0, 722.0, negative
57.0, 630.0, negative
493.0, 283.0, negative
210.0, 965.0, negative
-11.0, 813.0, negative
298.0, 588.0, negative
725.0, 778.0, negative
191.0, 682.0, negative
54.0, 765.0, negative
8.0, 74.0, negative
13.0, 292.0, negative
749.0, 66.0, negative
607.0, 590.0, negative
531.0, 212.0, negative
224.0, 139.0, negative
609.0, 954.0, negative
353.0, 168.0, negative
373.0, 249.0, negative
417.0, 275.0, negative
696.0, 879.0, negative
101.0, 97.0, negative
733.0, 878.0, negative
700.0, 380.0, negative
64.0, 364.0, negative
93.0, 725.0, negative
620.0, 76.0, negative
596.0, 972.0, negative
378.0, 514.0, negative
445.0, 954.0, negative
264.0, 173.0, negative
182.0, 623.0, negative
429.0, 552.0, negative
445.0, 201.0, negative
209.0, 821.0, negative
293.0, 302.0, negative
2.0, 561.0, negative
123.0, 323.0, negative
739.0, 967.0, negative
129.0, 428.0, negative
245.0, 948.0, negative
89.0, 220.0, negative
193.0, 317.0, negative
374.0, 170.0, negative
-39.0, 895.0, negative
310.0, 864.0, negative
243.0, 917.0, negative
329.0, 783.0, negative
760.0, 705.0, negative
548.0, 702.0, negative
589.0, 438.0, negative
552.0, 731.0, negative
195.0, 593.0, negative
475.0, 555.0, negative
531.0, 504.0, negative
572.0, 231.0, negative
521.0, 407.0, negative
472.0, 71.0, negative
437.0, 138.0, negative
667.0, 532.0, negative
430.0, 838.0, negative
707.0, 244.0, negative
698.0, 589.0, negative
-59.0, 289.0, negative
608.0, 537.0, negative
-62.0, 575.0, negative
674.0, 935.0, negative
622.0, 614.0, negative
86.0, 514.0, negative
51.0, 860.0, negative
-20.0, 901.0, negative
-40.0, 174.0, negative
144.0, 668.0, negative
22.0, 537.0, negative
754.0, 933.0, negative
-41.0, 604.0, negative
347.0, 748.0, negative
296.0, 941.0, negative
75.0, 134.0, negative
694.0, 334.0, negative
634.0, 680.0, negative
138.0, 700.0, negative
191.0, 903.0, negative
40.0, 162.0, negative
229.0, 357.0, negative
585.0, 146.0, negative
40.0, 409.0, negative
45.0, 881.0, negative
737.0, 540.0, negative
430.0, 194.0, negative
103.0, 960.0, negative
466.0, 921.0, negative
240.0, 382.0, negative
111.0, 155.0, negative
665.0, 270.0, negative
222.0, 816.0, negative
77.0, 310.0, negative
690.0, 445.0, negative
358.0, 904.0, negative
719.0, 662.0, negative
100.0, 931.0, negative
73.0, 469.0, negative
302.0, 719.0, negative
645.0, 208.0, negative
360.0, 954.0, negative
263.0, 395.0, negative
310.0, 657.0, negative
600.0, 146.0, negative
632.0, 604.0, negative
760.0, 590.0, negative
115.0, 734.0, negative
-63.0, 592.0, negative
675.0, 241.0, negative
704.0, 541.0, negative
