@relation paw02a-800-7-70-BI-5-5tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
194.0,614.0,positive
527.0,363.0,positive
268.0,325.0,positive
316.0,366.0,positive
502.0,350.0,positive
349.0,339.0,positive
386.0,409.0,positive
359.0,484.0,positive
455.0,526.0,positive
456.0,825.0,positive
349.0,757.0,positive
180.0,407.0,positive
386.0,836.0,positive
301.0,267.0,positive
538.0,808.0,positive
229.0,437.0,positive
492.0,846.0,positive
249.0,410.0,positive
545.0,736.0,positive
282.0,501.0,positive
-28.0,319.0,negative
402.0,546.0,negative
398.0,81.0,negative
547.0,492.0,negative
635.0,333.0,negative
667.0,532.0,negative
67.0,630.0,negative
362.0,890.0,negative
111.0,155.0,negative
-63.0,592.0,negative
255.0,657.0,negative
-8.0,432.0,negative
177.0,920.0,negative
722.0,588.0,negative
445.0,201.0,negative
-9.0,805.0,negative
33.0,587.0,negative
537.0,858.0,negative
257.0,359.0,negative
101.0,481.0,negative
518.0,244.0,negative
596.0,644.0,negative
389.0,836.0,negative
-16.0,158.0,negative
182.0,623.0,negative
389.0,164.0,negative
519.0,553.0,negative
632.0,604.0,negative
373.0,249.0,negative
607.0,743.0,negative
302.0,284.0,negative
166.0,684.0,negative
475.0,526.0,negative
490.0,430.0,negative
704.0,558.0,negative
609.0,308.0,negative
755.0,106.0,negative
610.0,218.0,negative
381.0,766.0,negative
2.0,561.0,negative
512.0,207.0,negative
-51.0,836.0,negative
-32.0,420.0,negative
690.0,319.0,negative
222.0,816.0,negative
-17.0,951.0,negative
656.0,144.0,negative
44.0,278.0,negative
466.0,921.0,negative
760.0,660.0,negative
576.0,979.0,negative
350.0,944.0,negative
171.0,910.0,negative
53.0,652.0,negative
729.0,71.0,negative
565.0,531.0,negative
570.0,748.0,negative
44.0,436.0,negative
318.0,258.0,negative
698.0,589.0,negative
415.0,246.0,negative
691.0,649.0,negative
628.0,409.0,negative
618.0,412.0,negative
192.0,129.0,negative
430.0,838.0,negative
465.0,979.0,negative
629.0,966.0,negative
-14.0,165.0,negative
263.0,395.0,negative
260.0,629.0,negative
47.0,442.0,negative
298.0,588.0,negative
221.0,688.0,negative
569.0,742.0,negative
326.0,986.0,negative
-4.0,132.0,negative
126.0,537.0,negative
166.0,897.0,negative
465.0,862.0,negative
721.0,635.0,negative
722.0,922.0,negative
18.0,519.0,negative
710.0,682.0,negative
96.0,260.0,negative
659.0,166.0,negative
346.0,445.0,negative
48.0,470.0,negative
248.0,604.0,negative
725.0,778.0,negative
-36.0,661.0,negative
87.0,945.0,negative
149.0,799.0,negative
599.0,793.0,negative
417.0,90.0,negative
288.0,715.0,negative
64.0,516.0,negative
567.0,399.0,negative
553.0,871.0,negative
313.0,664.0,negative
721.0,711.0,negative
530.0,253.0,negative
718.0,468.0,negative
610.0,324.0,negative
622.0,614.0,negative
221.0,801.0,negative
560.0,606.0,negative
127.0,322.0,negative
518.0,207.0,negative
552.0,731.0,negative
41.0,346.0,negative
171.0,157.0,negative
172.0,199.0,negative
32.0,754.0,negative
-40.0,174.0,negative
754.0,933.0,negative
246.0,324.0,negative
56.0,498.0,negative
105.0,459.0,negative
38.0,626.0,negative
153.0,398.0,negative
-18.0,700.0,negative
449.0,467.0,negative
298.0,207.0,negative
258.0,154.0,negative
564.0,416.0,negative
541.0,843.0,negative
715.0,764.0,negative
576.0,687.0,negative
419.0,471.0,negative
85.0,509.0,negative
619.0,177.0,negative
638.0,528.0,negative
495.0,439.0,negative
609.0,954.0,negative
109.0,733.0,negative
719.0,662.0,negative
-8.0,858.0,negative
531.0,504.0,negative
-15.0,626.0,negative
