@relation paw02a-800-7-70-BI-5-4tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
358.0,400.0,positive
415.0,294.0,positive
422.0,495.0,positive
373.0,563.0,positive
347.0,386.0,positive
399.0,335.0,positive
179.0,607.0,positive
433.0,684.0,positive
301.0,632.0,positive
244.0,359.0,positive
463.0,778.0,positive
287.0,383.0,positive
313.0,731.0,positive
234.0,433.0,positive
393.0,798.0,positive
263.0,421.0,positive
291.0,260.0,positive
111.0,601.0,positive
286.0,267.0,positive
338.0,524.0,positive
210.0,965.0,negative
30.0,943.0,negative
-20.0,901.0,negative
730.0,734.0,negative
430.0,940.0,negative
272.0,981.0,negative
726.0,496.0,negative
329.0,806.0,negative
-46.0,450.0,negative
744.0,645.0,negative
329.0,127.0,negative
-37.0,588.0,negative
329.0,783.0,negative
338.0,206.0,negative
750.0,862.0,negative
63.0,195.0,negative
302.0,888.0,negative
123.0,323.0,negative
171.0,147.0,negative
15.0,509.0,negative
239.0,821.0,negative
73.0,469.0,negative
757.0,940.0,negative
306.0,139.0,negative
614.0,836.0,negative
150.0,914.0,negative
221.0,974.0,negative
50.0,638.0,negative
93.0,725.0,negative
568.0,907.0,negative
30.0,398.0,negative
27.0,855.0,negative
589.0,323.0,negative
732.0,915.0,negative
105.0,726.0,negative
760.0,590.0,negative
5.0,151.0,negative
739.0,96.0,negative
470.0,200.0,negative
383.0,251.0,negative
70.0,356.0,negative
93.0,498.0,negative
695.0,931.0,negative
677.0,906.0,negative
548.0,702.0,negative
205.0,916.0,negative
237.0,609.0,negative
357.0,532.0,negative
717.0,130.0,negative
641.0,240.0,negative
26.0,452.0,negative
739.0,236.0,negative
1.0,333.0,negative
429.0,552.0,negative
-2.0,199.0,negative
310.0,657.0,negative
11.0,592.0,negative
576.0,616.0,negative
687.0,269.0,negative
-11.0,698.0,negative
-15.0,702.0,negative
77.0,138.0,negative
91.0,818.0,negative
470.0,215.0,negative
68.0,438.0,negative
-43.0,909.0,negative
-15.0,791.0,negative
372.0,601.0,negative
146.0,225.0,negative
77.0,310.0,negative
567.0,212.0,negative
358.0,904.0,negative
52.0,827.0,negative
116.0,381.0,negative
132.0,347.0,negative
191.0,682.0,negative
627.0,321.0,negative
234.0,73.0,negative
-36.0,919.0,negative
541.0,220.0,negative
245.0,948.0,negative
642.0,304.0,negative
141.0,516.0,negative
720.0,923.0,negative
233.0,763.0,negative
585.0,146.0,negative
173.0,376.0,negative
670.0,869.0,negative
609.0,194.0,negative
679.0,469.0,negative
563.0,873.0,negative
665.0,270.0,negative
730.0,503.0,negative
650.0,959.0,negative
96.0,476.0,negative
89.0,601.0,negative
63.0,610.0,negative
239.0,135.0,negative
496.0,561.0,negative
52.0,769.0,negative
608.0,537.0,negative
340.0,697.0,negative
115.0,919.0,negative
709.0,277.0,negative
674.0,712.0,negative
714.0,426.0,negative
225.0,173.0,negative
199.0,264.0,negative
185.0,93.0,negative
255.0,354.0,negative
240.0,382.0,negative
565.0,694.0,negative
707.0,244.0,negative
-8.0,472.0,negative
465.0,554.0,negative
75.0,134.0,negative
714.0,397.0,negative
522.0,827.0,negative
15.0,630.0,negative
129.0,428.0,negative
439.0,489.0,negative
28.0,731.0,negative
209.0,821.0,negative
217.0,146.0,negative
412.0,790.0,negative
82.0,638.0,negative
-30.0,680.0,negative
690.0,445.0,negative
352.0,520.0,negative
461.0,229.0,negative
668.0,505.0,negative
194.0,145.0,negative
21.0,834.0,negative
318.0,257.0,negative
459.0,821.0,negative
632.0,784.0,negative
694.0,334.0,negative
395.0,595.0,negative
22.0,537.0,negative
-41.0,604.0,negative
