@relation  paw02a-800-7-70-BI-5-5tra
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
441.0, 358.0, positive
263.0, 421.0, positive
476.0, 702.0, positive
543.0, 469.0, positive
298.0, 485.0, positive
588.0, 652.0, positive
286.0, 645.0, positive
194.0, 614.0, positive
286.0, 267.0, positive
456.0, 825.0, positive
739.0, 108.0, negative
184.0, 776.0, negative
722.0, 922.0, negative
-49.0, 483.0, negative
482.0, 835.0, negative
27.0, 836.0, negative
253.0, 644.0, negative
614.0, 836.0, negative
674.0, 712.0, negative
-4.0, 438.0, negative
142.0, 640.0, negative
-30.0, 699.0, negative
327.0, 84.0, negative
-14.0, 165.0, negative
462.0, 444.0, negative
397.0, 921.0, negative
96.0, 476.0, negative
269.0, 268.0, negative
169.0, 123.0, negative
553.0, 871.0, negative
627.0, 321.0, negative
255.0, 744.0, negative
372.0, 543.0, negative
384.0, 859.0, negative
652.0, 489.0, negative
81.0, 751.0, negative
53.0, 652.0, negative
503.0, 255.0, negative
182.0, 992.0, negative
-15.0, 791.0, negative
35.0, 84.0, negative
44.0, 278.0, negative
568.0, 580.0, negative
627.0, 954.0, negative
345.0, 227.0, negative
415.0, 246.0, negative
39.0, 483.0, negative
610.0, 364.0, negative
717.0, 835.0, negative
85.0, 391.0, negative
602.0, 94.0, negative
346.0, 445.0, negative
434.0, 974.0, negative
146.0, 824.0, negative
-1.0, 594.0, negative
121.0, 298.0, negative
73.0, 202.0, negative
258.0, 154.0, negative
-36.0, 919.0, negative
302.0, 888.0, negative
347.0, 796.0, negative
739.0, 773.0, negative
576.0, 687.0, negative
714.0, 397.0, negative
547.0, 492.0, negative
541.0, 220.0, negative
483.0, 115.0, negative
714.0, 200.0, negative
722.0, 588.0, negative
120.0, 592.0, negative
-28.0, 319.0, negative
243.0, 917.0, negative
739.0, 967.0, negative
633.0, 538.0, negative
754.0, 315.0, negative
191.0, 682.0, negative
374.0, 170.0, negative
45.0, 978.0, negative
246.0, 324.0, negative
496.0, 561.0, negative
399.0, 335.0, positive
274.0, 410.0, positive
461.0, 661.0, positive
501.0, 497.0, positive
282.0, 501.0, positive
606.0, 633.0, positive
301.0, 632.0, positive
179.0, 607.0, positive
291.0, 260.0, positive
438.0, 844.0, positive
733.0, 106.0, negative
149.0, 799.0, negative
720.0, 923.0, negative
-40.0, 490.0, negative
459.0, 821.0, negative
34.0, 837.0, negative
255.0, 657.0, negative
593.0, 826.0, negative
685.0, 712.0, negative
-8.0, 432.0, negative
139.0, 632.0, negative
-18.0, 700.0, negative
324.0, 101.0, negative
-16.0, 158.0, negative
442.0, 459.0, negative
400.0, 926.0, negative
101.0, 481.0, negative
242.0, 266.0, negative
171.0, 147.0, negative
563.0, 873.0, negative
624.0, 330.0, negative
261.0, 763.0, negative
378.0, 554.0, negative
379.0, 838.0, negative
656.0, 494.0, negative
82.0, 740.0, negative
68.0, 653.0, negative
518.0, 244.0, negative
201.0, 965.0, negative
-9.0, 805.0, negative
34.0, 107.0, negative
45.0, 255.0, negative
560.0, 606.0, negative
629.0, 966.0, negative
325.0, 236.0, negative
424.0, 249.0, negative
50.0, 488.0, negative
618.0, 412.0, negative
701.0, 835.0, negative
68.0, 401.0, negative
605.0, 87.0, negative
286.0, 393.0, negative
428.0, 980.0, negative
138.0, 822.0, negative
11.0, 592.0, negative
119.0, 294.0, negative
70.0, 210.0, negative
278.0, 156.0, negative
-40.0, 924.0, negative
293.0, 879.0, negative
329.0, 806.0, negative
755.0, 784.0, negative
565.0, 694.0, negative
714.0, 426.0, negative
532.0, 494.0, negative
550.0, 227.0, negative
485.0, 93.0, negative
705.0, 239.0, negative
715.0, 580.0, negative
89.0, 601.0, negative
1.0, 326.0, negative
245.0, 938.0, negative
757.0, 971.0, negative
659.0, 547.0, negative
687.0, 269.0, negative
166.0, 684.0, negative
389.0, 164.0, negative
54.0, 933.0, negative
146.0, 225.0, negative
506.0, 775.0, negative
502.0, 350.0, positive
249.0, 410.0, positive
433.0, 684.0, positive
459.0, 489.0, positive
359.0, 484.0, positive
623.0, 660.0, positive
259.0, 656.0, positive
140.0, 617.0, positive
301.0, 267.0, positive
492.0, 846.0, positive
739.0, 96.0, negative
243.0, 774.0, negative
718.0, 930.0, negative
-17.0, 480.0, negative
465.0, 862.0, negative
21.0, 834.0, negative
260.0, 629.0, negative
636.0, 818.0, negative
671.0, 680.0, negative
26.0, 452.0, negative
149.0, 629.0, negative
-15.0, 702.0, negative
329.0, 127.0, negative
-9.0, 158.0, negative
449.0, 467.0, negative
414.0, 919.0, negative
101.0, 489.0, negative
237.0, 266.0, negative
192.0, 129.0, negative
568.0, 865.0, negative
610.0, 324.0, negative
256.0, 719.0, negative
357.0, 532.0, negative
389.0, 836.0, negative
668.0, 505.0, negative
106.0, 755.0, negative
50.0, 638.0, negative
530.0, 253.0, negative
165.0, 960.0, negative
-37.0, 786.0, negative
24.0, 102.0, negative
72.0, 269.0, negative
576.0, 616.0, negative
