@relation  paw02a-800-7-70-BI-5-5tra
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
441.0, 358.0, positive
263.0, 421.0, positive
476.0, 702.0, positive
543.0, 469.0, positive
298.0, 485.0, positive
588.0, 652.0, positive
286.0, 645.0, positive
194.0, 614.0, positive
286.0, 267.0, positive
456.0, 825.0, positive
739.0, 108.0, negative
184.0, 776.0, negative
722.0, 922.0, negative
-49.0, 483.0, negative
482.0, 835.0, negative
27.0, 836.0, negative
253.0, 644.0, negative
614.0, 836.0, negative
674.0, 712.0, negative
-4.0, 438.0, negative
142.0, 640.0, negative
-30.0, 699.0, negative
327.0, 84.0, negative
-14.0, 165.0, negative
462.0, 444.0, negative
397.0, 921.0, negative
96.0, 476.0, negative
269.0, 268.0, negative
169.0, 123.0, negative
553.0, 871.0, negative
627.0, 321.0, negative
255.0, 744.0, negative
372.0, 543.0, negative
384.0, 859.0, negative
652.0, 489.0, negative
81.0, 751.0, negative
53.0, 652.0, negative
503.0, 255.0, negative
182.0, 992.0, negative
-15.0, 791.0, negative
35.0, 84.0, negative
44.0, 278.0, negative
568.0, 580.0, negative
627.0, 954.0, negative
345.0, 227.0, negative
415.0, 246.0, negative
39.0, 483.0, negative
610.0, 364.0, negative
717.0, 835.0, negative
85.0, 391.0, negative
602.0, 94.0, negative
346.0, 445.0, negative
434.0, 974.0, negative
146.0, 824.0, negative
-1.0, 594.0, negative
121.0, 298.0, negative
73.0, 202.0, negative
258.0, 154.0, negative
-36.0, 919.0, negative
302.0, 888.0, negative
347.0, 796.0, negative
739.0, 773.0, negative
576.0, 687.0, negative
714.0, 397.0, negative
547.0, 492.0, negative
541.0, 220.0, negative
483.0, 115.0, negative
714.0, 200.0, negative
722.0, 588.0, negative
120.0, 592.0, negative
-28.0, 319.0, negative
243.0, 917.0, negative
739.0, 967.0, negative
633.0, 538.0, negative
754.0, 315.0, negative
191.0, 682.0, negative
374.0, 170.0, negative
45.0, 978.0, negative
246.0, 324.0, negative
496.0, 561.0, negative
