@relation  paw02a-800-7-70-BI-5-5tra
@attribute a0 real[-63.0,760.0]
@attribute a1 real[66.0,992.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
527.0, 363.0, positive
234.0, 433.0, positive
463.0, 778.0, positive
556.0, 379.0, positive
342.0, 463.0, positive
604.0, 679.0, positive
318.0, 627.0, positive
175.0, 563.0, positive
268.0, 309.0, positive
509.0, 848.0, positive
755.0, 106.0, negative
201.0, 818.0, negative
732.0, 915.0, negative
-46.0, 450.0, negative
522.0, 827.0, negative
27.0, 855.0, negative
258.0, 677.0, negative
610.0, 875.0, negative
721.0, 711.0, negative
-32.0, 420.0, negative
135.0, 657.0, negative
-11.0, 698.0, negative
306.0, 110.0, negative
-2.0, 183.0, negative
495.0, 439.0, negative
360.0, 925.0, negative
93.0, 498.0, negative
302.0, 284.0, negative
171.0, 157.0, negative
568.0, 907.0, negative
635.0, 333.0, negative
286.0, 745.0, negative
371.0, 519.0, negative
397.0, 838.0, negative
679.0, 469.0, negative
81.0, 722.0, negative
57.0, 630.0, negative
493.0, 283.0, negative
210.0, 965.0, negative
-11.0, 813.0, negative
8.0, 74.0, negative
13.0, 292.0, negative
607.0, 590.0, negative
609.0, 954.0, negative
373.0, 249.0, negative
422.0, 271.0, negative
59.0, 500.0, negative
567.0, 399.0, negative
733.0, 878.0, negative
64.0, 364.0, negative
620.0, 76.0, negative
262.0, 393.0, negative
445.0, 954.0, negative
121.0, 867.0, negative
2.0, 561.0, negative
123.0, 323.0, negative
89.0, 220.0, negative
239.0, 135.0, negative
-39.0, 895.0, negative
325.0, 908.0, negative
352.0, 769.0, negative
719.0, 662.0, negative
548.0, 702.0, negative
690.0, 445.0, negative
531.0, 504.0, negative
567.0, 212.0, negative
472.0, 71.0, negative
707.0, 244.0, negative
698.0, 589.0, negative
90.0, 612.0, negative
-59.0, 289.0, negative
205.0, 916.0, negative
755.0, 986.0, negative
632.0, 604.0, negative
627.0, 257.0, negative
138.0, 700.0, negative
470.0, 200.0, negative
87.0, 945.0, negative
111.0, 155.0, negative
691.0, 649.0, negative
