@relation  winequality-red-8_vs_6-7
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
11.3, 0.62, 0.67, 5.2, 0.086, 6.0, 19.0, 0.9988, 3.22, 0.69, 13.4, positive
10.0, 0.26, 0.54, 1.9, 0.083, 42.0, 74.0, 0.99451, 2.98, 0.63, 11.8, positive
7.9, 0.35, 0.46, 3.6, 0.078, 15.0, 37.0, 0.9973, 3.35, 0.86, 12.8, positive
7.2, 0.33, 0.33, 1.7, 0.061, 3.0, 13.0, 0.996, 3.23, 1.1, 10.0, positive
8.0, 0.3, 0.63, 1.6, 0.081, 16.0, 29.0, 0.99588, 3.3, 0.78, 10.8, negative
9.1, 0.22, 0.24, 2.1, 0.078, 1.0, 28.0, 0.999, 3.41, 0.87, 10.3, negative
12.6, 0.39, 0.49, 2.5, 0.08, 8.0, 20.0, 0.9992, 3.07, 0.82, 10.3, negative
7.1, 0.59, 0.0, 2.2, 0.078, 26.0, 44.0, 0.99522, 3.42, 0.68, 10.8, negative
9.1, 0.36, 0.39, 1.8, 0.06, 21.0, 55.0, 0.99495, 3.18, 0.82, 11.0, negative
8.7, 0.52, 0.09, 2.5, 0.091, 20.0, 49.0, 0.9976, 3.34, 0.86, 10.6, negative
7.5, 0.57, 0.02, 2.6, 0.077, 11.0, 35.0, 0.99557, 3.36, 0.62, 10.8, negative
7.0, 0.4, 0.32, 3.6, 0.061, 9.0, 29.0, 0.99416, 3.28, 0.49, 11.3, negative
5.0, 0.74, 0.0, 1.2, 0.041, 16.0, 46.0, 0.99258, 4.01, 0.59, 12.5, negative
7.1, 0.66, 0.0, 2.4, 0.052, 6.0, 11.0, 0.99318, 3.35, 0.66, 12.7, negative
7.1, 0.75, 0.01, 2.2, 0.059, 11.0, 18.0, 0.99242, 3.39, 0.4, 12.8, negative
7.0, 0.69, 0.07, 2.5, 0.091, 15.0, 21.0, 0.99572, 3.38, 0.6, 11.3, negative
6.9, 0.63, 0.01, 2.4, 0.076, 14.0, 39.0, 0.99522, 3.34, 0.53, 10.8, negative
12.8, 0.84, 0.63, 2.4, 0.088, 13.0, 35.0, 0.9997, 3.1, 0.6, 10.4, negative
7.5, 0.43, 0.3, 2.2, 0.062, 6.0, 12.0, 0.99495, 3.44, 0.72, 11.5, negative
10.2, 0.29, 0.65, 2.4, 0.075, 6.0, 17.0, 0.99565, 3.22, 0.63, 11.8, negative
8.7, 0.69, 0.31, 3.0, 0.086, 23.0, 81.0, 1.0002, 3.48, 0.74, 11.6, negative
8.5, 0.28, 0.56, 1.8, 0.092, 35.0, 103.0, 0.9969, 3.3, 0.75, 10.5, negative
7.0, 0.58, 0.28, 4.8, 0.085, 12.0, 69.0, 0.99633, 3.32, 0.7, 11.0, negative
12.0, 0.28, 0.49, 1.9, 0.074, 10.0, 21.0, 0.9976, 2.98, 0.66, 9.9, negative
10.0, 0.59, 0.31, 2.2, 0.09, 26.0, 62.0, 0.9994, 3.18, 0.63, 10.2, negative
9.6, 0.77, 0.12, 2.9, 0.082, 30.0, 74.0, 0.99865, 3.3, 0.64, 10.4, negative
6.9, 0.635, 0.17, 2.4, 0.241, 6.0, 18.0, 0.9961, 3.4, 0.59, 10.3, negative
7.2, 0.53, 0.13, 2.0, 0.058, 18.0, 22.0, 0.99573, 3.21, 0.68, 9.9, negative
11.4, 0.36, 0.69, 2.1, 0.09, 6.0, 21.0, 1.0, 3.17, 0.62, 9.2, negative
7.4, 0.49, 0.27, 2.1, 0.071, 14.0, 25.0, 0.99388, 3.35, 0.63, 12.0, negative
8.8, 0.24, 0.35, 1.7, 0.055, 13.0, 27.0, 0.99394, 3.14, 0.59, 11.3, negative
9.1, 0.25, 0.34, 2.0, 0.071, 45.0, 67.0, 0.99769, 3.44, 0.86, 10.2, negative
9.1, 0.5, 0.3, 1.9, 0.065, 8.0, 17.0, 0.99774, 3.32, 0.71, 10.5, negative
9.7, 0.42, 0.46, 2.1, 0.074, 5.0, 16.0, 0.99649, 3.27, 0.74, 12.3, negative
7.9, 0.33, 0.41, 1.5, 0.056, 6.0, 35.0, 0.99396, 3.29, 0.71, 11.0, negative
11.5, 0.18, 0.51, 4.0, 0.104, 4.0, 23.0, 0.9996, 3.28, 0.97, 10.1, negative
9.3, 0.33, 0.45, 1.5, 0.057, 19.0, 37.0, 0.99498, 3.18, 0.89, 11.1, negative
10.9, 0.32, 0.52, 1.8, 0.132, 17.0, 44.0, 0.99734, 3.28, 0.77, 11.5, negative
8.2, 0.38, 0.32, 2.5, 0.08, 24.0, 71.0, 0.99624, 3.27, 0.85, 11.0, negative
10.4, 0.38, 0.46, 2.1, 0.104, 6.0, 10.0, 0.99664, 3.12, 0.65, 11.8, negative
5.1, 0.51, 0.18, 2.1, 0.042, 16.0, 101.0, 0.9924, 3.46, 0.87, 12.9, negative
7.7, 0.28, 0.3, 2.0, 0.062, 18.0, 34.0, 0.9952, 3.28, 0.9, 11.3, negative
9.0, 0.39, 0.4, 1.3, 0.044, 25.0, 50.0, 0.99478, 3.2, 0.83, 10.9, negative
6.8, 0.41, 0.31, 8.8, 0.084, 26.0, 45.0, 0.99824, 3.38, 0.64, 10.1, negative
9.8, 0.66, 0.39, 3.2, 0.083, 21.0, 59.0, 0.9989, 3.37, 0.71, 11.5, negative
5.2, 0.48, 0.04, 1.6, 0.054, 19.0, 106.0, 0.9927, 3.54, 0.62, 12.2, negative
12.8, 0.3, 0.74, 2.6, 0.095, 9.0, 28.0, 0.9994, 3.2, 0.77, 10.8, negative
7.9, 0.4, 0.29, 1.8, 0.157, 1.0, 44.0, 0.9973, 3.3, 0.92, 9.5, negative
7.3, 0.39, 0.31, 2.4, 0.074, 9.0, 46.0, 0.9962, 3.41, 0.54, 9.4, negative
6.8, 0.51, 0.01, 2.1, 0.074, 9.0, 25.0, 0.9958, 3.33, 0.56, 9.5, negative
9.8, 0.66, 0.39, 3.2, 0.083, 21.0, 59.0, 0.9989, 3.37, 0.71, 11.5, negative
10.1, 0.38, 0.5, 2.4, 0.104, 6.0, 13.0, 0.99643, 3.22, 0.65, 11.6, negative
7.2, 0.37, 0.32, 2.0, 0.062, 15.0, 28.0, 0.9947, 3.23, 0.73, 11.3, negative
8.6, 0.49, 0.28, 1.9, 0.11, 20.0, 136.0, 0.9972, 2.93, 1.95, 9.9, negative
6.5, 0.39, 0.23, 8.3, 0.051, 28.0, 91.0, 0.9952, 3.44, 0.55, 12.1, negative
6.0, 0.54, 0.06, 1.8, 0.05, 38.0, 89.0, 0.99236, 3.3, 0.5, 10.55, negative
8.2, 0.24, 0.34, 5.1, 0.062, 8.0, 22.0, 0.9974, 3.22, 0.94, 10.9, negative
9.3, 0.39, 0.4, 2.6, 0.073, 10.0, 26.0, 0.9984, 3.34, 0.75, 10.2, negative
6.6, 0.52, 0.08, 2.4, 0.07, 13.0, 26.0, 0.99358, 3.4, 0.72, 12.5, negative
6.2, 0.36, 0.24, 2.2, 0.095, 19.0, 42.0, 0.9946, 3.57, 0.57, 11.7, negative
8.2, 0.42, 0.49, 2.6, 0.084, 32.0, 55.0, 0.9988, 3.34, 0.75, 8.7, negative
7.6, 0.29, 0.49, 2.7, 0.092, 25.0, 60.0, 0.9971, 3.31, 0.61, 10.1, negative
6.7, 0.41, 0.43, 2.8, 0.076, 22.0, 54.0, 0.99572, 3.42, 1.16, 10.6, negative
8.5, 0.32, 0.42, 2.3, 0.075, 12.0, 19.0, 0.99434, 3.14, 0.71, 11.8, negative
7.3, 0.51, 0.18, 2.1, 0.07, 12.0, 28.0, 0.99768, 3.52, 0.73, 9.5, negative
6.2, 0.57, 0.1, 2.1, 0.048, 4.0, 11.0, 0.99448, 3.44, 0.76, 10.8, negative
9.5, 0.78, 0.22, 1.9, 0.077, 6.0, 32.0, 0.9988, 3.26, 0.56, 10.6, negative
8.0, 0.38, 0.44, 1.9, 0.098, 6.0, 15.0, 0.9956, 3.3, 0.64, 11.4, negative
6.8, 0.64, 0.0, 2.7, 0.123, 15.0, 33.0, 0.99538, 3.44, 0.63, 11.3, negative
9.6, 0.38, 0.31, 2.5, 0.096, 16.0, 49.0, 0.9982, 3.19, 0.7, 10.0, negative
11.5, 0.35, 0.49, 3.3, 0.07, 10.0, 37.0, 1.0003, 3.32, 0.91, 11.0, negative
8.2, 0.2, 0.43, 2.5, 0.076, 31.0, 51.0, 0.99672, 3.53, 0.81, 10.4, negative
7.0, 0.57, 0.0, 2.0, 0.19, 12.0, 45.0, 0.99676, 3.31, 0.6, 9.4, negative
