@relation  yeast1
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{positive,negative}
@inputs Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc
@outputs Class
@data
0.51, 0.48, 0.58, 0.22, 0.5, 0.0, 0.5, 0.28, positive
0.54, 0.53, 0.53, 0.17, 0.5, 0.0, 0.51, 0.39, positive
0.51, 0.6, 0.51, 0.26, 0.5, 0.0, 0.54, 0.22, positive
0.42, 0.28, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, positive
0.5, 0.52, 0.59, 0.3, 0.5, 0.0, 0.51, 0.35, positive
0.49, 0.37, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, positive
0.36, 0.44, 0.51, 0.17, 0.5, 0.0, 0.6, 0.19, positive
0.46, 0.53, 0.47, 0.37, 0.5, 0.0, 0.51, 0.36, positive
0.44, 0.39, 0.63, 0.11, 0.5, 0.0, 0.49, 0.26, positive
0.33, 0.47, 0.55, 0.24, 0.5, 0.0, 0.45, 0.67, positive
0.48, 0.57, 0.5, 0.09, 0.5, 0.0, 0.52, 0.42, positive
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, positive
0.4, 0.49, 0.53, 0.23, 0.5, 0.0, 0.44, 0.26, positive
0.56, 0.57, 0.63, 0.39, 1.0, 0.0, 0.59, 0.4, positive
0.52, 0.37, 0.48, 0.13, 0.5, 0.0, 0.55, 0.22, positive
0.38, 0.37, 0.56, 0.21, 0.5, 0.0, 0.49, 0.22, positive
0.55, 0.49, 0.45, 0.18, 0.5, 0.0, 0.49, 0.22, positive
0.37, 0.47, 0.49, 0.12, 0.5, 0.0, 0.47, 0.31, positive
0.19, 0.66, 0.6, 0.14, 0.5, 0.0, 0.2, 0.25, positive
0.54, 0.57, 0.52, 0.19, 0.5, 0.0, 0.59, 0.67, positive
0.44, 0.65, 0.49, 0.16, 0.5, 0.0, 0.48, 0.31, positive
0.53, 0.51, 0.55, 0.05, 0.5, 0.0, 0.45, 0.25, positive
0.19, 0.16, 0.68, 0.36, 0.5, 0.0, 0.49, 0.21, positive
0.37, 0.29, 0.45, 0.15, 0.5, 0.0, 0.49, 0.22, positive
0.49, 0.36, 0.47, 0.28, 0.5, 0.0, 0.56, 0.54, positive
0.45, 0.38, 0.59, 0.18, 0.5, 0.0, 0.44, 0.45, positive
0.57, 0.37, 0.43, 0.27, 0.5, 0.0, 0.53, 0.28, positive
0.5, 0.49, 0.52, 0.2, 0.5, 0.0, 0.43, 0.52, positive
0.43, 0.83, 0.55, 0.2, 0.5, 0.0, 0.47, 0.4, positive
0.48, 0.46, 0.58, 0.26, 0.5, 0.0, 0.44, 0.22, positive
0.46, 0.49, 0.55, 0.18, 0.5, 0.0, 0.56, 0.22, positive
0.4, 0.39, 0.6, 0.23, 0.5, 0.0, 0.52, 0.31, positive
0.27, 0.51, 0.47, 0.35, 0.5, 0.0, 0.49, 0.28, positive
0.31, 0.46, 0.54, 0.52, 0.5, 0.0, 0.5, 0.34, positive
0.61, 0.6, 0.55, 0.21, 0.5, 0.0, 0.5, 0.25, positive
0.88, 0.59, 0.54, 0.39, 0.5, 0.0, 0.41, 0.3, positive
0.33, 0.17, 0.52, 0.13, 0.5, 0.0, 0.51, 0.75, positive
0.55, 0.4, 0.62, 0.22, 0.5, 0.0, 0.37, 0.28, positive
0.29, 0.4, 0.5, 0.16, 0.5, 0.0, 0.51, 0.34, positive
0.69, 0.62, 0.49, 0.0, 1.0, 0.0, 0.47, 0.22, positive
0.17, 0.38, 0.45, 0.09, 0.5, 0.0, 0.54, 0.27, positive
0.44, 0.53, 0.43, 0.17, 0.5, 0.0, 0.54, 0.75, positive
0.48, 0.17, 0.37, 0.33, 0.5, 0.0, 0.44, 0.36, positive
0.46, 0.46, 0.56, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.46, 0.44, 0.53, 0.31, 0.5, 0.0, 0.48, 0.22, negative
0.37, 0.41, 0.45, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.56, 0.48, 0.5, 0.17, 0.5, 0.0, 0.51, 0.26, negative
0.57, 0.53, 0.53, 0.34, 0.5, 0.0, 0.53, 0.22, negative
0.27, 0.39, 0.66, 0.11, 0.5, 0.0, 0.44, 0.22, negative
0.69, 0.6, 0.5, 0.31, 0.5, 0.0, 0.55, 0.22, negative
0.7, 0.57, 0.34, 0.19, 0.5, 0.0, 0.53, 0.27, negative
0.52, 0.48, 0.58, 0.55, 0.5, 0.0, 0.48, 0.22, negative
0.38, 0.32, 0.64, 0.41, 0.5, 0.0, 0.44, 0.11, negative
0.48, 0.55, 0.48, 0.1, 0.5, 0.0, 0.55, 0.22, negative
0.6, 0.37, 0.52, 0.15, 0.5, 0.0, 0.55, 0.26, negative
0.65, 0.53, 0.55, 0.52, 0.5, 0.0, 0.47, 0.27, negative
0.59, 0.51, 0.47, 0.21, 0.5, 0.0, 0.47, 0.22, negative
0.5, 0.52, 0.51, 0.22, 0.5, 0.0, 0.46, 0.37, negative
0.47, 0.61, 0.32, 0.27, 0.5, 0.0, 0.5, 0.3, negative
0.32, 0.57, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.74, 0.72, 0.47, 0.25, 0.5, 0.0, 0.57, 0.22, negative
0.46, 0.39, 0.54, 0.22, 0.5, 0.0, 0.48, 0.25, negative
0.51, 0.46, 0.41, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.46, 0.47, 0.46, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.26, 0.44, 0.3, 0.11, 0.5, 0.0, 0.51, 0.47, negative
0.51, 0.5, 0.49, 0.45, 0.5, 0.0, 0.48, 0.22, negative
0.61, 0.48, 0.54, 0.25, 0.5, 0.0, 0.5, 0.22, negative
0.45, 0.59, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, negative
0.48, 0.49, 0.49, 0.26, 0.5, 0.0, 0.39, 0.27, negative
0.59, 0.58, 0.46, 0.19, 0.5, 0.0, 0.56, 0.27, negative
0.65, 0.65, 0.52, 0.16, 0.5, 0.0, 0.6, 0.22, negative
0.51, 0.59, 0.46, 0.13, 0.5, 0.0, 0.48, 0.22, negative
0.48, 0.56, 0.49, 0.32, 0.5, 0.0, 0.5, 0.22, negative
0.8, 0.63, 0.45, 0.29, 0.5, 0.0, 0.51, 0.22, negative
0.48, 0.51, 0.57, 0.24, 0.5, 0.0, 0.5, 0.22, negative
0.42, 0.39, 0.47, 0.13, 0.5, 0.0, 0.5, 0.27, negative
0.64, 0.53, 0.59, 0.14, 0.5, 0.0, 0.53, 0.22, negative
0.61, 0.76, 0.3, 0.16, 0.5, 0.0, 0.45, 0.41, negative
0.49, 0.5, 0.42, 0.43, 0.5, 0.0, 0.5, 0.36, negative
0.49, 0.55, 0.35, 0.23, 0.5, 0.0, 0.57, 0.22, negative
0.65, 0.61, 0.39, 0.3, 0.5, 0.0, 0.57, 0.28, negative
0.73, 0.83, 0.43, 0.3, 0.5, 0.0, 0.55, 0.22, negative
0.51, 0.39, 0.58, 0.19, 0.5, 0.0, 0.47, 0.22, negative
0.8, 0.81, 0.55, 0.35, 0.5, 0.0, 0.42, 0.22, negative
0.33, 0.49, 0.46, 0.22, 0.5, 0.0, 0.53, 0.33, negative
0.63, 0.57, 0.59, 0.4, 0.5, 0.0, 0.38, 0.22, negative
0.45, 0.45, 0.5, 0.6, 0.5, 0.0, 0.49, 0.22, negative
0.4, 0.68, 0.5, 0.82, 0.5, 0.0, 0.44, 0.36, negative
0.51, 0.46, 0.4, 0.65, 0.5, 0.0, 0.49, 0.22, negative
0.49, 0.43, 0.48, 0.15, 0.5, 0.0, 0.55, 0.25, negative
0.73, 0.6, 0.47, 0.2, 0.5, 0.0, 0.72, 0.22, negative
0.46, 0.37, 0.48, 0.36, 0.5, 0.0, 0.48, 0.22, negative
0.41, 0.3, 0.49, 0.28, 0.5, 0.0, 0.54, 0.22, negative
0.58, 0.62, 0.54, 0.17, 0.5, 0.0, 0.48, 0.22, negative
0.36, 0.68, 0.38, 0.08, 0.5, 0.0, 0.53, 0.25, negative
0.4, 0.51, 0.42, 0.13, 0.5, 0.0, 0.45, 0.25, negative
0.39, 0.44, 0.35, 0.16, 0.5, 0.0, 0.55, 0.22, negative
0.36, 0.37, 0.33, 0.14, 0.5, 0.0, 0.57, 0.31, negative
0.76, 0.76, 0.35, 0.27, 0.5, 0.0, 0.44, 0.22, negative
0.44, 0.59, 0.36, 0.16, 0.5, 0.0, 0.52, 0.22, negative
0.42, 0.5, 0.53, 0.22, 0.5, 0.83, 0.5, 0.22, negative
0.48, 0.45, 0.59, 0.35, 0.5, 0.0, 0.55, 0.3, negative
0.5, 0.5, 0.62, 0.23, 0.5, 0.0, 0.35, 0.11, negative
0.55, 0.57, 0.51, 0.07, 0.5, 0.0, 0.55, 0.22, negative
0.46, 0.48, 0.38, 0.22, 0.5, 0.0, 0.39, 0.45, negative
0.55, 0.5, 0.66, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.27, 0.41, 0.24, 0.2, 0.5, 0.0, 0.49, 0.22, negative
0.75, 0.66, 0.64, 0.39, 0.5, 0.0, 0.46, 0.32, negative
0.6, 0.46, 0.51, 0.1, 0.5, 0.0, 0.48, 0.31, negative
0.58, 0.76, 0.4, 0.37, 0.5, 0.0, 0.54, 0.3, negative
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, negative
0.79, 0.56, 0.53, 0.19, 0.5, 0.0, 0.47, 0.35, negative
0.32, 0.32, 0.52, 0.18, 0.5, 0.0, 0.48, 0.34, negative
0.42, 0.31, 0.62, 0.12, 0.5, 0.0, 0.4, 0.22, negative
0.5, 0.46, 0.42, 0.32, 0.5, 0.0, 0.56, 0.55, negative
0.45, 0.58, 0.59, 0.44, 0.5, 0.0, 0.56, 0.22, negative
0.57, 0.59, 0.5, 0.58, 0.5, 0.0, 0.53, 0.22, negative
0.43, 0.35, 0.52, 0.52, 0.5, 0.0, 0.54, 0.22, negative
0.7, 0.78, 0.53, 0.24, 0.5, 0.0, 0.48, 0.22, negative
0.69, 0.5, 0.49, 0.42, 0.5, 0.0, 0.49, 0.22, negative
0.56, 0.68, 0.52, 0.39, 0.5, 0.0, 0.36, 0.22, negative
0.47, 0.43, 0.35, 0.32, 0.5, 0.0, 0.54, 0.22, negative
0.51, 0.34, 0.43, 0.18, 0.5, 0.0, 0.48, 0.25, negative
0.52, 0.4, 0.6, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.36, 0.58, 0.35, 0.24, 0.5, 0.0, 0.44, 0.22, negative
0.38, 0.5, 0.52, 0.44, 0.5, 0.0, 0.54, 0.11, negative
0.35, 0.33, 0.48, 0.42, 0.5, 0.0, 0.47, 0.43, negative
0.49, 0.42, 0.54, 0.17, 0.5, 0.0, 0.5, 0.36, negative
0.57, 0.51, 0.34, 0.13, 0.5, 0.0, 0.53, 0.27, negative
0.46, 0.62, 0.46, 0.54, 0.5, 0.0, 0.51, 0.27, negative
0.29, 0.26, 0.43, 0.17, 0.5, 0.0, 0.55, 0.3, negative
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, negative
0.51, 0.46, 0.49, 0.21, 0.5, 0.0, 0.55, 0.22, negative
0.83, 0.58, 0.33, 0.04, 0.5, 0.0, 0.53, 0.22, negative
0.55, 0.46, 0.53, 0.11, 0.5, 0.0, 0.52, 0.48, negative
0.84, 0.87, 0.45, 0.54, 0.5, 0.0, 0.28, 0.22, negative
0.51, 0.39, 0.56, 0.55, 0.5, 0.0, 0.46, 0.64, negative
0.7, 0.84, 0.49, 0.28, 1.0, 0.0, 0.58, 0.22, negative
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, negative
0.75, 0.69, 0.48, 0.13, 0.5, 0.0, 0.57, 0.4, negative
0.35, 0.21, 1.0, 0.8, 0.5, 0.0, 0.13, 0.01, negative
0.29, 0.46, 0.54, 0.27, 0.5, 0.0, 0.49, 0.22, negative
0.28, 0.58, 0.21, 0.13, 0.5, 0.0, 0.51, 0.22, negative
0.19, 0.41, 0.55, 0.13, 0.5, 0.0, 0.52, 0.25, negative
0.52, 0.55, 0.39, 0.09, 1.0, 0.0, 0.55, 0.25, negative
0.97, 0.71, 0.29, 0.42, 0.5, 0.0, 0.35, 0.22, negative
0.39, 0.58, 0.5, 0.26, 0.5, 0.0, 0.54, 0.59, negative
0.35, 0.21, 1.0, 0.8, 0.5, 0.0, 0.13, 0.01, negative
