@relation 03subcl5-800-7-30-BI-5-5tst
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
187.0,34.0,positive
201.0,733.0,positive
116.0,-95.0,positive
121.0,-38.0,positive
116.0,56.0,positive
116.0,421.0,positive
119.0,211.0,positive
135.0,398.0,positive
215.0,149.0,positive
171.0,662.0,positive
96.0,-108.0,positive
155.0,586.0,positive
150.0,603.0,positive
265.0,671.0,positive
288.0,868.0,positive
114.0,805.0,positive
178.0,934.0,positive
202.0,1159.0,positive
341.0,1039.0,positive
233.0,1102.0,positive
443.0,941.0,negative
276.0,741.0,negative
411.0,655.0,negative
-61.0,1103.0,negative
304.0,1424.0,negative
462.0,1373.0,negative
-68.0,1457.0,negative
56.0,553.0,negative
454.0,447.0,negative
-79.0,1187.0,negative
166.0,756.0,negative
262.0,1032.0,negative
425.0,1205.0,negative
222.0,-273.0,negative
117.0,439.0,negative
313.0,1383.0,negative
307.0,1329.0,negative
435.0,1338.0,negative
25.0,1123.0,negative
478.0,819.0,negative
95.0,-46.0,negative
178.0,787.0,negative
394.0,-165.0,negative
-17.0,1234.0,negative
52.0,944.0,negative
141.0,1363.0,negative
461.0,990.0,negative
410.0,359.0,negative
146.0,1462.0,negative
42.0,1245.0,negative
336.0,1116.0,negative
76.0,905.0,negative
72.0,1421.0,negative
467.0,1064.0,negative
81.0,1345.0,negative
475.0,1234.0,negative
458.0,-242.0,negative
-64.0,-230.0,negative
43.0,207.0,negative
345.0,-83.0,negative
479.0,1383.0,negative
262.0,788.0,negative
6.0,836.0,negative
463.0,1265.0,negative
387.0,901.0,negative
316.0,56.0,negative
-74.0,511.0,negative
350.0,1320.0,negative
302.0,1046.0,negative
-19.0,349.0,negative
246.0,1395.0,negative
478.0,1087.0,negative
418.0,207.0,negative
317.0,1300.0,negative
313.0,947.0,negative
467.0,-226.0,negative
-42.0,-60.0,negative
415.0,1216.0,negative
155.0,487.0,negative
9.0,-23.0,negative
424.0,590.0,negative
424.0,1319.0,negative
-39.0,660.0,negative
-7.0,1231.0,negative
149.0,426.0,negative
336.0,930.0,negative
392.0,1436.0,negative
452.0,-160.0,negative
52.0,843.0,negative
54.0,1159.0,negative
16.0,1002.0,negative
402.0,614.0,negative
430.0,949.0,negative
58.0,865.0,negative
-68.0,1298.0,negative
460.0,-273.0,negative
49.0,844.0,negative
401.0,165.0,negative
349.0,-3.0,negative
-31.0,352.0,negative
205.0,1315.0,negative
69.0,258.0,negative
426.0,596.0,negative
439.0,713.0,negative
457.0,-275.0,negative
-75.0,623.0,negative
443.0,622.0,negative
-4.0,1319.0,negative
-51.0,-93.0,negative
441.0,1183.0,negative
124.0,-166.0,negative
183.0,1322.0,negative
403.0,-12.0,negative
56.0,575.0,negative
361.0,-130.0,negative
93.0,-49.0,negative
303.0,816.0,negative
19.0,140.0,negative
32.0,591.0,negative
420.0,1249.0,negative
378.0,-39.0,negative
-47.0,338.0,negative
-43.0,-157.0,negative
361.0,-29.0,negative
144.0,102.0,negative
-36.0,261.0,negative
342.0,1045.0,negative
25.0,87.0,negative
197.0,440.0,negative
123.0,-150.0,negative
-7.0,487.0,negative
181.0,-110.0,negative
364.0,1143.0,negative
-9.0,77.0,negative
474.0,-282.0,negative
61.0,1115.0,negative
423.0,948.0,negative
257.0,479.0,negative
7.0,-8.0,negative
442.0,670.0,negative
3.0,574.0,negative
96.0,94.0,negative
-40.0,212.0,negative
62.0,253.0,negative
125.0,1479.0,negative
119.0,142.0,negative
369.0,580.0,negative
347.0,536.0,negative
149.0,1409.0,negative
11.0,-152.0,negative
450.0,347.0,negative
318.0,1168.0,negative
-12.0,250.0,negative
-34.0,-135.0,negative
-43.0,426.0,negative
367.0,1165.0,negative
242.0,1098.0,negative
15.0,807.0,negative
327.0,475.0,negative
-68.0,609.0,negative
