@relation  03subcl5-800-7-30-BI-5-5tra
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
268.0, 287.0, positive
288.0, 868.0, positive
321.0, 472.0, positive
59.0, 249.0, positive
258.0, 1.0, positive
135.0, 398.0, positive
266.0, 1177.0, positive
161.0, 977.0, positive
295.0, 714.0, positive
196.0, -81.0, positive
-17.0, 1234.0, negative
334.0, 837.0, negative
0.0, 256.0, negative
371.0, 1103.0, negative
58.0, 328.0, negative
437.0, 1366.0, negative
395.0, 977.0, negative
204.0, -186.0, negative
258.0, 1448.0, negative
-69.0, -77.0, negative
46.0, 1461.0, negative
72.0, 828.0, negative
-10.0, 120.0, negative
81.0, 195.0, negative
61.0, 750.0, negative
345.0, -83.0, negative
18.0, 571.0, negative
121.0, 1030.0, negative
-14.0, 990.0, negative
421.0, 343.0, negative
102.0, 464.0, negative
408.0, 523.0, negative
268.0, 446.0, negative
238.0, 137.0, negative
336.0, 930.0, negative
307.0, 1329.0, negative
-17.0, 710.0, negative
-10.0, 422.0, negative
-34.0, -153.0, negative
-39.0, 639.0, negative
471.0, 822.0, negative
41.0, 151.0, negative
61.0, 790.0, negative
122.0, 1463.0, negative
391.0, 1433.0, negative
418.0, 454.0, negative
124.0, -166.0, negative
-18.0, 1029.0, negative
234.0, 1356.0, negative
323.0, 112.0, negative
394.0, 616.0, negative
349.0, -3.0, negative
381.0, 1185.0, negative
451.0, 697.0, negative
331.0, 10.0, negative
475.0, 1234.0, negative
410.0, -216.0, negative
0.0, 545.0, negative
461.0, 990.0, negative
304.0, 1424.0, negative
-12.0, 931.0, negative
305.0, 275.0, negative
-66.0, 1090.0, negative
162.0, 1385.0, negative
120.0, -268.0, negative
247.0, 1098.0, negative
19.0, 1187.0, negative
434.0, 198.0, negative
95.0, 17.0, negative
130.0, 742.0, negative
-66.0, 1344.0, negative
15.0, 807.0, negative
9.0, 486.0, negative
73.0, 1301.0, negative
291.0, -189.0, negative
95.0, -46.0, negative
262.0, 1032.0, negative
249.0, 107.0, negative
358.0, 583.0, negative
92.0, 1248.0, negative
