@relation  03subcl5-800-7-30-BI-5-5tra
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
87.0, 310.0, positive
211.0, 881.0, positive
79.0, 566.0, positive
292.0, 238.0, positive
84.0, -1.0, positive
150.0, 603.0, positive
238.0, 1169.0, positive
233.0, 1102.0, positive
114.0, 805.0, positive
69.0, 879.0, positive
-5.0, 1231.0, negative
369.0, 819.0, negative
-36.0, 261.0, negative
467.0, 1064.0, negative
73.0, 359.0, negative
453.0, 1365.0, negative
381.0, 964.0, negative
86.0, -230.0, negative
344.0, 1461.0, negative
-36.0, -53.0, negative
103.0, 1431.0, negative
58.0, 865.0, negative
-9.0, 77.0, negative
-40.0, 212.0, negative
93.0, 761.0, negative
311.0, -76.0, negative
-28.0, 580.0, negative
118.0, 1013.0, negative
23.0, 972.0, negative
450.0, 347.0, negative
117.0, 439.0, negative
424.0, 590.0, negative
364.0, 425.0, negative
208.0, 143.0, negative
441.0, 896.0, negative
231.0, 1323.0, negative
-83.0, 682.0, negative
-8.0, 433.0, negative
19.0, -122.0, negative
-39.0, 660.0, negative
482.0, 849.0, negative
5.0, 169.0, negative
93.0, 807.0, negative
128.0, 1400.0, negative
406.0, 1420.0, negative
257.0, 479.0, negative
113.0, -143.0, negative
-4.0, 1056.0, negative
185.0, 1336.0, negative
401.0, 166.0, negative
377.0, 615.0, negative
315.0, -14.0, negative
415.0, 1216.0, negative
420.0, 700.0, negative
350.0, 51.0, negative
482.0, 1228.0, negative
458.0, -242.0, negative
-13.0, 511.0, negative
389.0, 1013.0, negative
378.0, 1403.0, negative
73.0, 895.0, negative
440.0, 315.0, negative
4.0, 1124.0, negative
473.0, 1390.0, negative
457.0, -275.0, negative
178.0, 1099.0, negative
17.0, 1196.0, negative
364.0, 207.0, negative
7.0, -8.0, negative
164.0, 712.0, negative
81.0, 1345.0, negative
262.0, 788.0, negative
179.0, 494.0, negative
-76.0, 1370.0, negative
241.0, -109.0, negative
-17.0, -205.0, negative
253.0, 726.0, negative
419.0, -183.0, negative
350.0, 697.0, negative
-80.0, -194.0, negative
