@relation 04clover5z-600-5-0-BI-5-1tst
@attribute a0 real[-573.0,535.0]
@attribute a1 real[-413.0,412.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
172.0,85.0,positive
148.0,152.0,positive
251.0,183.0,positive
-50.0,166.0,positive
-79.0,259.0,positive
-37.0,105.0,positive
-94.0,234.0,positive
-72.0,223.0,positive
-172.0,20.0,positive
-249.0,-9.0,positive
-367.0,12.0,positive
-327.0,0.0,positive
-222.0,7.0,positive
-342.0,-12.0,positive
-3.0,-112.0,positive
-128.0,-350.0,positive
239.0,-209.0,positive
92.0,-54.0,positive
222.0,-141.0,positive
57.0,-51.0,positive
349.0,117.0,negative
-99.0,-384.0,negative
428.0,306.0,negative
104.0,412.0,negative
-185.0,82.0,negative
-441.0,-79.0,negative
239.0,-361.0,negative
131.0,-17.0,negative
-235.0,347.0,negative
-25.0,-273.0,negative
-349.0,68.0,negative
-398.0,-197.0,negative
-338.0,116.0,negative
345.0,-238.0,negative
-127.0,-182.0,negative
156.0,-182.0,negative
348.0,14.0,negative
462.0,-358.0,negative
132.0,18.0,negative
49.0,320.0,negative
175.0,225.0,negative
244.0,-74.0,negative
-87.0,-39.0,negative
337.0,-149.0,negative
-194.0,-144.0,negative
-573.0,59.0,negative
69.0,-124.0,negative
-512.0,-380.0,negative
297.0,-363.0,negative
104.0,210.0,negative
519.0,-224.0,negative
-342.0,-208.0,negative
130.0,383.0,negative
186.0,-352.0,negative
-135.0,-239.0,negative
124.0,264.0,negative
-297.0,376.0,negative
424.0,18.0,negative
40.0,-224.0,negative
360.0,166.0,negative
114.0,232.0,negative
-170.0,-109.0,negative
438.0,-84.0,negative
444.0,94.0,negative
-531.0,87.0,negative
-424.0,-282.0,negative
-444.0,385.0,negative
-327.0,-59.0,negative
-499.0,-315.0,negative
281.0,15.0,negative
-398.0,79.0,negative
1.0,381.0,negative
473.0,162.0,negative
-408.0,306.0,negative
-529.0,197.0,negative
522.0,286.0,negative
-253.0,-285.0,negative
-15.0,199.0,negative
-262.0,-238.0,negative
56.0,-94.0,negative
134.0,44.0,negative
349.0,-184.0,negative
232.0,98.0,negative
260.0,-2.0,negative
535.0,326.0,negative
-486.0,-291.0,negative
-234.0,-228.0,negative
-265.0,-177.0,negative
-514.0,-109.0,negative
99.0,210.0,negative
522.0,-281.0,negative
170.0,-316.0,negative
-272.0,231.0,negative
5.0,-248.0,negative
-313.0,247.0,negative
215.0,44.0,negative
451.0,206.0,negative
45.0,-318.0,negative
53.0,153.0,negative
-374.0,-107.0,negative
-162.0,40.0,negative
-454.0,239.0,negative
-142.0,378.0,negative
490.0,166.0,negative
198.0,-344.0,negative
-73.0,386.0,negative
148.0,-246.0,negative
496.0,-121.0,negative
2.0,-279.0,negative
-525.0,260.0,negative
-55.0,315.0,negative
265.0,402.0,negative
-24.0,346.0,negative
18.0,75.0,negative
-404.0,-73.0,negative
382.0,-401.0,negative
-486.0,-22.0,negative
-417.0,-198.0,negative
-289.0,325.0,negative
467.0,-286.0,negative
