@relation 04clover5z-600-5-0-BI-5-2tst
@attribute a0 real[-573.0,535.0]
@attribute a1 real[-413.0,412.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
168.0,114.0,positive
117.0,116.0,positive
166.0,164.0,positive
151.0,137.0,positive
-45.0,202.0,positive
-18.0,135.0,positive
-68.0,157.0,positive
-74.0,229.0,positive
-53.0,162.0,positive
-334.0,4.0,positive
-325.0,-28.0,positive
-86.0,21.0,positive
-156.0,29.0,positive
-158.0,-13.0,positive
-118.0,-308.0,positive
-99.0,-321.0,positive
-96.0,-255.0,positive
-109.0,-306.0,positive
-112.0,-360.0,positive
258.0,-213.0,positive
-24.0,-377.0,negative
203.0,-264.0,negative
-131.0,-249.0,negative
328.0,-375.0,negative
-360.0,193.0,negative
330.0,-94.0,negative
387.0,-292.0,negative
-280.0,-189.0,negative
170.0,-44.0,negative
-139.0,-89.0,negative
295.0,-89.0,negative
-491.0,136.0,negative
365.0,-182.0,negative
-333.0,-85.0,negative
-567.0,340.0,negative
412.0,-61.0,negative
218.0,-59.0,negative
195.0,284.0,negative
-492.0,111.0,negative
15.0,109.0,negative
-227.0,152.0,negative
48.0,-222.0,negative
124.0,-169.0,negative
-164.0,402.0,negative
-389.0,382.0,negative
466.0,-154.0,negative
508.0,80.0,negative
310.0,-126.0,negative
-73.0,-47.0,negative
297.0,91.0,negative
-210.0,-411.0,negative
-41.0,-372.0,negative
120.0,33.0,negative
36.0,-126.0,negative
-222.0,-119.0,negative
348.0,298.0,negative
240.0,-53.0,negative
475.0,-33.0,negative
309.0,-146.0,negative
228.0,287.0,negative
-205.0,-151.0,negative
-214.0,-324.0,negative
-59.0,-30.0,negative
379.0,390.0,negative
-112.0,-214.0,negative
526.0,80.0,negative
498.0,-276.0,negative
405.0,186.0,negative
435.0,99.0,negative
-222.0,393.0,negative
446.0,-204.0,negative
-156.0,-139.0,negative
-11.0,-378.0,negative
313.0,-396.0,negative
-241.0,-282.0,negative
173.0,-294.0,negative
185.0,-262.0,negative
240.0,-19.0,negative
285.0,-358.0,negative
-405.0,22.0,negative
-1.0,-172.0,negative
379.0,376.0,negative
-295.0,-383.0,negative
-206.0,-334.0,negative
-181.0,213.0,negative
-448.0,-156.0,negative
-273.0,-276.0,negative
311.0,-273.0,negative
129.0,-43.0,negative
398.0,334.0,negative
-548.0,0.0,negative
526.0,332.0,negative
-458.0,-299.0,negative
-252.0,169.0,negative
-360.0,322.0,negative
348.0,-366.0,negative
-410.0,-390.0,negative
433.0,-46.0,negative
207.0,-15.0,negative
139.0,46.0,negative
-189.0,160.0,negative
-533.0,-188.0,negative
216.0,360.0,negative
489.0,-321.0,negative
-239.0,282.0,negative
220.0,1.0,negative
442.0,-244.0,negative
-347.0,169.0,negative
-377.0,141.0,negative
210.0,355.0,negative
16.0,309.0,negative
399.0,260.0,negative
-391.0,-256.0,negative
-151.0,162.0,negative
377.0,162.0,negative
76.0,-382.0,negative
-496.0,-127.0,negative
324.0,88.0,negative
-364.0,-207.0,negative
5.0,-155.0,negative
