@relation paw02a-600-5-70-BI-5-3tst
@attribute a0 real[-63.0,760.0]
@attribute a1 real[67.0,992.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
145.0,499.0,positive
298.0,485.0,positive
615.0,609.0,positive
259.0,656.0,positive
542.0,331.0,positive
318.0,627.0,positive
604.0,679.0,positive
551.0,295.0,positive
252.0,459.0,positive
175.0,563.0,positive
263.0,553.0,positive
274.0,410.0,positive
483.0,540.0,positive
156.0,540.0,positive
140.0,617.0,positive
299.0,549.0,positive
322.0,567.0,positive
343.0,662.0,positive
348.0,667.0,positive
253.0,516.0,positive
402.0,546.0,negative
547.0,492.0,negative
154.0,96.0,negative
726.0,496.0,negative
-51.0,933.0,negative
171.0,689.0,negative
165.0,960.0,negative
347.0,796.0,negative
182.0,992.0,negative
158.0,953.0,negative
486.0,513.0,negative
224.0,139.0,negative
302.0,888.0,negative
668.0,453.0,negative
483.0,115.0,negative
757.0,940.0,negative
18.0,407.0,negative
430.0,194.0,negative
76.0,75.0,negative
559.0,981.0,negative
68.0,653.0,negative
306.0,139.0,negative
33.0,587.0,negative
757.0,971.0,negative
259.0,211.0,negative
90.0,612.0,negative
150.0,914.0,negative
221.0,974.0,negative
257.0,359.0,negative
177.0,317.0,negative
101.0,481.0,negative
389.0,836.0,negative
-40.0,924.0,negative
-49.0,483.0,negative
227.0,232.0,negative
755.0,784.0,negative
619.0,166.0,negative
373.0,249.0,negative
351.0,532.0,negative
760.0,590.0,negative
521.0,896.0,negative
103.0,960.0,negative
293.0,879.0,negative
93.0,498.0,negative
511.0,784.0,negative
512.0,207.0,negative
67.0,303.0,negative
138.0,822.0,negative
44.0,278.0,negative
263.0,910.0,negative
82.0,740.0,negative
760.0,660.0,negative
687.0,269.0,negative
685.0,712.0,negative
7.0,186.0,negative
174.0,213.0,negative
350.0,944.0,negative
652.0,489.0,negative
91.0,818.0,negative
264.0,173.0,negative
146.0,225.0,negative
327.0,84.0,negative
643.0,301.0,negative
567.0,212.0,negative
139.0,632.0,negative
472.0,95.0,negative
465.0,979.0,negative
39.0,549.0,negative
191.0,682.0,negative
-36.0,919.0,negative
541.0,220.0,negative
53.0,920.0,negative
-44.0,751.0,negative
245.0,948.0,negative
602.0,94.0,negative
642.0,304.0,negative
47.0,442.0,negative
298.0,588.0,negative
-37.0,786.0,negative
573.0,960.0,negative
609.0,194.0,negative
81.0,751.0,negative
310.0,677.0,negative
258.0,677.0,negative
451.0,982.0,negative
63.0,99.0,negative
-57.0,113.0,negative
126.0,537.0,negative
701.0,972.0,negative
-11.0,505.0,negative
717.0,328.0,negative
208.0,625.0,negative
671.0,680.0,negative
96.0,260.0,negative
454.0,147.0,negative
545.0,644.0,negative
725.0,778.0,negative
228.0,702.0,negative
588.0,814.0,negative
-36.0,661.0,negative
