@relation 03subcl5-800-7-50-BI-5-2tst
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
141.0,473.0,positive
133.0,471.0,positive
333.0,1300.0,positive
69.0,879.0,positive
76.0,1221.0,positive
354.0,136.0,positive
114.0,1011.0,positive
184.0,340.0,positive
288.0,1016.0,positive
358.0,1233.0,positive
265.0,1057.0,positive
222.0,598.0,positive
76.0,361.0,positive
166.0,756.0,positive
291.0,867.0,positive
185.0,849.0,positive
53.0,1176.0,positive
267.0,850.0,positive
151.0,978.0,positive
87.0,182.0,positive
392.0,734.0,negative
-49.0,695.0,negative
313.0,1383.0,negative
404.0,1188.0,negative
382.0,752.0,negative
435.0,1338.0,negative
323.0,28.0,negative
56.0,-5.0,negative
464.0,303.0,negative
5.0,-76.0,negative
-23.0,108.0,negative
371.0,1469.0,negative
412.0,1018.0,negative
-55.0,1308.0,negative
396.0,226.0,negative
-72.0,450.0,negative
42.0,1245.0,negative
418.0,605.0,negative
471.0,822.0,negative
18.0,571.0,negative
35.0,-114.0,negative
76.0,905.0,negative
185.0,1085.0,negative
84.0,1483.0,negative
67.0,1408.0,negative
-7.0,1311.0,negative
475.0,1234.0,negative
113.0,-143.0,negative
-64.0,-230.0,negative
2.0,-37.0,negative
43.0,207.0,negative
77.0,-128.0,negative
126.0,1339.0,negative
262.0,788.0,negative
6.0,836.0,negative
387.0,901.0,negative
248.0,725.0,negative
381.0,1185.0,negative
24.0,849.0,negative
-6.0,807.0,negative
395.0,1287.0,negative
-68.0,1352.0,negative
231.0,-163.0,negative
1.0,-219.0,negative
-21.0,1222.0,negative
370.0,1411.0,negative
-37.0,-121.0,negative
198.0,1017.0,negative
-42.0,-60.0,negative
73.0,895.0,negative
305.0,77.0,negative
169.0,-199.0,negative
-13.0,511.0,negative
391.0,1411.0,negative
221.0,1052.0,negative
100.0,1337.0,negative
400.0,48.0,negative
-39.0,639.0,negative
-53.0,1405.0,negative
120.0,-166.0,negative
-42.0,-29.0,negative
450.0,-27.0,negative
-64.0,614.0,negative
-52.0,507.0,negative
441.0,896.0,negative
-4.0,835.0,negative
-70.0,1324.0,negative
460.0,-273.0,negative
348.0,604.0,negative
351.0,1017.0,negative
349.0,-3.0,negative
13.0,757.0,negative
434.0,829.0,negative
391.0,370.0,negative
284.0,-227.0,negative
85.0,549.0,negative
279.0,1457.0,negative
176.0,1359.0,negative
457.0,-275.0,negative
-58.0,48.0,negative
120.0,-268.0,negative
-4.0,1345.0,negative
178.0,-102.0,negative
183.0,1322.0,negative
401.0,171.0,negative
241.0,-109.0,negative
-8.0,433.0,negative
350.0,1006.0,negative
93.0,-49.0,negative
19.0,140.0,negative
20.0,9.0,negative
15.0,1023.0,negative
32.0,1031.0,negative
417.0,105.0,negative
461.0,549.0,negative
2.0,-219.0,negative
-47.0,338.0,negative
-43.0,-157.0,negative
45.0,615.0,negative
-28.0,580.0,negative
384.0,998.0,negative
419.0,-183.0,negative
197.0,440.0,negative
315.0,999.0,negative
-8.0,-80.0,negative
-4.0,1056.0,negative
377.0,615.0,negative
19.0,1392.0,negative
185.0,1336.0,negative
38.0,1343.0,negative
423.0,948.0,negative
257.0,479.0,negative
7.0,-8.0,negative
97.0,1152.0,negative
3.0,574.0,negative
358.0,-188.0,negative
96.0,94.0,negative
86.0,-230.0,negative
397.0,1151.0,negative
-26.0,1124.0,negative
293.0,183.0,negative
9.0,104.0,negative
307.0,1069.0,negative
47.0,205.0,negative
75.0,-174.0,negative
-12.0,250.0,negative
-34.0,-135.0,negative
386.0,-263.0,negative
-43.0,426.0,negative
64.0,349.0,negative
434.0,439.0,negative
347.0,384.0,negative
391.0,80.0,negative
128.0,1379.0,negative
324.0,-4.0,negative
-9.0,1456.0,negative
-25.0,1145.0,negative
126.0,1067.0,negative
290.0,744.0,negative
-26.0,1181.0,negative
