@relation 03subcl5-800-7-50-BI-5-4tst
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
223.0,763.0,positive
204.0,89.0,positive
277.0,78.0,positive
152.0,-97.0,positive
258.0,1.0,positive
290.0,1011.0,positive
237.0,287.0,positive
153.0,307.0,positive
227.0,342.0,positive
199.0,1033.0,positive
321.0,472.0,positive
335.0,695.0,positive
344.0,1222.0,positive
277.0,816.0,positive
211.0,881.0,positive
274.0,931.0,positive
290.0,1202.0,positive
295.0,714.0,positive
213.0,1253.0,positive
257.0,1215.0,positive
69.0,1074.0,negative
146.0,1476.0,negative
83.0,564.0,negative
314.0,940.0,negative
400.0,829.0,negative
0.0,276.0,negative
255.0,738.0,negative
86.0,883.0,negative
120.0,1393.0,negative
358.0,14.0,negative
73.0,359.0,negative
-14.0,990.0,negative
99.0,310.0,negative
-47.0,1365.0,negative
-17.0,1234.0,negative
228.0,755.0,negative
473.0,1.0,negative
210.0,1423.0,negative
9.0,1229.0,negative
231.0,1323.0,negative
326.0,512.0,negative
469.0,956.0,negative
-5.0,-137.0,negative
265.0,1410.0,negative
3.0,285.0,negative
95.0,17.0,negative
65.0,-226.0,negative
5.0,792.0,negative
72.0,1421.0,negative
81.0,1345.0,negative
42.0,159.0,negative
92.0,194.0,negative
448.0,1331.0,negative
-17.0,710.0,negative
375.0,-243.0,negative
428.0,6.0,negative
62.0,1333.0,negative
81.0,195.0,negative
358.0,583.0,negative
-13.0,-100.0,negative
201.0,1057.0,negative
244.0,1342.0,negative
305.0,450.0,negative
10.0,974.0,negative
162.0,1385.0,negative
316.0,1410.0,negative
316.0,645.0,negative
77.0,210.0,negative
364.0,207.0,negative
236.0,402.0,negative
376.0,1007.0,negative
61.0,790.0,negative
467.0,-226.0,negative
412.0,634.0,negative
7.0,269.0,negative
378.0,6.0,negative
23.0,541.0,negative
415.0,1216.0,negative
9.0,-23.0,negative
437.0,1366.0,negative
336.0,930.0,negative
56.0,812.0,negative
92.0,1248.0,negative
-13.0,778.0,negative
63.0,652.0,negative
453.0,1365.0,negative
80.0,417.0,negative
-17.0,-205.0,negative
-81.0,142.0,negative
-10.0,120.0,negative
16.0,1002.0,negative
355.0,765.0,negative
482.0,849.0,negative
263.0,466.0,negative
12.0,-146.0,negative
331.0,888.0,negative
-14.0,1237.0,negative
353.0,30.0,negative
184.0,495.0,negative
1.0,677.0,negative
205.0,1315.0,negative
-4.0,1168.0,negative
46.0,1461.0,negative
91.0,-163.0,negative
-47.0,-107.0,negative
149.0,1394.0,negative
94.0,572.0,negative
391.0,1433.0,negative
-13.0,637.0,negative
331.0,10.0,negative
327.0,434.0,negative
246.0,116.0,negative
6.0,356.0,negative
137.0,791.0,negative
420.0,1249.0,negative
389.0,1013.0,negative
238.0,137.0,negative
426.0,486.0,negative
363.0,862.0,negative
144.0,102.0,negative
315.0,897.0,negative
41.0,719.0,negative
350.0,697.0,negative
342.0,1045.0,negative
378.0,284.0,negative
102.0,782.0,negative
452.0,691.0,negative
34.0,1033.0,negative
130.0,742.0,negative
478.0,1472.0,negative
458.0,1074.0,negative
0.0,545.0,negative
61.0,1115.0,negative
442.0,670.0,negative
339.0,1253.0,negative
253.0,726.0,negative
62.0,253.0,negative
467.0,-202.0,negative
119.0,142.0,negative
372.0,-129.0,negative
347.0,536.0,negative
344.0,747.0,negative
364.0,425.0,negative
450.0,347.0,negative
318.0,1168.0,negative
41.0,151.0,negative
369.0,1444.0,negative
-62.0,923.0,negative
-14.0,933.0,negative
325.0,533.0,negative
139.0,468.0,negative
293.0,-231.0,negative
206.0,797.0,negative
87.0,1288.0,negative
350.0,1240.0,negative
408.0,728.0,negative
418.0,554.0,negative
419.0,70.0,negative
90.0,-46.0,negative
-12.0,650.0,negative
