@relation  03subcl5-800-7-50-BI-5-5tra
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
224.0, 427.0, positive
274.0, 931.0, positive
201.0, 510.0, positive
65.0, 196.0, positive
199.0, 38.0, positive
199.0, 1033.0, positive
257.0, 1215.0, positive
354.0, 136.0, positive
185.0, 849.0, positive
107.0, 671.0, positive
-8.0, -80.0, negative
444.0, 47.0, negative
61.0, 750.0, negative
446.0, 668.0, negative
318.0, -104.0, negative
283.0, -273.0, negative
3.0, 285.0, negative
378.0, 284.0, negative
86.0, 1071.0, negative
459.0, -281.0, negative
-16.0, -248.0, negative
28.0, 1366.0, negative
73.0, 359.0, negative
-51.0, 1099.0, negative
136.0, -115.0, negative
420.0, 1249.0, negative
-8.0, 433.0, negative
146.0, 467.0, negative
-7.0, 487.0, negative
-9.0, 1456.0, negative
-14.0, 1237.0, negative
-9.0, 77.0, negative
-39.0, 639.0, negative
448.0, 1331.0, negative
-4.0, 1319.0, negative
-6.0, 807.0, negative
478.0, 819.0, negative
335.0, 529.0, negative
14.0, 968.0, negative
7.0, -8.0, negative
378.0, 178.0, negative
199.0, 1468.0, negative
350.0, 1006.0, negative
424.0, 590.0, negative
76.0, 905.0, negative
417.0, 105.0, negative
391.0, 1433.0, negative
307.0, 1329.0, negative
60.0, 1162.0, negative
361.0, -29.0, negative
86.0, -230.0, negative
376.0, 716.0, negative
430.0, 949.0, negative
381.0, 1185.0, negative
87.0, 1288.0, negative
385.0, -71.0, negative
344.0, 1461.0, negative
384.0, 375.0, negative
34.0, 1033.0, negative
184.0, 495.0, negative
329.0, 1228.0, negative
13.0, 235.0, negative
423.0, 1374.0, negative
316.0, 645.0, negative
242.0, 1098.0, negative
452.0, 216.0, negative
420.0, 888.0, negative
69.0, 714.0, negative
-83.0, 687.0, negative
23.0, 541.0, negative
259.0, -179.0, negative
93.0, -49.0, negative
61.0, 790.0, negative
396.0, 784.0, negative
103.0, 1431.0, negative
-32.0, 147.0, negative
393.0, 429.0, negative
-47.0, 1387.0, negative
467.0, -202.0, negative
-47.0, 338.0, negative
116.0, 421.0, positive
121.0, 948.0, positive
79.0, 566.0, positive
119.0, 211.0, positive
204.0, 89.0, positive
288.0, 1016.0, positive
309.0, 1207.0, positive
290.0, -57.0, positive
113.0, 870.0, positive
55.0, 768.0, positive
-13.0, -100.0, negative
423.0, 51.0, negative
122.0, 752.0, negative
443.0, 656.0, negative
311.0, -76.0, negative
254.0, -247.0, negative
7.0, 269.0, negative
464.0, 288.0, negative
126.0, 1067.0, negative
457.0, -275.0, negative
11.0, -265.0, negative
-47.0, 1365.0, negative
6.0, 356.0, negative
-47.0, 1126.0, negative
181.0, -110.0, negative
379.0, 1259.0, negative
6.0, 425.0, negative
142.0, 451.0, negative
-46.0, 491.0, negative
111.0, 1448.0, negative
-7.0, 1231.0, negative
23.0, 91.0, negative
-13.0, 637.0, negative
435.0, 1338.0, negative
-70.0, 1324.0, negative
-1.0, 793.0, negative
472.0, 800.0, negative
347.0, 536.0, negative
10.0, 974.0, negative
9.0, -23.0, negative
401.0, 166.0, negative
183.0, 1470.0, negative
351.0, 1017.0, negative
418.0, 605.0, negative
90.0, 891.0, negative
447.0, 118.0, negative
396.0, 1441.0, negative
279.0, 1347.0, negative
97.0, 1152.0, negative
311.0, -20.0, negative
182.0, -216.0, negative
392.0, 734.0, negative
455.0, 947.0, negative
441.0, 1183.0, negative
100.0, 1337.0, negative
410.0, -134.0, negative
371.0, 1469.0, negative
347.0, 384.0, negative
15.0, 1023.0, negative
257.0, 479.0, negative
395.0, 1287.0, negative
62.0, 253.0, negative
478.0, 1369.0, negative
466.0, 621.0, negative
178.0, 1099.0, negative
437.0, 228.0, negative
441.0, 896.0, negative
93.0, 722.0, negative
-56.0, 779.0, negative
0.0, 545.0, negative
209.0, -174.0, negative
90.0, -46.0, negative
137.0, 791.0, negative
296.0, 791.0, negative
149.0, 1409.0, negative
41.0, 151.0, negative
434.0, 439.0, negative
-53.0, 1405.0, negative
-80.0, -194.0, negative
447.0, 506.0, negative
315.0, 451.0, positive
288.0, 868.0, positive
270.0, 588.0, positive
59.0, 249.0, positive
258.0, 1.0, positive
114.0, 1011.0, positive
242.0, 1245.0, positive
88.0, -36.0, positive
277.0, 816.0, positive
316.0, 727.0, positive
-69.0, -77.0, negative
467.0, 41.0, negative
13.0, 757.0, negative
452.0, 691.0, negative
241.0, -109.0, negative
233.0, -253.0, negative
0.0, 256.0, negative
305.0, 275.0, negative
119.0, 1046.0, negative
458.0, -242.0, negative
-64.0, -230.0, negative
38.0, 1343.0, negative
45.0, 338.0, negative
-26.0, 1124.0, negative
108.0, -129.0, negative
