@relation  03subcl5-800-7-50-BI-5-5tra
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
135.0, 398.0, positive
291.0, 867.0, positive
321.0, 472.0, positive
189.0, 224.0, positive
289.0, 4.0, positive
290.0, 1011.0, positive
344.0, 1222.0, positive
277.0, 78.0, positive
358.0, 1233.0, positive
76.0, 361.0, positive
211.0, 881.0, positive
290.0, -57.0, positive
266.0, 1177.0, positive
335.0, 695.0, positive
121.0, -38.0, positive
58.0, 566.0, positive
166.0, 756.0, positive
55.0, 768.0, positive
150.0, 1342.0, positive
333.0, 1300.0, positive
-51.0, -93.0, negative
400.0, 48.0, negative
2.0, 754.0, negative
451.0, 697.0, negative
385.0, -93.0, negative
386.0, -263.0, negative
-36.0, 261.0, negative
326.0, 307.0, negative
139.0, 1046.0, negative
458.0, -242.0, negative
-32.0, -277.0, negative
19.0, 1392.0, negative
58.0, 328.0, negative
-20.0, 1128.0, negative
76.0, -108.0, negative
339.0, 1253.0, negative
-43.0, 426.0, negative
155.0, 487.0, negative
-50.0, 477.0, negative
78.0, 1430.0, negative
9.0, 1229.0, negative
410.0, 359.0, negative
-23.0, 108.0, negative
-39.0, 660.0, negative
456.0, 1349.0, negative
-55.0, 1308.0, negative
-30.0, 793.0, negative
455.0, 801.0, negative
91.0, -163.0, negative
149.0, 1394.0, negative
117.0, 439.0, negative
-80.0, -194.0, negative
411.0, 534.0, negative
-21.0, 984.0, negative
20.0, 9.0, negative
390.0, 203.0, negative
146.0, 1476.0, negative
315.0, 999.0, negative
-72.0, 450.0, negative
369.0, 580.0, negative
54.0, 927.0, negative
419.0, 70.0, negative
17.0, 1196.0, negative
93.0, -49.0, negative
369.0, 1444.0, negative
231.0, 1323.0, negative
238.0, 147.0, negative
-10.0, 120.0, negative
-4.0, 1168.0, negative
454.0, 1351.0, negative
215.0, 736.0, negative
13.0, 235.0, negative
-52.0, -108.0, negative
394.0, 616.0, negative
-28.0, 580.0, negative
344.0, 1461.0, negative
355.0, 1457.0, negative
315.0, -14.0, negative
186.0, -217.0, negative
350.0, 697.0, negative
482.0, 935.0, negative
412.0, 1018.0, negative
452.0, 1182.0, negative
77.0, 1327.0, negative
403.0, -12.0, negative
-51.0, 929.0, negative
169.0, -144.0, negative
316.0, 645.0, negative
321.0, 381.0, negative
-3.0, 1049.0, negative
268.0, 482.0, negative
358.0, 14.0, negative
415.0, 1216.0, negative
32.0, 1005.0, negative
-66.0, 1344.0, negative
400.0, 829.0, negative
92.0, 194.0, negative
327.0, 1102.0, negative
467.0, -180.0, negative
472.0, 1103.0, negative
434.0, 198.0, negative
63.0, 652.0, negative
197.0, 440.0, negative
331.0, 888.0, negative
20.0, 736.0, negative
28.0, 523.0, negative
121.0, 1030.0, negative
318.0, 1168.0, negative
119.0, 142.0, negative
-74.0, 511.0, negative
293.0, 183.0, negative
398.0, -226.0, negative
358.0, -188.0, negative
305.0, 1423.0, negative
304.0, 770.0, negative
140.0, 1327.0, negative
11.0, -152.0, negative
467.0, -226.0, negative
426.0, 486.0, negative
336.0, 930.0, negative
56.0, 812.0, negative
296.0, 791.0, negative
145.0, 1460.0, negative
313.0, 947.0, negative
246.0, 1395.0, negative
323.0, 28.0, negative
341.0, 852.0, negative
482.0, 717.0, negative
-12.0, 370.0, negative
160.0, 166.0, negative
78.0, -2.0, negative
378.0, 1403.0, negative
418.0, 454.0, negative
141.0, 1363.0, negative
-76.0, 1370.0, negative
178.0, -102.0, negative
12.0, 182.0, negative
176.0, 1359.0, negative
234.0, 1356.0, negative
205.0, 1315.0, negative
317.0, 366.0, negative
61.0, 1115.0, negative
90.0, -46.0, negative
332.0, 1268.0, negative
78.0, 308.0, negative
93.0, 807.0, negative
-84.0, 720.0, negative
316.0, 568.0, negative
198.0, 1017.0, negative
478.0, 1087.0, negative
58.0, 865.0, negative
83.0, 564.0, negative
-62.0, 887.0, negative
350.0, 51.0, negative
-63.0, 774.0, negative
482.0, 849.0, negative
349.0, 351.0, negative
-52.0, 743.0, negative
32.0, 591.0, negative
-66.0, 712.0, negative
