@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/03subcl5-800-7-50-bi/03subcl5-800-7-50-bi
@attribute a0 real [-84.0, 482.0]
@attribute a1 real [-282.0, 1483.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
194.0, -80.0, positive
58.0, 566.0, positive
277.0, 78.0, positive
133.0, 471.0, positive
333.0, 1300.0, positive
258.0, 1.0, positive
354.0, 136.0, positive
55.0, 402.0, positive
114.0, 1011.0, positive
290.0, 1011.0, positive
189.0, 224.0, positive
224.0, 427.0, positive
237.0, 287.0, positive
84.0, -1.0, positive
59.0, 249.0, positive
201.0, 510.0, positive
65.0, 196.0, positive
76.0, 361.0, positive
199.0, 1033.0, positive
166.0, 756.0, positive
121.0, 948.0, positive
321.0, 472.0, positive
185.0, 849.0, positive
335.0, 695.0, positive
315.0, 451.0, positive
309.0, 1207.0, positive
267.0, 850.0, positive
274.0, 931.0, positive
268.0, 858.0, positive
213.0, 1298.0, positive
238.0, 1169.0, positive
87.0, 310.0, positive
299.0, 1182.0, positive
125.0, 1263.0, positive
213.0, 1253.0, positive
242.0, 1245.0, positive
257.0, 1215.0, positive
138.0, 463.0, positive
413.0, -63.0, negative
12.0, 533.0, negative
38.0, 468.0, negative
482.0, 1228.0, negative
-49.0, 695.0, negative
45.0, 338.0, negative
0.0, 276.0, negative
313.0, 1383.0, negative
255.0, 738.0, negative
120.0, 1393.0, negative
73.0, 359.0, negative
323.0, 28.0, negative
259.0, -179.0, negative
332.0, 1268.0, negative
99.0, 310.0, negative
6.0, 994.0, negative
-47.0, 1365.0, negative
464.0, 288.0, negative
178.0, 787.0, negative
142.0, 451.0, negative
371.0, 1469.0, negative
228.0, 755.0, negative
473.0, 1.0, negative
398.0, 1079.0, negative
210.0, 1423.0, negative
9.0, 1229.0, negative
231.0, 1323.0, negative
326.0, 512.0, negative
412.0, 1018.0, negative
326.0, 307.0, negative
469.0, 956.0, negative
362.0, 611.0, negative
141.0, 1363.0, negative
410.0, 359.0, negative
335.0, 529.0, negative
146.0, 1462.0, negative
396.0, 226.0, negative
3.0, 285.0, negative
95.0, 17.0, negative
-72.0, 450.0, negative
418.0, 605.0, negative
471.0, 822.0, negative
-76.0, 1370.0, negative
5.0, 792.0, negative
18.0, 571.0, negative
-66.0, 712.0, negative
76.0, 905.0, negative
72.0, 1421.0, negative
312.0, 1012.0, negative
185.0, 1085.0, negative
467.0, 1064.0, negative
84.0, 1483.0, negative
81.0, 1345.0, negative
-7.0, 1311.0, negative
475.0, 1234.0, negative
458.0, -242.0, negative
113.0, -143.0, negative
0.0, 256.0, negative
-64.0, -230.0, negative
2.0, -37.0, negative
418.0, 454.0, negative
291.0, -189.0, negative
126.0, 1339.0, negative
345.0, -83.0, negative
92.0, 194.0, negative
479.0, 1383.0, negative
344.0, 1461.0, negative
463.0, 1265.0, negative
387.0, 901.0, negative
-17.0, 710.0, negative
428.0, 6.0, negative
329.0, 1228.0, negative
381.0, 1185.0, negative
62.0, 1333.0, negative
111.0, 1448.0, negative
81.0, 195.0, negative
358.0, 583.0, negative
440.0, 315.0, negative
-9.0, 639.0, negative
-6.0, 807.0, negative
435.0, 227.0, negative
421.0, 343.0, negative
23.0, 972.0, negative
-68.0, 1352.0, negative
156.0, 1011.0, negative
201.0, 1057.0, negative
-74.0, 511.0, negative
244.0, 1342.0, negative
1.0, -219.0, negative
69.0, 714.0, negative
10.0, 974.0, negative
296.0, 791.0, negative
162.0, 1385.0, negative
316.0, 1410.0, negative
-21.0, 1222.0, negative
316.0, 645.0, negative
418.0, 207.0, negative
77.0, 210.0, negative
364.0, 207.0, negative
31.0, 974.0, negative
236.0, 402.0, negative
482.0, 717.0, negative
317.0, 1300.0, negative
376.0, 1007.0, negative
61.0, 790.0, negative
313.0, 947.0, negative
198.0, 1017.0, negative
-42.0, -60.0, negative
73.0, 895.0, negative
260.0, 187.0, negative
115.0, 426.0, negative
93.0, 29.0, negative
443.0, 656.0, negative
7.0, 269.0, negative
378.0, 6.0, negative
23.0, 541.0, negative
415.0, 1216.0, negative
424.0, 590.0, negative
437.0, 1366.0, negative
-39.0, 660.0, negative
311.0, 1085.0, negative
336.0, 930.0, negative
-76.0, 1185.0, negative
122.0, 752.0, negative
434.0, 198.0, negative
461.0, 1401.0, negative
