@relation 03subcl5-800-7-50-BI-5-1tst
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
290.0,-57.0,positive
194.0,-80.0,positive
58.0,566.0,positive
323.0,1296.0,positive
358.0,91.0,positive
339.0,246.0,positive
189.0,224.0,positive
224.0,427.0,positive
84.0,-1.0,positive
201.0,510.0,positive
79.0,566.0,positive
65.0,196.0,positive
107.0,671.0,positive
235.0,147.0,positive
121.0,948.0,positive
315.0,451.0,positive
55.0,768.0,positive
284.0,1117.0,positive
353.0,-14.0,positive
138.0,463.0,positive
247.0,1098.0,negative
-56.0,779.0,negative
482.0,1228.0,negative
45.0,338.0,negative
259.0,-179.0,negative
25.0,1123.0,negative
396.0,1441.0,negative
327.0,929.0,negative
178.0,787.0,negative
467.0,-180.0,negative
447.0,575.0,negative
398.0,1079.0,negative
268.0,446.0,negative
326.0,307.0,negative
32.0,1005.0,negative
362.0,611.0,negative
-60.0,199.0,negative
54.0,927.0,negative
255.0,1383.0,negative
-24.0,-213.0,negative
335.0,529.0,negative
146.0,1462.0,negative
336.0,1116.0,negative
-66.0,712.0,negative
266.0,1044.0,negative
423.0,51.0,negative
458.0,-242.0,negative
291.0,-189.0,negative
9.0,486.0,negative
344.0,1461.0,negative
463.0,1265.0,negative
429.0,742.0,negative
111.0,1448.0,negative
-9.0,639.0,negative
435.0,227.0,negative
421.0,343.0,negative
298.0,130.0,negative
369.0,819.0,negative
23.0,972.0,negative
156.0,1011.0,negative
-74.0,511.0,negative
69.0,714.0,negative
296.0,791.0,negative
246.0,1395.0,negative
385.0,-93.0,negative
31.0,974.0,negative
459.0,-281.0,negative
482.0,717.0,negative
317.0,1300.0,negative
313.0,947.0,negative
464.0,1083.0,negative
315.0,866.0,negative
115.0,426.0,negative
17.0,1196.0,negative
93.0,29.0,negative
296.0,411.0,negative
479.0,-206.0,negative
-83.0,687.0,negative
472.0,1103.0,negative
424.0,590.0,negative
-39.0,660.0,negative
311.0,-13.0,negative
260.0,-144.0,negative
-39.0,225.0,negative
52.0,843.0,negative
-63.0,774.0,negative
54.0,1159.0,negative
254.0,-247.0,negative
28.0,1366.0,negative
410.0,-134.0,negative
140.0,1327.0,negative
430.0,949.0,negative
121.0,1030.0,negative
234.0,1356.0,negative
324.0,916.0,negative
394.0,616.0,negative
-5.0,1231.0,negative
184.0,-249.0,negative
49.0,844.0,negative
426.0,596.0,negative
376.0,716.0,negative
49.0,253.0,negative
-75.0,623.0,negative
19.0,-122.0,negative
-4.0,1319.0,negative
90.0,891.0,negative
-66.0,1344.0,negative
334.0,837.0,negative
34.0,-5.0,negative
-71.0,1024.0,negative
373.0,-230.0,negative
452.0,1182.0,negative
164.0,712.0,negative
150.0,-111.0,negative
353.0,1422.0,negative
378.0,-39.0,negative
258.0,1448.0,negative
209.0,-174.0,negative
346.0,1256.0,negative
406.0,1420.0,negative
29.0,-223.0,negative
73.0,1301.0,negative
25.0,499.0,negative
452.0,216.0,negative
446.0,668.0,negative
271.0,-129.0,negative
334.0,820.0,negative
364.0,1143.0,negative
474.0,-282.0,negative
349.0,351.0,negative
455.0,947.0,negative
97.0,1431.0,negative
146.0,467.0,negative
378.0,208.0,negative
451.0,697.0,negative
-16.0,-248.0,negative
149.0,1409.0,negative
-3.0,1369.0,negative
305.0,275.0,negative
-21.0,1185.0,negative
160.0,166.0,negative
78.0,-29.0,negative
-21.0,984.0,negative
108.0,-129.0,negative
15.0,807.0,negative
327.0,475.0,negative
478.0,1369.0,negative
-62.0,887.0,negative
393.0,429.0,negative
-14.0,784.0,negative
136.0,-115.0,negative
482.0,935.0,negative
182.0,-216.0,negative
283.0,-273.0,negative
451.0,1047.0,negative
277.0,437.0,negative
18.0,561.0,negative
394.0,1086.0,negative
346.0,362.0,negative
95.0,706.0,negative
