@relation  03subcl5-800-7-50-BI-5-5tra
@attribute a0 real[-84.0,482.0]
@attribute a1 real[-282.0,1483.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
141.0, 473.0, positive
268.0, 858.0, positive
184.0, 340.0, positive
235.0, 147.0, positive
84.0, -1.0, positive
202.0, 1159.0, positive
213.0, 1253.0, positive
304.0, -153.0, positive
69.0, 879.0, positive
213.0, 1298.0, positive
-36.0, -53.0, negative
350.0, 51.0, negative
130.0, 742.0, negative
412.0, 634.0, negative
271.0, -129.0, negative
284.0, -227.0, negative
39.0, 318.0, negative
440.0, 315.0, negative
185.0, 1085.0, negative
398.0, -226.0, negative
2.0, -219.0, negative
-4.0, 1345.0, negative
-19.0, 349.0, negative
25.0, 1123.0, negative
77.0, -128.0, negative
350.0, 1240.0, negative
-46.0, 415.0, negative
117.0, 439.0, negative
2.0, 512.0, negative
146.0, 1462.0, negative
42.0, 1245.0, negative
-58.0, 48.0, negative
-64.0, 614.0, negative
454.0, 1351.0, negative
62.0, 1333.0, negative
-14.0, 784.0, negative
400.0, 829.0, negative
316.0, 568.0, negative
38.0, 991.0, negative
-42.0, -29.0, negative
283.0, 179.0, negative
125.0, 1479.0, negative
389.0, 1013.0, negative
402.0, 614.0, negative
52.0, 944.0, negative
323.0, 74.0, negative
353.0, 1422.0, negative
244.0, 1342.0, negative
-26.0, 1181.0, negative
450.0, -27.0, negative
75.0, -174.0, negative
382.0, 752.0, negative
314.0, 940.0, negative
318.0, 1168.0, negative
126.0, 1339.0, negative
473.0, 1.0, negative
480.0, 1442.0, negative
317.0, 366.0, negative
-71.0, 1024.0, negative
28.0, 523.0, negative
327.0, 1102.0, negative
77.0, 210.0, negative
255.0, 1383.0, negative
156.0, 702.0, negative
394.0, 1086.0, negative
264.0, 156.0, negative
315.0, 897.0, negative
-66.0, 712.0, negative
-30.0, 561.0, negative
56.0, 575.0, negative
365.0, -188.0, negative
-5.0, -137.0, negative
52.0, 843.0, negative
341.0, 852.0, negative
206.0, 1411.0, negative
119.0, 142.0, negative
277.0, 437.0, negative
-51.0, 929.0, negative
238.0, 137.0, negative
467.0, 1064.0, negative
