@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/yeast4/yeast4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.42, 0.44, 0.48, 0.54, 0.5, 0.0, 0.48, 0.22, negative
0.46, 0.53, 0.52, 0.15, 0.5, 0.0, 0.58, 0.22, negative
0.78, 0.74, 0.42, 0.26, 0.5, 0.0, 0.43, 0.22, negative
0.86, 0.74, 0.51, 0.4, 0.5, 0.0, 0.55, 0.22, positive
0.48, 0.43, 0.51, 0.32, 0.5, 0.0, 0.52, 0.43, negative
0.6, 0.5, 0.44, 0.61, 0.5, 0.0, 0.47, 0.22, negative
0.28, 0.58, 0.21, 0.13, 0.5, 0.0, 0.51, 0.22, negative
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, negative
0.4, 0.44, 0.49, 0.47, 0.5, 0.0, 0.49, 0.27, negative
0.59, 0.48, 0.5, 0.14, 0.5, 0.0, 0.45, 0.25, negative
0.26, 0.36, 0.47, 0.34, 0.5, 0.0, 0.53, 0.72, negative
0.48, 0.61, 0.44, 0.2, 0.5, 0.0, 0.47, 0.22, negative
0.32, 0.57, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, negative
0.46, 0.43, 0.38, 0.33, 0.5, 0.0, 0.48, 0.28, negative
0.5, 0.52, 0.6, 0.51, 0.5, 0.0, 0.48, 0.22, negative
0.5, 0.4, 0.56, 0.7, 0.5, 0.0, 0.5, 0.22, negative
0.55, 0.45, 0.45, 0.54, 0.5, 0.0, 0.5, 0.22, negative
0.56, 0.52, 0.48, 0.17, 0.5, 0.0, 0.46, 0.22, negative
0.53, 0.38, 0.66, 0.25, 0.5, 0.0, 0.43, 0.22, negative
0.82, 0.75, 0.54, 0.23, 0.5, 0.0, 0.46, 0.22, negative
0.2, 0.26, 0.52, 0.14, 0.5, 0.0, 0.53, 0.44, negative
0.39, 0.28, 0.46, 0.12, 0.5, 0.0, 0.41, 0.22, negative
0.35, 0.4, 0.59, 0.22, 0.5, 0.0, 0.47, 0.37, negative
0.55, 0.54, 0.56, 0.22, 0.5, 0.0, 0.5, 0.37, negative
0.36, 0.24, 0.49, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.53, 0.61, 0.52, 0.21, 0.5, 0.0, 0.55, 0.3, negative
0.69, 0.6, 0.51, 0.13, 0.5, 0.83, 0.52, 0.22, negative
0.56, 0.59, 0.53, 0.16, 0.5, 0.0, 0.24, 0.42, negative
0.45, 0.56, 0.49, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.31, 0.31, 0.54, 0.18, 0.5, 0.0, 0.52, 0.29, negative
0.4, 0.48, 0.5, 0.17, 0.5, 0.0, 0.54, 0.5, negative
0.58, 0.48, 0.56, 0.12, 0.5, 0.0, 0.46, 0.25, negative
0.58, 0.45, 0.48, 0.24, 0.5, 0.0, 0.52, 0.37, negative
0.38, 0.49, 0.61, 0.13, 0.5, 0.0, 0.54, 0.22, negative
