@relation 04clover5z-600-5-60-BI-5-4tst
@attribute a0 real[-572.0,535.0]
@attribute a1 real[-413.0,411.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
71.0,76.0,positive
175.0,87.0,positive
334.0,152.0,positive
50.0,17.0,positive
60.0,60.0,positive
-40.0,162.0,positive
-109.0,267.0,positive
-332.0,-61.0,positive
314.0,193.0,positive
-327.0,19.0,positive
-32.0,-226.0,positive
153.0,195.0,positive
-135.0,-239.0,positive
8.0,-255.0,positive
160.0,9.0,positive
-89.0,-295.0,positive
148.0,-127.0,positive
-299.0,79.0,positive
19.0,-203.0,positive
303.0,-208.0,positive
-554.0,81.0,negative
-408.0,306.0,negative
315.0,-325.0,negative
120.0,-20.0,negative
-499.0,-401.0,negative
-467.0,90.0,negative
51.0,-178.0,negative
263.0,-413.0,negative
285.0,-358.0,negative
232.0,98.0,negative
260.0,-2.0,negative
535.0,326.0,negative
427.0,201.0,negative
-540.0,-286.0,negative
410.0,319.0,negative
-514.0,-109.0,negative
440.0,-299.0,negative
-548.0,0.0,negative
-29.0,351.0,negative
-458.0,-299.0,negative
-463.0,-256.0,negative
215.0,44.0,negative
-189.0,160.0,negative
321.0,65.0,negative
261.0,-62.0,negative
302.0,-288.0,negative
489.0,-321.0,negative
371.0,-122.0,negative
-456.0,170.0,negative
-15.0,383.0,negative
54.0,172.0,negative
-162.0,249.0,negative
-537.0,121.0,negative
-413.0,-351.0,negative
-433.0,11.0,negative
496.0,-121.0,negative
-23.0,-265.0,negative
355.0,-42.0,negative
-137.0,278.0,negative
-283.0,406.0,negative
-391.0,-256.0,negative
265.0,402.0,negative
-24.0,346.0,negative
36.0,-300.0,negative
-149.0,280.0,negative
484.0,368.0,negative
324.0,88.0,negative
-191.0,291.0,negative
-364.0,-207.0,negative
5.0,-155.0,negative
166.0,-309.0,negative
-417.0,-198.0,negative
14.0,369.0,negative
-254.0,-234.0,negative
462.0,-115.0,negative
-480.0,-305.0,negative
56.0,227.0,negative
-345.0,336.0,negative
-223.0,-365.0,negative
419.0,-175.0,negative
-397.0,1.0,negative
477.0,-177.0,negative
-531.0,-113.0,negative
-487.0,303.0,negative
22.0,191.0,negative
380.0,-365.0,negative
-376.0,-21.0,negative
29.0,328.0,negative
14.0,293.0,negative
79.0,-296.0,negative
337.0,-189.0,negative
-160.0,80.0,negative
-195.0,269.0,negative
-256.0,123.0,negative
504.0,374.0,negative
-472.0,355.0,negative
-5.0,-310.0,negative
4.0,-297.0,negative
448.0,351.0,negative
-179.0,185.0,negative
-282.0,-239.0,negative
-403.0,78.0,negative
-465.0,-153.0,negative
116.0,-387.0,negative
-389.0,-9.0,negative
-420.0,57.0,negative
523.0,76.0,negative
-90.0,125.0,negative
-329.0,381.0,negative
-50.0,-286.0,negative
-303.0,-354.0,negative
-413.0,238.0,negative
77.0,-140.0,negative
162.0,359.0,negative
23.0,368.0,negative
-490.0,35.0,negative
456.0,-101.0,negative
70.0,-302.0,negative
278.0,147.0,negative
19.0,179.0,negative
