@relation  04clover5z-600-5-60-BI-5-5tra
@attribute a0 real[-572.0,535.0]
@attribute a1 real[-413.0,411.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
-72.0, 223.0, positive
-89.0, -295.0, positive
-305.0, -74.0, positive
83.0, 173.0, positive
52.0, 55.0, positive
-130.0, -69.0, positive
67.0, -164.0, positive
303.0, -208.0, positive
-18.0, 135.0, positive
314.0, 193.0, positive
-123.0, 68.0, negative
232.0, 296.0, negative
-552.0, -218.0, negative
522.0, -281.0, negative
448.0, 351.0, negative
246.0, -303.0, negative
-514.0, -109.0, negative
-365.0, 278.0, negative
-309.0, -268.0, negative
-454.0, 239.0, negative
513.0, -38.0, negative
-538.0, 377.0, negative
90.0, -24.0, negative
95.0, 322.0, negative
79.0, -296.0, negative
-382.0, -22.0, negative
377.0, 259.0, negative
-320.0, -85.0, negative
346.0, 352.0, negative
-55.0, 315.0, negative
451.0, 206.0, negative
134.0, -338.0, negative
-14.0, 381.0, negative
-486.0, -22.0, negative
-90.0, 408.0, negative
-521.0, -310.0, negative
348.0, -366.0, negative
430.0, -210.0, negative
368.0, -64.0, negative
-256.0, 123.0, negative
-216.0, -361.0, negative
480.0, -154.0, negative
-389.0, -296.0, negative
434.0, -10.0, negative
251.0, -73.0, negative
84.0, 116.0, negative
22.0, 191.0, negative
-133.0, -358.0, negative
30.0, -260.0, negative
-347.0, 169.0, negative
-287.0, 367.0, negative
-123.0, -51.0, negative
-262.0, -238.0, negative
305.0, -103.0, negative
220.0, 1.0, negative
-9.0, -183.0, negative
162.0, 284.0, negative
450.0, -384.0, negative
-179.0, 185.0, negative
-410.0, -390.0, negative
-50.0, 166.0, positive
-50.0, -311.0, positive
-325.0, -28.0, positive
31.0, 187.0, positive
50.0, 17.0, positive
-127.0, -31.0, positive
32.0, -96.0, positive
309.0, -146.0, positive
-90.0, 99.0, positive
335.0, 170.0, positive
-127.0, 126.0, negative
183.0, 295.0, negative
-538.0, -165.0, negative
488.0, -300.0, negative
462.0, 327.0, negative
251.0, -361.0, negative
-496.0, -127.0, negative
-340.0, 310.0, negative
-303.0, -287.0, negative
-402.0, 214.0, negative
490.0, -14.0, negative
-572.0, 411.0, negative
93.0, 17.0, negative
70.0, 361.0, negative
96.0, -282.0, negative
-389.0, -9.0, negative
388.0, 275.0, negative
-324.0, -121.0, negative
300.0, 390.0, negative
-35.0, 275.0, negative
427.0, 201.0, negative
170.0, -316.0, negative
1.0, 381.0, negative
-490.0, 35.0, negative
-142.0, 378.0, negative
-480.0, -305.0, negative
313.0, -396.0, negative
446.0, -204.0, negative
355.0, -42.0, negative
-252.0, 169.0, negative
-206.0, -334.0, negative
496.0, -121.0, negative
-391.0, -256.0, negative
449.0, 49.0, negative
251.0, -97.0, negative
53.0, 153.0, negative
-15.0, 199.0, negative
-102.0, -389.0, negative
5.0, -248.0, negative
-351.0, 153.0, negative
-289.0, 325.0, negative
-156.0, -139.0, negative
-234.0, -228.0, negative
337.0, -189.0, negative
215.0, 44.0, negative
51.0, -178.0, negative
162.0, 359.0, negative
476.0, -370.0, negative
-201.0, 219.0, negative
-448.0, -407.0, negative
-109.0, 267.0, positive
-99.0, -384.0, positive
-342.0, -12.0, positive
117.0, 116.0, positive
27.0, 76.0, positive
-87.0, -39.0, positive
148.0, -127.0, positive
299.0, -109.0, positive
-102.0, 110.0, positive
334.0, 258.0, positive
-165.0, 81.0, negative
230.0, 219.0, negative
-540.0, -286.0, negative
519.0, -342.0, negative
484.0, 368.0, negative
302.0, -288.0, negative
-454.0, -115.0, negative
-343.0, 330.0, negative
-291.0, -272.0, negative
-451.0, 137.0, negative
464.0, -39.0, negative
-476.0, 373.0, negative
57.0, -3.0, negative
42.0, 320.0, negative
36.0, -296.0, negative
-397.0, 1.0, negative
420.0, 258.0, negative
-330.0, -115.0, negative
265.0, 402.0, negative
-29.0, 351.0, negative
447.0, 149.0, negative
166.0, -309.0, negative
-9.0, 411.0, negative
-433.0, 11.0, negative
-165.0, 347.0, negative
-533.0, -359.0, negative
382.0, -401.0, negative
449.0, -191.0, negative
394.0, -91.0, negative
-226.0, 80.0, negative
-231.0, -331.0, negative
462.0, -115.0, negative
-399.0, -259.0, negative
460.0, 52.0, negative
261.0, -62.0, negative
51.0, 78.0, negative
-8.0, 216.0, negative
-133.0, -224.0, negative
-4.0, -261.0, negative
-331.0, 168.0, negative
-329.0, 381.0, negative
-145.0, -157.0, negative
-241.0, -282.0, negative
349.0, -184.0, negative
226.0, 49.0, negative
54.0, -156.0, negative
188.0, 239.0, negative
486.0, -382.0, negative
-162.0, 249.0, negative
-564.0, -386.0, negative
-115.0, 185.0, positive
-135.0, -239.0, positive
-327.0, 19.0, positive
33.0, 129.0, positive
105.0, 24.0, positive
-145.0, 5.0, positive
98.0, -53.0, positive
234.0, -237.0, positive
-60.0, 19.0, positive
234.0, 249.0, positive
-170.0, 76.0, negative
240.0, 224.0, negative
-498.0, -205.0, negative
519.0, -217.0, negative
456.0, 294.0, negative
317.0, -305.0, negative
-567.0, -84.0, negative
-345.0, 336.0, negative
-307.0, -242.0, negative
-510.0, 207.0, negative
497.0, -95.0, negative
-540.0, 293.0, negative
129.0, -43.0, negative
101.0, 253.0, negative
104.0, -270.0, negative
-369.0, 29.0, negative
412.0, 242.0, negative
-374.0, -107.0, negative
243.0, 390.0, negative
-24.0, 346.0, negative
473.0, 170.0, negative
116.0, -387.0, negative
12.0, 388.0, negative
-548.0, 0.0, negative
-183.0, 370.0, negative
-486.0, -291.0, negative
315.0, -325.0, negative
419.0, -175.0, negative
347.0, -30.0, negative
-216.0, 89.0, negative
-184.0, -375.0, negative
452.0, -128.0, negative
-398.0, -335.0, negative
351.0, 15.0, negative
239.0, -59.0, negative
54.0, 172.0, negative
37.0, 237.0, negative
-163.0, -233.0, negative
2.0, -279.0, negative
-377.0, 141.0, negative
-231.0, 330.0, negative
-9.0, -8.0, negative
-357.0, -222.0, negative
348.0, -199.0, negative
216.0, 54.0, negative
71.0, -176.0, negative
163.0, 390.0, negative
461.0, -348.0, negative
-562.0, 92.0, negative
-568.0, -400.0, negative
-40.0, 162.0, positive
-78.0, -189.0, positive
-199.0, -62.0, positive
71.0, 76.0, positive
32.0, -29.0, positive
-96.0, -18.0, positive
8.0, -250.0, positive
218.0, -59.0, positive
-139.0, 113.0, positive
223.0, 96.0, positive
-171.0, 57.0, negative
267.0, 259.0, negative
-505.0, -248.0, negative
496.0, -247.0, negative
446.0, 274.0, negative
288.0, -261.0, negative
-500.0, -23.0, negative
-408.0, 306.0, negative
-322.0, -280.0, negative
-487.0, 303.0, negative
473.0, -69.0, negative
-476.0, 406.0, negative
118.0, 39.0, negative
79.0, 265.0, negative
36.0, -300.0, negative
-419.0, -47.0, negative
386.0, 318.0, negative
-259.0, -69.0, negative
327.0, 181.0, negative
-31.0, 361.0, negative
473.0, 162.0, negative
148.0, -246.0, negative
14.0, 369.0, negative
-498.0, 80.0, negative
-137.0, 278.0, negative
-464.0, -302.0, negative
401.0, -391.0, negative
442.0, -244.0, negative
371.0, -122.0, negative
-171.0, 121.0, negative
-206.0, -309.0, negative
455.0, -117.0, negative
-413.0, -266.0, negative
479.0, 90.0, negative
247.0, -109.0, negative
26.0, 96.0, negative
-16.0, 220.0, negative
-53.0, -297.0, negative
-5.0, -242.0, negative
-395.0, 163.0, negative
-263.0, 270.0, negative
-90.0, 125.0, negative
-303.0, -354.0, negative
260.0, -2.0, negative
158.0, 14.0, negative
66.0, -202.0, negative
200.0, 227.0, negative
432.0, -347.0, negative
-554.0, 81.0, negative
511.0, 261.0, negative
-22.0, 265.0, positive
-164.0, -253.0, positive
-299.0, 79.0, positive
153.0, 195.0, positive
-14.0, 13.0, positive
-73.0, -47.0, positive
8.0, -255.0, positive
193.0, -53.0, positive
-150.0, 144.0, positive
-123.0, 391.0, positive
-176.0, 74.0, negative
216.0, 360.0, negative
-551.0, -315.0, negative
521.0, -208.0, negative
410.0, 319.0, negative
198.0, -344.0, negative
-463.0, -72.0, negative
-414.0, 307.0, negative
-273.0, -276.0, negative
-494.0, 301.0, negative
510.0, -124.0, negative
-443.0, 368.0, negative
56.0, -94.0, negative
125.0, 279.0, negative
102.0, -263.0, negative
-405.0, 22.0, negative
392.0, 316.0, negative
-233.0, -106.0, negative
195.0, 352.0, negative
-73.0, 386.0, negative
490.0, 166.0, negative
145.0, -223.0, negative
9.0, 406.0, negative
-500.0, 79.0, negative
59.0, 408.0, negative
-458.0, -299.0, negative
388.0, -323.0, negative
448.0, -172.0, negative
348.0, -112.0, negative
-183.0, 94.0, negative
-267.0, -364.0, negative
441.0, -128.0, negative
-411.0, -330.0, negative
312.0, 3.0, negative
233.0, -39.0, negative
99.0, 210.0, negative
