@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/04clover5z-600-5-60-bi/04clover5z-600-5-60-bi
@attribute a0 real [-572.0, 535.0]
@attribute a1 real [-413.0, 411.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
-50.0, -311.0, positive
175.0, 87.0, positive
31.0, 187.0, positive
335.0, 170.0, positive
329.0, 210.0, positive
117.0, 116.0, positive
116.0, 136.0, positive
33.0, 129.0, positive
-90.0, 99.0, positive
-37.0, 105.0, positive
-332.0, -61.0, positive
27.0, 76.0, positive
314.0, 193.0, positive
117.0, -7.0, positive
-86.0, 21.0, positive
-127.0, -31.0, positive
-305.0, -74.0, positive
83.0, 173.0, positive
-327.0, 19.0, positive
-342.0, -12.0, positive
334.0, 258.0, positive
-226.0, 75.0, positive
-32.0, -226.0, positive
234.0, 249.0, positive
-147.0, 264.0, positive
153.0, 195.0, positive
-135.0, -239.0, positive
8.0, -255.0, positive
160.0, 9.0, positive
-89.0, -295.0, positive
-102.0, 110.0, positive
8.0, -250.0, positive
154.0, 195.0, positive
-163.0, 212.0, positive
148.0, -127.0, positive
-299.0, 79.0, positive
32.0, -29.0, positive
-14.0, 13.0, positive
-167.0, 403.0, positive
-120.0, 94.0, positive
171.0, -116.0, positive
259.0, -133.0, negative
-156.0, -139.0, negative
-11.0, -378.0, negative
490.0, -319.0, negative
186.0, -84.0, negative
315.0, -325.0, negative
-529.0, 197.0, negative
-384.0, -195.0, negative
305.0, 395.0, negative
412.0, 242.0, negative
-467.0, 90.0, negative
173.0, -294.0, negative
263.0, -413.0, negative
134.0, 44.0, negative
185.0, -262.0, negative
496.0, 99.0, negative
285.0, -358.0, negative
260.0, -2.0, negative
300.0, 390.0, negative
449.0, -191.0, negative
427.0, 201.0, negative
379.0, 376.0, negative
-295.0, -383.0, negative
410.0, 319.0, negative
-476.0, 373.0, negative
445.0, -63.0, negative
-181.0, 213.0, negative
-90.0, 408.0, negative
-165.0, 81.0, negative
311.0, -273.0, negative
522.0, -281.0, negative
129.0, -43.0, negative
398.0, 334.0, negative
70.0, 361.0, negative
440.0, -299.0, negative
-548.0, 0.0, negative
-391.0, 71.0, negative
510.0, -124.0, negative
-399.0, -259.0, negative
79.0, 265.0, negative
348.0, -199.0, negative
441.0, -128.0, negative
-222.0, -171.0, negative
-197.0, -255.0, negative
5.0, -248.0, negative
-252.0, 169.0, negative
-360.0, 322.0, negative
-463.0, -256.0, negative
215.0, 44.0, negative
453.0, -167.0, negative
312.0, 3.0, negative
268.0, -399.0, negative
451.0, 206.0, negative
-498.0, -205.0, negative
447.0, 149.0, negative
302.0, -288.0, negative
-333.0, -308.0, negative
-162.0, 40.0, negative
220.0, 1.0, negative
-15.0, 383.0, negative
490.0, 166.0, negative
243.0, 390.0, negative
-537.0, 121.0, negative
-73.0, 386.0, negative
-23.0, -265.0, negative
-137.0, 278.0, negative
210.0, 355.0, negative
-226.0, 384.0, negative
-525.0, -412.0, negative
35.0, 396.0, negative
-391.0, -256.0, negative
368.0, -64.0, negative
265.0, 402.0, negative
406.0, -276.0, negative
462.0, 327.0, negative
18.0, 75.0, negative
-128.0, 199.0, negative
444.0, -38.0, negative
348.0, -112.0, negative
76.0, -382.0, negative
506.0, 341.0, negative
-486.0, -22.0, negative
-191.0, 291.0, negative
5.0, -155.0, negative
388.0, -323.0, negative
351.0, 15.0, negative
166.0, -309.0, negative
93.0, 17.0, negative
-417.0, -198.0, negative
226.0, -214.0, negative
467.0, -286.0, negative
486.0, -382.0, negative
332.0, 107.0, negative
-306.0, -249.0, negative
462.0, -115.0, negative
-500.0, 79.0, negative
8.0, -352.0, negative
-480.0, -305.0, negative
-320.0, -85.0, negative
437.0, 365.0, negative
-413.0, -266.0, negative
233.0, -39.0, negative
134.0, -338.0, negative
56.0, 227.0, negative
84.0, 116.0, negative
147.0, 184.0, negative
-223.0, -365.0, negative
-102.0, -389.0, negative
-397.0, 1.0, negative
437.0, -367.0, negative
456.0, 294.0, negative
-487.0, 303.0, negative
36.0, -296.0, negative
-128.0, -393.0, negative
435.0, -367.0, negative
-444.0, -94.0, negative
162.0, 284.0, negative
-8.0, 216.0, negative
-16.0, 220.0, negative
380.0, -365.0, negative
-376.0, -21.0, negative
479.0, 90.0, negative
-171.0, 57.0, negative
-303.0, -287.0, negative
449.0, 49.0, negative
-191.0, -298.0, negative
377.0, 22.0, negative
134.0, 171.0, negative
-165.0, 347.0, negative
430.0, -210.0, negative
104.0, -270.0, negative
337.0, -189.0, negative
-384.0, 349.0, negative
522.0, 342.0, negative
-163.0, -233.0, negative
-195.0, 269.0, negative
-159.0, 258.0, negative
54.0, -156.0, negative
350.0, 79.0, negative
-256.0, 123.0, negative
504.0, 374.0, negative
-472.0, 355.0, negative
-5.0, -310.0, negative
4.0, -297.0, negative
432.0, 199.0, negative
-184.0, -375.0, negative
-365.0, 278.0, negative
-454.0, -115.0, negative
448.0, 351.0, negative
347.0, -30.0, negative
-460.0, 79.0, negative
143.0, 197.0, negative
-171.0, 121.0, negative
-282.0, -239.0, negative
-398.0, -394.0, negative
434.0, -10.0, negative
305.0, -103.0, negative
101.0, 253.0, negative
232.0, 296.0, negative
-403.0, 78.0, negative
-464.0, -302.0, negative
-123.0, -51.0, negative
