@relation 04clover5z-600-5-60-BI-5-3tst
@attribute a0 real[-572.0,535.0]
@attribute a1 real[-413.0,411.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
335.0,170.0,positive
52.0,55.0,positive
309.0,-146.0,positive
-90.0,99.0,positive
-130.0,-69.0,positive
189.0,35.0,positive
-127.0,-31.0,positive
-145.0,5.0,positive
-78.0,-189.0,positive
-115.0,185.0,positive
-164.0,-253.0,positive
8.0,-250.0,positive
154.0,195.0,positive
61.0,-63.0,positive
32.0,-29.0,positive
32.0,-96.0,positive
275.0,-214.0,positive
98.0,-53.0,positive
-120.0,94.0,positive
171.0,-116.0,positive
490.0,-319.0,negative
473.0,162.0,negative
-297.0,-76.0,negative
522.0,286.0,negative
305.0,395.0,negative
-514.0,71.0,negative
173.0,-294.0,negative
349.0,-184.0,negative
-395.0,163.0,negative
300.0,390.0,negative
449.0,-191.0,negative
-451.0,137.0,negative
-234.0,-228.0,negative
-295.0,-383.0,negative
-476.0,373.0,negative
-448.0,-156.0,negative
-90.0,408.0,negative
473.0,-69.0,negative
-411.0,-330.0,negative
-165.0,81.0,negative
-420.0,-359.0,negative
311.0,-273.0,negative
398.0,334.0,negative
50.0,255.0,negative
-391.0,71.0,negative
59.0,408.0,negative
188.0,188.0,negative
375.0,-90.0,negative
-399.0,-259.0,negative
79.0,265.0,negative
-272.0,231.0,negative
-252.0,169.0,negative
-313.0,247.0,negative
-410.0,-390.0,negative
473.0,170.0,negative
-162.0,40.0,negative
71.0,-176.0,negative
-454.0,239.0,negative
220.0,1.0,negative
-142.0,378.0,negative
-572.0,411.0,negative
-347.0,169.0,negative
35.0,396.0,negative
399.0,260.0,negative
432.0,-347.0,negative
-151.0,162.0,negative
461.0,-348.0,negative
448.0,-172.0,negative
-524.0,-409.0,negative
-306.0,-249.0,negative
-500.0,79.0,negative
-413.0,-266.0,negative
233.0,-39.0,negative
-9.0,411.0,negative
251.0,-361.0,negative
-429.0,-204.0,negative
147.0,184.0,negative
251.0,-73.0,negative
456.0,294.0,negative
-128.0,-393.0,negative
479.0,90.0,negative
-171.0,57.0,negative
66.0,-202.0,negative
-382.0,-22.0,negative
-165.0,347.0,negative
54.0,-156.0,negative
-498.0,80.0,negative
519.0,-217.0,negative
-568.0,-400.0,negative
163.0,390.0,negative
-365.0,278.0,negative
-267.0,-364.0,negative
-460.0,79.0,negative
-171.0,121.0,negative
-398.0,-394.0,negative
247.0,-109.0,negative
-287.0,367.0,negative
346.0,352.0,negative
261.0,236.0,negative
-426.0,150.0,negative
-307.0,-242.0,negative
-24.0,320.0,negative
497.0,-95.0,negative
-309.0,-268.0,negative
246.0,-303.0,negative
-231.0,330.0,negative
-5.0,-242.0,negative
-183.0,94.0,negative
56.0,373.0,negative
-231.0,-331.0,negative
42.0,320.0,negative
195.0,352.0,negative
511.0,261.0,negative
-443.0,368.0,negative
-563.0,-111.0,negative
231.0,318.0,negative
446.0,274.0,negative
-446.0,104.0,negative
-476.0,406.0,negative
-324.0,-121.0,negative
