@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/03subcl5-800-7-70-bi/03subcl5-800-7-70-bi
@attribute a0 real [-84.0, 482.0]
@attribute a1 real [-282.0, 1483.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
223.0, 763.0, positive
59.0, -67.0, positive
141.0, 473.0, positive
69.0, 1074.0, positive
58.0, 566.0, positive
133.0, 471.0, positive
333.0, 1300.0, positive
69.0, 879.0, positive
168.0, 789.0, positive
354.0, 136.0, positive
358.0, 91.0, positive
339.0, 246.0, positive
86.0, 1171.0, positive
227.0, 342.0, positive
358.0, 1233.0, positive
150.0, 1342.0, positive
59.0, 249.0, positive
65.0, 196.0, positive
199.0, 1033.0, positive
235.0, 147.0, positive
166.0, 756.0, positive
345.0, 663.0, positive
179.0, 1308.0, positive
53.0, 1176.0, positive
335.0, 695.0, positive
177.0, 825.0, positive
309.0, 1207.0, positive
344.0, 140.0, positive
211.0, 881.0, positive
274.0, 931.0, positive
213.0, 1298.0, positive
238.0, 1169.0, positive
290.0, 1202.0, positive
295.0, 714.0, positive
87.0, 182.0, positive
95.0, -46.0, positive
353.0, -14.0, positive
266.0, 1177.0, positive
257.0, 1215.0, positive
326.0, 512.0, negative
326.0, 307.0, negative
58.0, 1270.0, negative
321.0, 381.0, negative
54.0, 927.0, negative
141.0, 1363.0, negative
461.0, 990.0, negative
410.0, 359.0, negative
396.0, 226.0, negative
95.0, 17.0, negative
458.0, 536.0, negative
-72.0, 450.0, negative
-3.0, 1049.0, negative
-84.0, 720.0, negative
312.0, 1012.0, negative
185.0, 1085.0, negative
467.0, 1064.0, negative
423.0, 51.0, negative
81.0, 1345.0, negative
-7.0, 1311.0, negative
475.0, 1234.0, negative
113.0, -143.0, negative
0.0, 256.0, negative
2.0, -37.0, negative
43.0, 207.0, negative
456.0, 713.0, negative
126.0, 1339.0, negative
11.0, -265.0, negative
262.0, 788.0, negative
169.0, -144.0, negative
429.0, 742.0, negative
-17.0, 710.0, negative
375.0, -243.0, negative
428.0, 6.0, negative
21.0, 757.0, negative
62.0, 1333.0, negative
358.0, 583.0, negative
24.0, 849.0, negative
-9.0, 639.0, negative
435.0, 227.0, negative
421.0, 343.0, negative
395.0, 1287.0, negative
298.0, 130.0, negative
156.0, 1011.0, negative
-74.0, 511.0, negative
350.0, 1320.0, negative
188.0, 1348.0, negative
341.0, 852.0, negative
309.0, 1142.0, negative
156.0, 702.0, negative
-19.0, 349.0, negative
69.0, 714.0, negative
10.0, 974.0, negative
296.0, 791.0, negative
246.0, 1395.0, negative
93.0, 807.0, negative
316.0, 1410.0, negative
-21.0, 1222.0, negative
-12.0, 370.0, negative
418.0, 207.0, negative
364.0, 207.0, negative
462.0, 1335.0, negative
482.0, 717.0, negative
61.0, 790.0, negative
313.0, 947.0, negative
464.0, 1083.0, negative
73.0, 895.0, negative
305.0, 77.0, negative
315.0, 866.0, negative
30.0, 1421.0, negative
115.0, 426.0, negative
-13.0, 511.0, negative
443.0, 656.0, negative
412.0, 634.0, negative
463.0, -206.0, negative
-83.0, 687.0, negative
378.0, 6.0, negative
23.0, 541.0, negative
415.0, 1216.0, negative
149.0, 426.0, negative
122.0, 752.0, negative
434.0, 198.0, negative
452.0, -160.0, negative
453.0, 1365.0, negative
-39.0, 225.0, negative
396.0, 784.0, negative
2.0, 1345.0, negative
-53.0, 1405.0, negative
54.0, 1159.0, negative
-17.0, -205.0, negative
-81.0, 142.0, negative
120.0, -166.0, negative
-42.0, -29.0, negative
140.0, 1327.0, negative
450.0, -27.0, negative
16.0, 1002.0, negative
-64.0, 614.0, negative
432.0, 103.0, negative
326.0, 274.0, negative
-52.0, 507.0, negative
121.0, 1030.0, negative
401.0, 166.0, negative
12.0, -146.0, negative
408.0, 523.0, negative
-70.0, 1324.0, negative
348.0, 604.0, negative
-14.0, 1237.0, negative
-51.0, 1099.0, negative
184.0, 495.0, negative
57.0, 1394.0, negative
215.0, 736.0, negative
438.0, 1266.0, negative
-37.0, 1396.0, negative
401.0, 165.0, negative
349.0, -3.0, negative
205.0, 1315.0, negative
54.0, 797.0, negative
13.0, 757.0, negative
-10.0, 422.0, negative
46.0, 1461.0, negative
434.0, 829.0, negative
391.0, 370.0, negative
39.0, 318.0, negative
91.0, -163.0, negative
279.0, 1457.0, negative
391.0, 1433.0, negative
-75.0, 623.0, negative
336.0, 398.0, negative
90.0, 891.0, negative
17.0, 336.0, negative
-58.0, 48.0, negative
-51.0, -93.0, negative
120.0, -268.0, negative
-4.0, 1345.0, negative
441.0, 1183.0, negative
178.0, -102.0, negative
334.0, 837.0, negative
327.0, 434.0, negative
128.0, 1400.0, negative
137.0, 791.0, negative
403.0, -12.0, negative
241.0, -109.0, negative
-8.0, 433.0, negative
119.0, 1046.0, negative
361.0, -130.0, negative
350.0, 1006.0, negative
150.0, -111.0, negative
303.0, 816.0, negative
-66.0, 1090.0, negative
19.0, 140.0, negative
32.0, 591.0, negative
389.0, 1013.0, negative
258.0, 1448.0, negative
209.0, -174.0, negative
379.0, 1259.0, negative
32.0, 1031.0, negative
2.0, -219.0, negative
-47.0, 338.0, negative
406.0, 1420.0, negative
29.0, -223.0, negative
45.0, 615.0, negative
73.0, 1301.0, negative
350.0, 51.0, negative
447.0, 890.0, negative
384.0, 998.0, negative
342.0, 1045.0, negative
441.0, 1444.0, negative
20.0, 736.0, negative
311.0, -76.0, negative
93.0, 722.0, negative
-35.0, -267.0, negative
181.0, -110.0, negative
34.0, 1033.0, negative
388.0, 1357.0, negative
130.0, 742.0, negative
271.0, -129.0, negative
334.0, 820.0, negative
323.0, 112.0, negative
0.0, 545.0, negative
-4.0, 1056.0, negative
377.0, 615.0, negative
-9.0, 77.0, negative
474.0, -282.0, negative
447.0, 118.0, negative
61.0, 1115.0, negative
371.0, 1103.0, negative
7.0, -8.0, negative
97.0, 1152.0, negative
450.0, 403.0, negative
3.0, 574.0, negative
420.0, 700.0, negative
358.0, -188.0, negative
96.0, 94.0, negative
467.0, -202.0, negative
397.0, 1151.0, negative
398.0, -226.0, negative
97.0, 1431.0, negative
146.0, 467.0, negative
323.0, 74.0, negative
453.0, 483.0, negative
347.0, 536.0, negative
149.0, 1409.0, negative
14.0, 968.0, negative
-3.0, 1369.0, negative
47.0, 205.0, negative
315.0, -14.0, negative
305.0, 275.0, negative
48.0, 406.0, negative
-43.0, 426.0, negative
-21.0, 1185.0, negative
160.0, 166.0, negative
208.0, 143.0, negative
-21.0, 984.0, negative
108.0, -129.0, negative
-18.0, 1029.0, negative
242.0, 1098.0, negative
-69.0, -77.0, negative
-14.0, 933.0, negative
-68.0, 609.0, negative
-49.0, 1142.0, negative
31.0, 466.0, negative
393.0, 429.0, negative
-32.0, -277.0, negative
434.0, 439.0, negative
-54.0, 925.0, negative
268.0, 482.0, negative
206.0, 797.0, negative
145.0, 1460.0, negative
391.0, 80.0, negative
128.0, 1379.0, negative
87.0, 1288.0, negative
350.0, 1240.0, negative
482.0, 935.0, negative
-9.0, 1456.0, negative
408.0, 728.0, negative
283.0, -273.0, negative
