@relation  04clover5z-800-7-60-BI-5-5tra
@attribute a0 real[-573.0,535.0]
@attribute a1 real[-413.0,411.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
-115.0, 185.0, positive
-135.0, -239.0, positive
-327.0, 19.0, positive
33.0, 129.0, positive
27.0, 76.0, positive
-145.0, 5.0, positive
-37.0, 105.0, positive
148.0, -127.0, positive
234.0, -237.0, positive
-102.0, 110.0, positive
153.0, 195.0, positive
334.0, 258.0, positive
189.0, 35.0, positive
-186.0, 82.0, positive
-136.0, 172.0, positive
-32.0, -226.0, positive
-139.0, 113.0, positive
105.0, 24.0, positive
218.0, -59.0, positive
160.0, 9.0, positive
-365.0, -311.0, negative
186.0, -84.0, negative
-454.0, 239.0, negative
-420.0, -359.0, negative
215.0, 44.0, negative
-569.0, -315.0, negative
12.0, -372.0, negative
521.0, -90.0, negative
425.0, -211.0, negative
-159.0, 258.0, negative
350.0, 79.0, negative
-165.0, 81.0, negative
19.0, 179.0, negative
447.0, 149.0, negative
429.0, 285.0, negative
198.0, -344.0, negative
-15.0, 383.0, negative
475.0, -286.0, negative
-168.0, -151.0, negative
-9.0, -8.0, negative
-391.0, 71.0, negative
36.0, -296.0, negative
-505.0, 246.0, negative
191.0, -304.0, negative
-305.0, 244.0, negative
-35.0, 275.0, negative
-540.0, 293.0, negative
-331.0, 168.0, negative
-403.0, 78.0, negative
137.0, -304.0, negative
-378.0, -86.0, negative
448.0, 28.0, negative
-479.0, 10.0, negative
107.0, 219.0, negative
490.0, 366.0, negative
-517.0, -336.0, negative
398.0, 48.0, negative
-391.0, -256.0, negative
-480.0, -305.0, negative
-365.0, 278.0, negative
-120.0, 136.0, negative
99.0, 210.0, negative
338.0, -229.0, negative
93.0, 17.0, negative
-50.0, -286.0, negative
437.0, -367.0, negative
-547.0, -124.0, negative
73.0, 240.0, negative
-43.0, -31.0, negative
-281.0, -345.0, negative
66.0, -202.0, negative
489.0, -321.0, negative
267.0, 259.0, negative
-306.0, -249.0, negative
217.0, 270.0, negative
70.0, -302.0, negative
-195.0, 269.0, negative
247.0, -109.0, negative
398.0, 334.0, negative
-297.0, -76.0, negative
-289.0, 325.0, negative
-148.0, 320.0, negative
305.0, 395.0, negative
304.0, 325.0, negative
119.0, 376.0, negative
-236.0, -163.0, negative
-226.0, 80.0, negative
388.0, 275.0, negative
523.0, 76.0, negative
-445.0, 353.0, negative
-522.0, -108.0, negative
-175.0, 183.0, negative
513.0, -38.0, negative
476.0, -370.0, negative
-477.0, -316.0, negative
412.0, 143.0, negative
53.0, 153.0, negative
-443.0, 368.0, negative
-222.0, -171.0, negative
297.0, -55.0, negative
388.0, -323.0, negative
199.0, 249.0, negative
14.0, 369.0, negative
452.0, -128.0, negative
-374.0, -107.0, negative
437.0, 365.0, negative
134.0, 44.0, negative
30.0, -260.0, negative
-126.0, 405.0, negative
170.0, -316.0, negative
-160.0, 80.0, negative
311.0, -273.0, negative
453.0, -167.0, negative
-148.0, 62.0, negative
-420.0, 57.0, negative
-537.0, 121.0, negative
-227.0, -321.0, negative
23.0, 368.0, negative
185.0, -262.0, negative
163.0, 269.0, negative
-184.0, -375.0, negative
116.0, -387.0, negative
376.0, -329.0, negative
-405.0, -270.0, negative
421.0, 116.0, negative
-525.0, 260.0, negative
-480.0, -178.0, negative
-540.0, -286.0, negative
-404.0, -73.0, negative
-395.0, -280.0, negative
441.0, -128.0, negative
375.0, -90.0, negative
-253.0, -285.0, negative
-329.0, 381.0, negative
252.0, 23.0, negative
111.0, 343.0, negative
285.0, -358.0, negative
-145.0, -157.0, negative
-73.0, 386.0, negative
260.0, 1.0, negative
-496.0, -127.0, negative
425.0, -111.0, negative
506.0, 341.0, negative
-9.0, 411.0, negative
448.0, 400.0, negative
-191.0, -298.0, negative
-53.0, -297.0, negative
-399.0, -259.0, negative
-567.0, 319.0, negative
-363.0, -80.0, negative
355.0, -42.0, negative
188.0, 239.0, negative
139.0, 46.0, negative
324.0, -154.0, negative
268.0, -399.0, negative
349.0, -311.0, negative
497.0, 12.0, negative
327.0, 181.0, negative
-142.0, 67.0, negative
357.0, 182.0, negative
