@relation paw02a-800-7-60-BI-5-1tst
@attribute a0 real[-63.0,762.0]
@attribute a1 real[66.0,990.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
623.0,660.0,positive
613.0,734.0,positive
366.0,493.0,positive
403.0,352.0,positive
315.0,732.0,positive
514.0,233.0,positive
125.0,408.0,positive
441.0,358.0,positive
435.0,629.0,positive
476.0,702.0,positive
538.0,648.0,positive
543.0,469.0,positive
461.0,661.0,positive
443.0,807.0,positive
360.0,523.0,positive
541.0,646.0,positive
590.0,722.0,positive
200.0,526.0,positive
373.0,751.0,positive
430.0,575.0,positive
422.0,976.0,negative
573.0,547.0,negative
308.0,876.0,negative
212.0,332.0,negative
236.0,615.0,negative
-31.0,751.0,negative
202.0,629.0,negative
-37.0,951.0,negative
-8.0,79.0,negative
439.0,234.0,negative
671.0,800.0,negative
559.0,66.0,negative
69.0,713.0,negative
557.0,526.0,negative
566.0,342.0,negative
27.0,683.0,negative
335.0,978.0,negative
188.0,273.0,negative
669.0,886.0,negative
8.0,947.0,negative
209.0,155.0,negative
-19.0,406.0,negative
240.0,620.0,negative
415.0,934.0,negative
743.0,390.0,negative
423.0,826.0,negative
341.0,922.0,negative
129.0,806.0,negative
523.0,579.0,negative
563.0,82.0,negative
518.0,512.0,negative
699.0,760.0,negative
721.0,356.0,negative
84.0,409.0,negative
577.0,886.0,negative
336.0,609.0,negative
167.0,832.0,negative
25.0,797.0,negative
99.0,545.0,negative
693.0,255.0,negative
257.0,952.0,negative
55.0,135.0,negative
575.0,324.0,negative
156.0,567.0,negative
728.0,513.0,negative
365.0,216.0,negative
-27.0,821.0,negative
152.0,985.0,negative
-27.0,67.0,negative
321.0,882.0,negative
707.0,896.0,negative
390.0,192.0,negative
62.0,447.0,negative
268.0,753.0,negative
623.0,404.0,negative
420.0,100.0,negative
1.0,504.0,negative
221.0,856.0,negative
91.0,297.0,negative
52.0,307.0,negative
174.0,267.0,negative
435.0,213.0,negative
-46.0,176.0,negative
55.0,230.0,negative
463.0,150.0,negative
356.0,621.0,negative
106.0,906.0,negative
513.0,783.0,negative
197.0,120.0,negative
67.0,530.0,negative
689.0,118.0,negative
69.0,215.0,negative
300.0,298.0,negative
721.0,630.0,negative
644.0,554.0,negative
146.0,773.0,negative
76.0,920.0,negative
456.0,842.0,negative
242.0,268.0,negative
739.0,949.0,negative
255.0,352.0,negative
73.0,197.0,negative
229.0,737.0,negative
271.0,606.0,negative
152.0,261.0,negative
547.0,407.0,negative
-38.0,857.0,negative
752.0,296.0,negative
700.0,385.0,negative
558.0,794.0,negative
45.0,698.0,negative
578.0,236.0,negative
73.0,519.0,negative
746.0,486.0,negative
372.0,964.0,negative
551.0,420.0,negative
325.0,208.0,negative
-34.0,126.0,negative
322.0,793.0,negative
405.0,947.0,negative
700.0,145.0,negative
535.0,775.0,negative
406.0,526.0,negative
296.0,147.0,negative
552.0,718.0,negative
499.0,96.0,negative
720.0,189.0,negative
612.0,267.0,negative
607.0,938.0,negative
512.0,307.0,negative
135.0,407.0,negative
103.0,624.0,negative
253.0,702.0,negative
19.0,940.0,negative
661.0,835.0,negative
425.0,583.0,negative
592.0,448.0,negative
292.0,199.0,negative
-12.0,805.0,negative
259.0,833.0,negative
268.0,168.0,negative
501.0,466.0,negative
135.0,803.0,negative
614.0,331.0,negative
413.0,506.0,negative
193.0,169.0,negative
550.0,367.0,negative
291.0,92.0,negative
709.0,414.0,negative
603.0,103.0,negative
441.0,472.0,negative
203.0,347.0,negative
506.0,188.0,negative
604.0,410.0,negative
228.0,666.0,negative
728.0,939.0,negative
273.0,691.0,negative
373.0,112.0,negative
667.0,653.0,negative
609.0,933.0,negative
