@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-800-7-60-bi/paw02a-800-7-60-bi
@attribute a0 real [-63.0, 762.0]
@attribute a1 real [66.0, 990.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
613.0, 734.0, positive
125.0, 408.0, positive
441.0, 358.0, positive
588.0, 652.0, positive
518.0, 638.0, positive
488.0, 649.0, positive
541.0, 646.0, positive
4.0, 582.0, negative
352.0, 753.0, negative
671.0, 800.0, negative
167.0, 263.0, negative
733.0, 641.0, negative
576.0, 128.0, negative
727.0, 192.0, negative
143.0, 99.0, negative
29.0, 354.0, negative
460.0, 481.0, negative
71.0, 610.0, negative
160.0, 788.0, negative
175.0, 719.0, negative
728.0, 169.0, negative
370.0, 984.0, negative
524.0, 590.0, negative
257.0, 952.0, negative
474.0, 254.0, negative
728.0, 513.0, negative
-27.0, 821.0, negative
-27.0, 67.0, negative
666.0, 220.0, negative
532.0, 289.0, negative
147.0, 117.0, negative
135.0, 250.0, negative
551.0, 125.0, negative
500.0, 860.0, negative
513.0, 783.0, negative
689.0, 118.0, negative
306.0, 874.0, negative
83.0, 505.0, negative
107.0, 899.0, negative
325.0, 660.0, negative
739.0, 949.0, negative
360.0, 236.0, negative
439.0, 812.0, negative
-38.0, 857.0, negative
752.0, 296.0, negative
746.0, 486.0, negative
-35.0, 391.0, negative
488.0, 272.0, negative
434.0, 890.0, negative
488.0, 192.0, negative
31.0, 646.0, negative
563.0, 819.0, negative
105.0, 506.0, negative
515.0, 210.0, negative
512.0, 307.0, negative
119.0, 772.0, negative
643.0, 161.0, negative
-2.0, 219.0, negative
614.0, 331.0, negative
610.0, 381.0, negative
291.0, 92.0, negative
604.0, 410.0, negative
667.0, 653.0, negative
527.0, 363.0, positive
301.0, 267.0, positive
255.0, 412.0, positive
352.0, 958.0, negative
-6.0, 386.0, negative
357.0, 772.0, negative
423.0, 197.0, negative
685.0, 752.0, negative
740.0, 233.0, negative
653.0, 838.0, negative
133.0, 229.0, negative
757.0, 749.0, negative
186.0, 148.0, negative
165.0, 554.0, negative
-39.0, 116.0, negative
106.0, 546.0, negative
525.0, 832.0, negative
