@relation paw02a-800-7-60-BI-5-3tst
@attribute a0 real[-63.0,762.0]
@attribute a1 real[66.0,990.0]
@attribute a2{positive,negative}
@inputs a0, a1
@outputs a2
@data
145.0,499.0,positive
298.0,485.0,positive
615.0,609.0,positive
259.0,656.0,positive
542.0,331.0,positive
318.0,627.0,positive
411.0,757.0,positive
551.0,295.0,positive
252.0,459.0,positive
175.0,563.0,positive
263.0,553.0,positive
274.0,410.0,positive
159.0,507.0,positive
156.0,540.0,positive
140.0,617.0,positive
299.0,549.0,positive
322.0,567.0,positive
343.0,662.0,positive
220.0,479.0,positive
253.0,516.0,positive
756.0,619.0,negative
672.0,564.0,negative
277.0,736.0,negative
378.0,195.0,negative
4.0,582.0,negative
738.0,692.0,negative
162.0,636.0,negative
718.0,114.0,negative
598.0,165.0,negative
174.0,210.0,negative
76.0,311.0,negative
591.0,972.0,negative
709.0,485.0,negative
-19.0,609.0,negative
167.0,263.0,negative
587.0,966.0,negative
698.0,315.0,negative
727.0,192.0,negative
79.0,534.0,negative
-44.0,389.0,negative
143.0,99.0,negative
-38.0,208.0,negative
281.0,276.0,negative
165.0,330.0,negative
-55.0,632.0,negative
755.0,902.0,negative
643.0,428.0,negative
197.0,337.0,negative
466.0,188.0,negative
446.0,913.0,negative
229.0,848.0,negative
670.0,690.0,negative
623.0,119.0,negative
57.0,92.0,negative
701.0,342.0,negative
558.0,460.0,negative
-33.0,318.0,negative
728.0,169.0,negative
540.0,304.0,negative
131.0,618.0,negative
511.0,143.0,negative
544.0,966.0,negative
-24.0,181.0,negative
661.0,821.0,negative
345.0,917.0,negative
250.0,711.0,negative
740.0,911.0,negative
707.0,139.0,negative
532.0,289.0,negative
148.0,894.0,negative
264.0,277.0,negative
147.0,117.0,negative
87.0,292.0,negative
611.0,650.0,negative
195.0,619.0,negative
370.0,135.0,negative
405.0,783.0,negative
286.0,908.0,negative
551.0,125.0,negative
550.0,447.0,negative
703.0,859.0,negative
313.0,240.0,negative
607.0,732.0,negative
390.0,197.0,negative
416.0,955.0,negative
351.0,776.0,negative
83.0,505.0,negative
698.0,584.0,negative
240.0,918.0,negative
154.0,143.0,negative
243.0,619.0,negative
600.0,187.0,negative
347.0,636.0,negative
97.0,280.0,negative
217.0,830.0,negative
244.0,818.0,negative
-7.0,620.0,negative
624.0,618.0,negative
264.0,127.0,negative
720.0,357.0,negative
750.0,285.0,negative
704.0,842.0,negative
-60.0,81.0,negative
123.0,214.0,negative
66.0,88.0,negative
-8.0,503.0,negative
687.0,518.0,negative
723.0,429.0,negative
537.0,861.0,negative
227.0,944.0,negative
7.0,332.0,negative
50.0,593.0,negative
663.0,501.0,negative
-12.0,251.0,negative
756.0,822.0,negative
753.0,615.0,negative
118.0,956.0,negative
-21.0,152.0,negative
116.0,717.0,negative
395.0,888.0,negative
-16.0,761.0,negative
33.0,942.0,negative
-1.0,569.0,negative
488.0,192.0,negative
-56.0,404.0,negative
696.0,837.0,negative
571.0,694.0,negative
323.0,196.0,negative
693.0,302.0,negative
590.0,894.0,negative
584.0,928.0,negative
382.0,461.0,negative
515.0,210.0,negative
408.0,788.0,negative
496.0,202.0,negative
738.0,806.0,negative
394.0,442.0,negative
643.0,161.0,negative
594.0,731.0,negative
8.0,821.0,negative
394.0,177.0,negative
-47.0,384.0,negative
625.0,128.0,negative
298.0,771.0,negative
139.0,155.0,negative
610.0,381.0,negative
252.0,600.0,negative
32.0,180.0,negative
505.0,983.0,negative
166.0,92.0,negative
353.0,124.0,negative
286.0,845.0,negative
269.0,151.0,negative
318.0,423.0,negative
713.0,171.0,negative
81.0,432.0,negative
605.0,356.0,negative
6.0,541.0,negative
252.0,888.0,negative
46.0,233.0,negative
