@relation /Users/vgarciaj/Software-2016-05-17/dist/.a/paw02a-800-7-60-bi/paw02a-800-7-60-bi
@attribute a0 real [-63.0, 762.0]
@attribute a1 real [66.0, 990.0]
@attribute a2 {positive, negative}
@inputs a0, a1
@outputs a2
@data
358.0, 400.0, positive
623.0, 660.0, positive
415.0, 294.0, positive
224.0, 622.0, positive
145.0, 499.0, positive
298.0, 485.0, positive
366.0, 493.0, positive
422.0, 495.0, positive
373.0, 563.0, positive
509.0, 848.0, positive
606.0, 633.0, positive
347.0, 386.0, positive
399.0, 280.0, positive
615.0, 609.0, positive
121.0, 552.0, positive
286.0, 645.0, positive
259.0, 656.0, positive
403.0, 352.0, positive
315.0, 732.0, positive
301.0, 479.0, positive
514.0, 233.0, positive
399.0, 335.0, positive
179.0, 607.0, positive
594.0, 387.0, positive
542.0, 331.0, positive
433.0, 684.0, positive
301.0, 632.0, positive
438.0, 844.0, positive
487.0, 276.0, positive
390.0, 626.0, positive
435.0, 629.0, positive
318.0, 627.0, positive
411.0, 757.0, positive
476.0, 702.0, positive
538.0, 648.0, positive
543.0, 469.0, positive
459.0, 489.0, positive
551.0, 295.0, positive
517.0, 630.0, positive
461.0, 661.0, positive
443.0, 807.0, positive
268.0, 309.0, positive
360.0, 523.0, positive
463.0, 778.0, positive
342.0, 463.0, positive
287.0, 383.0, positive
313.0, 731.0, positive
252.0, 459.0, positive
175.0, 563.0, positive
234.0, 433.0, positive
263.0, 553.0, positive
501.0, 497.0, positive
393.0, 798.0, positive
307.0, 515.0, positive
241.0, 673.0, positive
274.0, 410.0, positive
159.0, 507.0, positive
590.0, 722.0, positive
156.0, 540.0, positive
291.0, 260.0, positive
111.0, 601.0, positive
140.0, 617.0, positive
299.0, 549.0, positive
458.0, 540.0, positive
322.0, 567.0, positive
200.0, 526.0, positive
343.0, 662.0, positive
373.0, 751.0, positive
192.0, 576.0, positive
220.0, 479.0, positive
253.0, 516.0, positive
338.0, 524.0, positive
430.0, 575.0, positive
510.0, 810.0, negative
756.0, 619.0, negative
672.0, 564.0, negative
422.0, 976.0, negative
69.0, 433.0, negative
252.0, 854.0, negative
573.0, 547.0, negative
734.0, 220.0, negative
665.0, 738.0, negative
687.0, 641.0, negative
277.0, 736.0, negative
308.0, 876.0, negative
545.0, 736.0, negative
212.0, 332.0, negative
539.0, 412.0, negative
378.0, 195.0, negative
66.0, 618.0, negative
696.0, 300.0, negative
662.0, 91.0, negative
556.0, 379.0, negative
111.0, 727.0, negative
738.0, 692.0, negative
391.0, 795.0, negative
354.0, 105.0, negative
162.0, 636.0, negative
718.0, 114.0, negative
502.0, 434.0, negative
364.0, 956.0, negative
532.0, 584.0, negative
-49.0, 620.0, negative
236.0, 615.0, negative
598.0, 165.0, negative
-31.0, 751.0, negative
316.0, 634.0, negative
753.0, 849.0, negative
174.0, 210.0, negative
202.0, 629.0, negative
76.0, 311.0, negative
-37.0, 951.0, negative
596.0, 85.0, negative
279.0, 274.0, negative
591.0, 972.0, negative
453.0, 506.0, negative
-8.0, 79.0, negative
709.0, 485.0, negative
183.0, 212.0, negative
439.0, 234.0, negative
-19.0, 609.0, negative
15.0, 630.0, negative
510.0, 95.0, negative
492.0, 199.0, negative
559.0, 66.0, negative
463.0, 578.0, negative
502.0, 235.0, negative
69.0, 713.0, negative
542.0, 507.0, negative
557.0, 526.0, negative
587.0, 966.0, negative
566.0, 342.0, negative
762.0, 895.0, negative
92.0, 517.0, negative
698.0, 315.0, negative
79.0, 534.0, negative
27.0, 683.0, negative
335.0, 978.0, negative
646.0, 951.0, negative
-44.0, 389.0, negative
1.0, 203.0, negative
188.0, 273.0, negative
-38.0, 208.0, negative
669.0, 886.0, negative
281.0, 276.0, negative
165.0, 330.0, negative
8.0, 947.0, negative
209.0, 155.0, negative
-19.0, 406.0, negative
609.0, 410.0, negative
695.0, 458.0, negative
228.0, 768.0, negative
296.0, 986.0, negative
716.0, 451.0, negative
57.0, 158.0, negative
240.0, 620.0, negative
50.0, 126.0, negative
-55.0, 632.0, negative
752.0, 214.0, negative
660.0, 903.0, negative
415.0, 934.0, negative
691.0, 194.0, negative
-45.0, 529.0, negative
755.0, 902.0, negative
743.0, 390.0, negative
643.0, 428.0, negative
65.0, 239.0, negative
423.0, 826.0, negative
623.0, 305.0, negative
692.0, 385.0, negative
746.0, 426.0, negative
197.0, 337.0, negative
341.0, 922.0, negative
216.0, 243.0, negative
466.0, 188.0, negative
367.0, 251.0, negative
209.0, 182.0, negative
21.0, 194.0, negative
446.0, 913.0, negative
95.0, 890.0, negative
229.0, 848.0, negative
670.0, 690.0, negative
129.0, 806.0, negative
452.0, 573.0, negative
623.0, 119.0, negative
18.0, 242.0, negative
523.0, 579.0, negative
57.0, 92.0, negative
701.0, 342.0, negative
596.0, 533.0, negative
563.0, 82.0, negative
308.0, 775.0, negative
518.0, 512.0, negative
699.0, 760.0, negative
467.0, 581.0, negative
222.0, 709.0, negative
603.0, 602.0, negative
696.0, 696.0, negative
558.0, 460.0, negative
397.0, 172.0, negative
232.0, 613.0, negative
-33.0, 318.0, negative
524.0, 933.0, negative
305.0, 687.0, negative
721.0, 356.0, negative
446.0, 469.0, negative
716.0, 720.0, negative
640.0, 392.0, negative
84.0, 409.0, negative
23.0, 719.0, negative
577.0, 886.0, negative
336.0, 609.0, negative
185.0, 846.0, negative
167.0, 832.0, negative
25.0, 797.0, negative
99.0, 545.0, negative
527.0, 531.0, negative
693.0, 255.0, negative
540.0, 304.0, negative
438.0, 476.0, negative
131.0, 618.0, negative
729.0, 715.0, negative
511.0, 143.0, negative
544.0, 966.0, negative
-37.0, 665.0, negative
55.0, 135.0, negative
40.0, 542.0, negative
703.0, 398.0, negative
575.0, 324.0, negative
156.0, 567.0, negative
105.0, 718.0, negative
733.0, 393.0, negative
346.0, 232.0, negative
-24.0, 181.0, negative
261.0, 841.0, negative
520.0, 927.0, negative
365.0, 216.0, negative
194.0, 959.0, negative
152.0, 985.0, negative
390.0, 973.0, negative
585.0, 467.0, negative
661.0, 821.0, negative
71.0, 242.0, negative
321.0, 882.0, negative
637.0, 457.0, negative
561.0, 979.0, negative
57.0, 896.0, negative
345.0, 917.0, negative
707.0, 896.0, negative
686.0, 140.0, negative
250.0, 711.0, negative
576.0, 398.0, negative
390.0, 192.0, negative
62.0, 447.0, negative
268.0, 753.0, negative
694.0, 485.0, negative
648.0, 79.0, negative
623.0, 404.0, negative
420.0, 100.0, negative
251.0, 843.0, negative
740.0, 911.0, negative
352.0, 956.0, negative
724.0, 941.0, negative
1.0, 504.0, negative
221.0, 856.0, negative
91.0, 297.0, negative
448.0, 140.0, negative
652.0, 167.0, negative
280.0, 966.0, negative
625.0, 546.0, negative
433.0, 549.0, negative
52.0, 307.0, negative
374.0, 943.0, negative
707.0, 139.0, negative
174.0, 267.0, negative
435.0, 213.0, negative
148.0, 894.0, negative
711.0, 209.0, negative
698.0, 336.0, negative
264.0, 277.0, negative
87.0, 292.0, negative
611.0, 650.0, negative
195.0, 619.0, negative
-46.0, 176.0, negative
-27.0, 71.0, negative
708.0, 400.0, negative
-9.0, 619.0, negative
370.0, 135.0, negative
5.0, 187.0, negative
125.0, 433.0, negative
689.0, 938.0, negative
55.0, 230.0, negative
463.0, 150.0, negative
405.0, 783.0, negative
286.0, 908.0, negative
117.0, 399.0, negative
356.0, 621.0, negative
106.0, 906.0, negative
750.0, 145.0, negative
43.0, 300.0, negative
197.0, 120.0, negative
287.0, 92.0, negative
676.0, 333.0, negative
67.0, 530.0, negative
719.0, 330.0, negative
-32.0, 401.0, negative
550.0, 447.0, negative
335.0, 586.0, negative
703.0, 859.0, negative
146.0, 224.0, negative
0.0, 869.0, negative
313.0, 240.0, negative
607.0, 732.0, negative
390.0, 197.0, negative
69.0, 215.0, negative
416.0, 955.0, negative
484.0, 847.0, negative
351.0, 776.0, negative
582.0, 779.0, negative
300.0, 298.0, negative
721.0, 630.0, negative
385.0, 896.0, negative
698.0, 584.0, negative
644.0, 554.0, negative
78.0, 504.0, negative
-47.0, 285.0, negative
240.0, 918.0, negative
661.0, 224.0, negative
154.0, 143.0, negative
722.0, 423.0, negative
374.0, 858.0, negative
146.0, 773.0, negative
67.0, 153.0, negative
684.0, 293.0, negative
441.0, 226.0, negative
615.0, 317.0, negative
189.0, 410.0, negative
243.0, 619.0, negative
600.0, 187.0, negative
347.0, 636.0, negative
76.0, 920.0, negative
97.0, 280.0, negative
456.0, 842.0, negative
242.0, 268.0, negative
217.0, 830.0, negative
244.0, 818.0, negative
-7.0, 620.0, negative
624.0, 618.0, negative
264.0, 127.0, negative
18.0, 448.0, negative
720.0, 357.0, negative
336.0, 837.0, negative
-37.0, 344.0, negative
750.0, 285.0, negative
704.0, 842.0, negative
-60.0, 81.0, negative
11.0, 927.0, negative
359.0, 182.0, negative
255.0, 352.0, negative
485.0, 966.0, negative
226.0, 108.0, negative
91.0, 840.0, negative
164.0, 121.0, negative
-56.0, 96.0, negative
697.0, 561.0, negative
372.0, 519.0, negative
73.0, 197.0, negative
698.0, 923.0, negative
622.0, 495.0, negative
20.0, 618.0, negative
229.0, 737.0, negative
271.0, 606.0, negative
123.0, 214.0, negative
235.0, 665.0, negative
152.0, 261.0, negative
66.0, 88.0, negative
547.0, 407.0, negative
-8.0, 503.0, negative
687.0, 518.0, negative
476.0, 550.0, negative
723.0, 429.0, negative
149.0, 941.0, negative
622.0, 923.0, negative
537.0, 861.0, negative
63.0, 617.0, negative
79.0, 597.0, negative
17.0, 190.0, negative
419.0, 552.0, negative
227.0, 944.0, negative
700.0, 385.0, negative
558.0, 794.0, negative
7.0, 332.0, negative
213.0, 775.0, negative
16.0, 357.0, negative
45.0, 698.0, negative
450.0, 95.0, negative
578.0, 236.0, negative
734.0, 422.0, negative
386.0, 238.0, negative
73.0, 519.0, negative
50.0, 593.0, negative
663.0, 501.0, negative
238.0, 625.0, negative
481.0, 545.0, negative
-12.0, 251.0, negative
756.0, 822.0, negative
657.0, 427.0, negative
753.0, 615.0, negative
190.0, 899.0, negative
296.0, 670.0, negative
372.0, 964.0, negative
359.0, 257.0, negative
551.0, 420.0, negative
63.0, 769.0, negative
656.0, 884.0, negative
118.0, 956.0, negative
325.0, 208.0, negative
-34.0, 126.0, negative
-21.0, 152.0, negative
-4.0, 867.0, negative
322.0, 793.0, negative
55.0, 796.0, negative
472.0, 279.0, negative
677.0, 659.0, negative
646.0, 946.0, negative
116.0, 717.0, negative
405.0, 947.0, negative
700.0, 145.0, negative
340.0, 934.0, negative
485.0, 831.0, negative
535.0, 775.0, negative
395.0, 888.0, negative
-16.0, 761.0, negative
557.0, 531.0, negative
509.0, 923.0, negative
744.0, 821.0, negative
302.0, 237.0, negative
33.0, 942.0, negative
674.0, 208.0, negative
484.0, 931.0, negative
381.0, 942.0, negative
109.0, 877.0, negative
406.0, 526.0, negative
-1.0, 569.0, negative
296.0, 147.0, negative
-56.0, 404.0, negative
115.0, 499.0, negative
552.0, 718.0, negative
536.0, 885.0, negative
696.0, 837.0, negative
571.0, 694.0, negative
121.0, 393.0, negative
504.0, 797.0, negative
323.0, 196.0, negative
356.0, 519.0, negative
499.0, 96.0, negative
482.0, 235.0, negative
720.0, 189.0, negative
693.0, 302.0, negative
612.0, 267.0, negative
697.0, 977.0, negative
-63.0, 933.0, negative
124.0, 305.0, negative
590.0, 894.0, negative
512.0, 809.0, negative
584.0, 928.0, negative
91.0, 180.0, negative
64.0, 363.0, negative
607.0, 938.0, negative
-41.0, 678.0, negative
622.0, 390.0, negative
382.0, 461.0, negative
337.0, 889.0, negative
396.0, 773.0, negative
233.0, 758.0, negative
408.0, 788.0, negative
-19.0, 361.0, negative
112.0, 139.0, negative
187.0, 346.0, negative
-39.0, 966.0, negative
-25.0, 408.0, negative
761.0, 424.0, negative
135.0, 407.0, negative
218.0, 851.0, negative
607.0, 611.0, negative
496.0, 202.0, negative
439.0, 854.0, negative
-37.0, 363.0, negative
738.0, 806.0, negative
394.0, 442.0, negative
594.0, 731.0, negative
103.0, 624.0, negative
253.0, 702.0, negative
734.0, 543.0, negative
8.0, 821.0, negative
570.0, 722.0, negative
19.0, 940.0, negative
394.0, 177.0, negative
-47.0, 384.0, negative
661.0, 835.0, negative
425.0, 583.0, negative
625.0, 128.0, negative
298.0, 771.0, negative
319.0, 681.0, negative
154.0, 385.0, negative
592.0, 448.0, negative
372.0, 222.0, negative
117.0, 705.0, negative
569.0, 765.0, negative
418.0, 799.0, negative
231.0, 228.0, negative
615.0, 272.0, negative
139.0, 155.0, negative
292.0, 199.0, negative
558.0, 975.0, negative
719.0, 496.0, negative
449.0, 462.0, negative
-12.0, 805.0, negative
744.0, 718.0, negative
62.0, 756.0, negative
5.0, 329.0, negative
17.0, 282.0, negative
259.0, 833.0, negative
-54.0, 132.0, negative
268.0, 168.0, negative
501.0, 466.0, negative
135.0, 803.0, negative
413.0, 506.0, negative
193.0, 169.0, negative
8.0, 174.0, negative
550.0, 367.0, negative
252.0, 600.0, negative
32.0, 180.0, negative
505.0, 983.0, negative
709.0, 414.0, negative
166.0, 92.0, negative
353.0, 124.0, negative
603.0, 103.0, negative
483.0, 201.0, negative
321.0, 255.0, negative
286.0, 845.0, negative
269.0, 151.0, negative
-60.0, 176.0, negative
624.0, 180.0, negative
232.0, 735.0, negative
318.0, 423.0, negative
287.0, 912.0, negative
441.0, 472.0, negative
61.0, 227.0, negative
752.0, 427.0, negative
14.0, 770.0, negative
106.0, 516.0, negative
713.0, 171.0, negative
596.0, 532.0, negative
341.0, 588.0, negative
203.0, 347.0, negative
671.0, 974.0, negative
629.0, 733.0, negative
66.0, 775.0, negative
649.0, 989.0, negative
506.0, 188.0, negative
750.0, 163.0, negative
568.0, 869.0, negative
81.0, 432.0, negative
228.0, 666.0, negative
-58.0, 886.0, negative
605.0, 356.0, negative
6.0, 541.0, negative
728.0, 939.0, negative
558.0, 161.0, negative
297.0, 655.0, negative
273.0, 691.0, negative
252.0, 888.0, negative
102.0, 719.0, negative
46.0, 233.0, negative
373.0, 112.0, negative
609.0, 933.0, negative
194.0, 614.0, positive
268.0, 325.0, positive
316.0, 366.0, positive
502.0, 350.0, positive
349.0, 339.0, positive
386.0, 409.0, positive
359.0, 484.0, positive
455.0, 526.0, positive
456.0, 825.0, positive
349.0, 757.0, positive
180.0, 407.0, positive
386.0, 836.0, positive
538.0, 808.0, positive
229.0, 437.0, positive
492.0, 846.0, positive
249.0, 410.0, positive
282.0, 501.0, positive
445.0, 577.0, negative
643.0, 603.0, negative
584.0, 581.0, negative
738.0, 257.0, negative
197.0, 969.0, negative
247.0, 373.0, negative
728.0, 172.0, negative
681.0, 292.0, negative
706.0, 588.0, negative
716.0, 711.0, negative
59.0, 873.0, negative
141.0, 443.0, negative
651.0, 886.0, negative
624.0, 322.0, negative
61.0, 555.0, negative
682.0, 755.0, negative
51.0, 476.0, negative
331.0, 679.0, negative
160.0, 220.0, negative
595.0, 223.0, negative
1.0, 959.0, negative
313.0, 836.0, negative
490.0, 175.0, negative
400.0, 816.0, negative
408.0, 986.0, negative
433.0, 459.0, negative
541.0, 462.0, negative
686.0, 477.0, negative
-7.0, 299.0, negative
588.0, 206.0, negative
279.0, 222.0, negative
115.0, 183.0, negative
166.0, 562.0, negative
165.0, 556.0, negative
-62.0, 990.0, negative
677.0, 818.0, negative
242.0, 808.0, negative
11.0, 527.0, negative
308.0, 961.0, negative
101.0, 701.0, negative
268.0, 671.0, negative
628.0, 481.0, negative
82.0, 687.0, negative
375.0, 876.0, negative
644.0, 711.0, negative
605.0, 628.0, negative
88.0, 562.0, negative
487.0, 182.0, negative
463.0, 850.0, negative
726.0, 101.0, negative
431.0, 502.0, negative
55.0, 873.0, negative
537.0, 485.0, negative
699.0, 98.0, negative
356.0, 990.0, negative
497.0, 924.0, negative
488.0, 478.0, negative
268.0, 88.0, negative
688.0, 118.0, negative
-58.0, 434.0, negative
32.0, 424.0, negative
544.0, 180.0, negative
647.0, 120.0, negative
137.0, 207.0, negative
220.0, 195.0, negative
752.0, 912.0, negative
172.0, 667.0, negative
366.0, 196.0, negative
25.0, 400.0, negative
591.0, 413.0, negative
539.0, 449.0, negative
134.0, 257.0, negative
345.0, 888.0, negative
542.0, 780.0, negative
645.0, 820.0, negative
547.0, 189.0, negative
226.0, 635.0, negative
29.0, 72.0, negative
137.0, 132.0, negative
733.0, 251.0, negative
92.0, 439.0, negative
191.0, 158.0, negative
202.0, 124.0, negative
327.0, 245.0, negative
392.0, 246.0, negative
26.0, 357.0, negative
17.0, 260.0, negative
703.0, 416.0, negative
416.0, 190.0, negative
8.0, 984.0, negative
452.0, 951.0, negative
603.0, 204.0, negative
293.0, 216.0, negative
257.0, 605.0, negative
32.0, 925.0, negative
655.0, 489.0, negative
168.0, 946.0, negative
193.0, 399.0, negative
527.0, 441.0, negative
753.0, 943.0, negative
295.0, 930.0, negative
95.0, 810.0, negative
166.0, 344.0, negative
728.0, 659.0, negative
267.0, 938.0, negative
439.0, 122.0, negative
709.0, 558.0, negative
29.0, 430.0, negative
242.0, 281.0, negative
164.0, 327.0, negative
197.0, 184.0, negative
623.0, 682.0, negative
48.0, 103.0, negative
146.0, 424.0, negative
55.0, 556.0, negative
582.0, 230.0, negative
541.0, 874.0, negative
274.0, 682.0, negative
248.0, 841.0, negative
314.0, 413.0, negative
409.0, 501.0, negative
-32.0, 677.0, negative
328.0, 791.0, negative
621.0, 783.0, negative
35.0, 183.0, negative
717.0, 209.0, negative
