@relation  paw02a-800-7-60-BI-5-5tra
@attribute a0 real[-63.0,762.0]
@attribute a1 real[66.0,990.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
349.0, 339.0, positive
360.0, 523.0, positive
538.0, 648.0, positive
458.0, 540.0, positive
390.0, 626.0, positive
263.0, 553.0, positive
111.0, 601.0, positive
316.0, 366.0, positive
255.0, 412.0, positive
373.0, 751.0, positive
431.0, 502.0, negative
696.0, 837.0, negative
405.0, 783.0, negative
542.0, 780.0, negative
-25.0, 408.0, negative
592.0, 448.0, negative
723.0, 429.0, negative
91.0, 840.0, negative
366.0, 196.0, negative
0.0, 869.0, negative
481.0, 545.0, negative
147.0, 117.0, negative
296.0, 147.0, negative
488.0, 478.0, negative
146.0, 773.0, negative
218.0, 851.0, negative
359.0, 257.0, negative
235.0, 665.0, negative
756.0, 822.0, negative
698.0, 923.0, negative
492.0, 199.0, negative
5.0, 329.0, negative
321.0, 255.0, negative
520.0, 927.0, negative
720.0, 357.0, negative
160.0, 220.0, negative
352.0, 958.0, negative
65.0, 239.0, negative
-7.0, 620.0, negative
226.0, 635.0, negative
92.0, 439.0, negative
718.0, 114.0, negative
762.0, 895.0, negative
340.0, 934.0, negative
298.0, 771.0, negative
623.0, 682.0, negative
527.0, 441.0, negative
61.0, 555.0, negative
661.0, 224.0, negative
-37.0, 951.0, negative
648.0, 79.0, negative
644.0, 554.0, negative
259.0, 833.0, negative
698.0, 336.0, negative
269.0, 151.0, negative
541.0, 874.0, negative
693.0, 302.0, negative
32.0, 180.0, negative
29.0, 430.0, negative
66.0, 88.0, negative
193.0, 399.0, negative
347.0, 636.0, negative
672.0, 564.0, negative
490.0, 175.0, negative
252.0, 854.0, negative
71.0, 610.0, negative
165.0, 556.0, negative
582.0, 230.0, negative
66.0, 618.0, negative
321.0, 882.0, negative
452.0, 951.0, negative
-34.0, 126.0, negative
381.0, 942.0, negative
556.0, 379.0, negative
15.0, 630.0, negative
61.0, 227.0, negative
728.0, 659.0, negative
472.0, 279.0, negative
1.0, 203.0, negative
728.0, 939.0, negative
