@relation  paw02a-800-7-60-BI-5-5tra
@attribute a0 real[-63.0,762.0]
@attribute a1 real[66.0,990.0]
@attribute a2{positive,negative}
@inputs a0,a1
@outputs a2
@data
399.0, 280.0, positive
366.0, 493.0, positive
411.0, 757.0, positive
359.0, 484.0, positive
343.0, 662.0, positive
194.0, 614.0, positive
145.0, 499.0, positive
287.0, 383.0, positive
180.0, 407.0, positive
125.0, 408.0, positive
419.0, 552.0, negative
656.0, 884.0, negative
463.0, 850.0, negative
558.0, 794.0, negative
-19.0, 361.0, negative
643.0, 428.0, negative
722.0, 423.0, negative
76.0, 920.0, negative
370.0, 135.0, negative
14.0, 770.0, negative
524.0, 590.0, negative
166.0, 92.0, negative
450.0, 95.0, negative
394.0, 442.0, negative
102.0, 719.0, negative
227.0, 944.0, negative
327.0, 245.0, negative
229.0, 737.0, negative
738.0, 806.0, negative
660.0, 903.0, negative
488.0, 192.0, negative
-47.0, 285.0, negative
313.0, 240.0, negative
558.0, 975.0, negative
746.0, 426.0, negative
137.0, 207.0, negative
374.0, 943.0, negative
26.0, 357.0, negative
31.0, 646.0, negative
195.0, 619.0, negative
141.0, 443.0, negative
726.0, 101.0, negative
752.0, 912.0, negative
341.0, 922.0, negative
513.0, 783.0, negative
687.0, 641.0, negative
547.0, 407.0, negative
73.0, 519.0, negative
693.0, 255.0, negative
-39.0, 966.0, negative
603.0, 103.0, negative
719.0, 496.0, negative
242.0, 808.0, negative
624.0, 322.0, negative
183.0, 212.0, negative
485.0, 831.0, negative
752.0, 214.0, negative
69.0, 215.0, negative
-2.0, 219.0, negative
174.0, 210.0, negative
164.0, 327.0, negative
356.0, 621.0, negative
753.0, 615.0, negative
487.0, 182.0, negative
105.0, 718.0, negative
4.0, 582.0, negative
156.0, 567.0, negative
578.0, 236.0, negative
213.0, 775.0, negative
233.0, 758.0, negative
416.0, 955.0, negative
-60.0, 176.0, negative
446.0, 913.0, negative
566.0, 342.0, negative
101.0, 701.0, negative
21.0, 194.0, negative
756.0, 619.0, negative
598.0, 165.0, negative
-24.0, 181.0, negative
753.0, 943.0, negative
