@relation  winequality-white-3_vs_7
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
7.1, 0.32, 0.32, 11.0, 0.038, 16.0, 66.0, 0.9937, 3.24, 0.4, 11.5, positive
5.8, 0.24, 0.44, 3.5, 0.029, 5.0, 109.0, 0.9913, 3.53, 0.43, 11.7, positive
6.1, 0.2, 0.34, 9.5, 0.041, 38.0, 201.0, 0.995, 3.14, 0.44, 10.1, positive
6.7, 0.25, 0.26, 1.55, 0.041, 118.5, 216.0, 0.9949, 3.55, 0.63, 9.4, positive
5.9, 0.17, 0.29, 3.1, 0.03, 32.0, 123.0, 0.98913, 3.41, 0.33, 13.7, negative
5.4, 0.22, 0.29, 1.2, 0.045, 69.0, 152.0, 0.99178, 3.76, 0.63, 11.0, negative
7.3, 0.26, 0.33, 17.85, 0.049, 41.5, 195.0, 1.0, 3.06, 0.44, 9.1, negative
6.6, 0.16, 0.57, 1.1, 0.13, 58.0, 140.0, 0.9927, 3.12, 0.39, 9.3, negative
6.4, 0.125, 0.36, 1.4, 0.044, 22.0, 68.0, 0.99014, 3.15, 0.5, 11.7, negative
6.3, 0.22, 0.34, 5.0, 0.032, 36.0, 93.0, 0.99012, 3.27, 0.36, 13.5, negative
6.1, 0.32, 0.24, 1.5, 0.036, 38.0, 124.0, 0.9898, 3.29, 0.42, 12.4, negative
6.8, 0.21, 0.31, 2.9, 0.046, 40.0, 121.0, 0.9913, 3.07, 0.65, 10.9, negative
7.3, 0.21, 0.49, 1.8, 0.038, 44.0, 152.0, 0.9912, 3.32, 0.44, 12.6, negative
7.2, 0.23, 0.39, 14.2, 0.058, 49.0, 192.0, 0.9979, 2.98, 0.48, 9.0, negative
6.7, 0.18, 0.28, 10.2, 0.039, 29.0, 115.0, 0.99469, 3.11, 0.45, 10.9, negative
6.5, 0.19, 0.32, 1.4, 0.04, 31.0, 132.0, 0.9922, 3.36, 0.54, 10.8, negative
7.1, 0.36, 0.37, 4.8, 0.019, 39.0, 114.0, 0.99036, 3.08, 0.49, 12.7, negative
6.4, 0.28, 0.29, 1.6, 0.052, 34.0, 127.0, 0.9929, 3.48, 0.56, 10.5, negative
5.7, 0.26, 0.3, 1.8, 0.039, 30.0, 105.0, 0.98995, 3.48, 0.52, 12.5, negative
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, negative
6.7, 0.35, 0.32, 9.0, 0.032, 29.0, 113.0, 0.99188, 3.13, 0.65, 12.9, negative
6.5, 0.22, 0.28, 3.7, 0.059, 29.0, 151.0, 0.99177, 3.23, 0.41, 12.1, negative
6.5, 0.24, 0.32, 7.6, 0.038, 48.0, 203.0, 0.9958, 3.45, 0.54, 9.7, negative
6.3, 0.29, 0.29, 3.3, 0.037, 32.0, 140.0, 0.9895, 3.17, 0.36, 12.8, negative
6.9, 0.21, 0.33, 1.8, 0.034, 48.0, 136.0, 0.9899, 3.25, 0.41, 12.6, negative
6.7, 0.21, 0.49, 1.4, 0.047, 30.0, 114.0, 0.9914, 2.92, 0.42, 10.8, negative
6.4, 0.25, 0.32, 0.9, 0.034, 40.0, 114.0, 0.99114, 3.31, 0.58, 10.8, negative
6.6, 0.39, 0.22, 4.0, 0.038, 17.0, 98.0, 0.99018, 3.25, 0.53, 13.0, negative
7.1, 0.35, 0.27, 3.1, 0.034, 28.0, 134.0, 0.9897, 3.26, 0.38, 13.1, negative
5.9, 0.34, 0.31, 2.0, 0.03, 38.0, 142.0, 0.98892, 3.4, 0.41, 12.9, negative
8.4, 0.22, 0.3, 1.3, 0.038, 45.0, 122.0, 0.99178, 3.13, 0.54, 10.8, negative
7.3, 0.19, 0.25, 1.4, 0.051, 41.0, 107.0, 0.99382, 3.53, 0.66, 10.5, negative
6.8, 0.32, 0.28, 4.8, 0.034, 25.0, 100.0, 0.99026, 3.08, 0.47, 12.4, negative
7.0, 0.25, 0.45, 2.3, 0.045, 40.0, 118.0, 0.99064, 3.16, 0.48, 11.9, negative
5.6, 0.28, 0.28, 4.2, 0.044, 52.0, 158.0, 0.992, 3.35, 0.44, 10.7, negative
6.4, 0.15, 0.44, 1.2, 0.043, 67.0, 150.0, 0.9907, 3.14, 0.73, 11.2, negative
6.6, 0.16, 0.35, 1.8, 0.042, 26.0, 105.0, 0.98962, 3.19, 0.75, 12.4, negative
8.2, 0.29, 0.33, 9.1, 0.036, 28.0, 118.0, 0.9953, 2.96, 0.4, 10.9, negative
6.9, 0.35, 0.39, 2.4, 0.048, 25.0, 157.0, 0.99133, 3.2, 0.54, 11.1, negative
6.4, 0.29, 0.24, 3.2, 0.037, 31.0, 95.0, 0.98942, 2.9, 0.66, 12.6, negative
