@relation  winequality-white-3_vs_7
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
6.9, 0.39, 0.4, 4.6, 0.022, 5.0, 19.0, 0.9915, 3.31, 0.37, 12.6, positive
11.8, 0.23, 0.38, 11.1, 0.034, 15.0, 123.0, 0.9997, 2.93, 0.55, 9.7, positive
8.6, 0.55, 0.35, 15.55, 0.057, 35.5, 366.5, 1.0001, 3.04, 0.63, 11.0, positive
9.1, 0.59, 0.38, 1.6, 0.066, 34.0, 182.0, 0.9968, 3.23, 0.38, 8.5, positive
6.8, 0.31, 0.3, 8.0, 0.028, 33.0, 122.0, 0.99164, 3.13, 0.63, 12.6, negative
5.9, 0.23, 0.24, 3.8, 0.038, 61.0, 152.0, 0.99139, 3.31, 0.5, 11.3, negative
6.5, 0.29, 0.53, 1.7, 0.04, 41.0, 192.0, 0.9922, 3.26, 0.59, 10.4, negative
6.5, 0.21, 0.37, 2.5, 0.048, 70.0, 138.0, 0.9917, 3.33, 0.75, 11.4, negative
6.3, 0.34, 0.31, 6.0, 0.02, 18.0, 68.0, 0.98981, 3.22, 0.29, 13.4, negative
7.2, 0.21, 0.28, 2.7, 0.033, 38.0, 94.0, 0.99075, 2.99, 0.43, 11.8, negative
7.0, 0.32, 0.29, 7.6, 0.025, 35.0, 124.0, 0.99162, 3.15, 0.65, 12.8, negative
7.3, 0.23, 0.27, 2.6, 0.035, 39.0, 120.0, 0.99138, 3.04, 0.59, 11.3, negative
6.3, 0.34, 0.27, 2.5, 0.024, 40.0, 152.0, 0.99095, 3.35, 0.6, 11.9, negative
6.9, 0.36, 0.28, 13.55, 0.048, 51.0, 189.0, 0.99782, 3.0, 0.6, 9.5, negative
7.1, 0.27, 0.27, 10.4, 0.041, 26.0, 114.0, 0.99335, 3.04, 0.52, 11.5, negative
8.4, 0.17, 0.31, 6.7, 0.038, 29.0, 132.0, 0.9945, 3.1, 0.32, 10.6, negative
7.5, 0.38, 0.29, 4.9, 0.021, 38.0, 113.0, 0.99026, 3.08, 0.48, 13.0, negative
6.4, 0.22, 0.38, 9.1, 0.044, 35.0, 127.0, 0.99326, 2.97, 0.3, 11.0, negative
6.2, 0.25, 0.25, 1.4, 0.03, 35.0, 105.0, 0.9912, 3.3, 0.44, 11.1, negative
7.7, 0.27, 0.34, 1.8, 0.028, 26.0, 168.0, 0.9911, 2.99, 0.48, 12.1, negative
6.6, 0.17, 0.38, 1.5, 0.032, 28.0, 112.0, 0.9914, 3.25, 0.55, 11.4, negative
7.0, 0.15, 0.28, 14.7, 0.051, 29.0, 149.0, 0.99792, 2.96, 0.39, 9.0, negative
8.1, 0.2, 0.49, 11.8, 0.048, 46.0, 212.0, 0.9968, 3.09, 0.46, 10.0, negative
6.7, 0.13, 0.28, 1.2, 0.046, 35.0, 140.0, 0.9927, 3.33, 0.33, 10.1, negative
7.1, 0.14, 0.4, 1.2, 0.051, 55.0, 136.0, 0.9932, 3.3, 0.96, 9.8, negative
6.1, 0.16, 0.34, 6.1, 0.034, 31.0, 114.0, 0.99365, 3.32, 0.58, 10.1333333333333, negative
7.9, 0.41, 0.37, 4.5, 0.03, 40.0, 114.0, 0.992, 3.17, 0.54, 12.4, negative
6.3, 0.35, 0.3, 5.7, 0.035, 8.0, 97.0, 0.9927, 3.27, 0.41, 11.0, negative
6.2, 0.33, 0.27, 4.9, 0.036, 30.0, 134.0, 0.9927, 3.2, 0.42, 10.4, negative
6.0, 0.32, 0.3, 1.9, 0.033, 41.0, 142.0, 0.98912, 3.29, 0.42, 12.8, negative
6.9, 0.28, 0.24, 2.1, 0.034, 49.0, 121.0, 0.98882, 2.98, 0.43, 13.2, negative
6.2, 0.3, 0.31, 1.6, 0.035, 40.0, 106.0, 0.98914, 3.26, 0.39, 12.9, negative
7.1, 0.21, 0.37, 2.4, 0.026, 23.0, 100.0, 0.9903, 3.15, 0.38, 11.4, negative
6.2, 0.2, 0.26, 1.1, 0.047, 42.0, 119.0, 0.99158, 3.48, 0.6, 11.0, negative
7.6, 0.31, 0.27, 8.8, 0.021, 57.0, 156.0, 0.99442, 3.08, 0.38, 11.0, negative
6.2, 0.16, 0.34, 1.7, 0.038, 85.0, 153.0, 0.9909, 3.33, 0.86, 12.0, negative
6.5, 0.28, 0.29, 2.7, 0.038, 26.0, 107.0, 0.9912, 3.32, 0.41, 11.6, negative
6.0, 0.2, 0.32, 3.0, 0.031, 26.0, 118.0, 0.99134, 3.38, 0.68, 11.2, negative
6.8, 0.45, 0.36, 5.0, 0.033, 28.0, 156.0, 0.991, 3.11, 0.4, 12.4, negative
6.8, 0.3, 0.29, 6.2, 0.025, 29.0, 95.0, 0.99071, 3.03, 0.32, 12.9, negative
6.6, 0.21, 0.29, 5.35, 0.029, 43.0, 106.0, 0.99112, 2.93, 0.43, 11.5, negative
6.3, 0.13, 0.42, 1.1, 0.043, 63.0, 146.0, 0.99066, 3.13, 0.72, 11.2, negative
6.0, 0.28, 0.27, 15.5, 0.036, 31.0, 134.0, 0.99408, 3.19, 0.44, 13.0, negative
8.2, 0.18, 0.49, 1.1, 0.033, 28.0, 81.0, 0.9923, 3.0, 0.68, 10.4, negative
6.7, 0.22, 0.37, 1.6, 0.028, 24.0, 102.0, 0.9913, 3.29, 0.59, 11.6, negative
6.0, 0.36, 0.39, 3.2, 0.027, 20.0, 125.0, 0.991, 3.38, 0.39, 11.3, negative
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, negative
6.9, 0.19, 0.31, 19.25, 0.043, 38.0, 167.0, 0.99954, 2.93, 0.52, 9.1, negative
8.0, 0.22, 0.42, 14.6, 0.044, 45.0, 163.0, 1.0003, 3.21, 0.69, 8.6, negative
7.1, 0.25, 0.49, 3.0, 0.03, 30.0, 96.0, 0.9903, 3.13, 0.39, 12.3, negative
6.7, 0.48, 0.32, 1.4, 0.021, 22.0, 121.0, 0.9889, 3.15, 0.53, 12.7, negative
6.5, 0.22, 0.27, 1.6, 0.039, 36.0, 116.0, 0.99178, 3.38, 0.57, 11.0, negative
6.2, 0.21, 0.27, 1.7, 0.038, 41.0, 150.0, 0.9933, 3.49, 0.71, 10.5, negative
6.7, 0.46, 0.18, 2.4, 0.034, 25.0, 98.0, 0.9896, 3.08, 0.44, 12.6, negative
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, negative
7.7, 0.27, 0.34, 1.8, 0.028, 26.0, 168.0, 0.9911, 2.99, 0.48, 12.1, negative
8.0, 0.26, 0.36, 2.0, 0.054, 30.0, 121.0, 0.992, 3.09, 0.72, 11.6, negative
7.2, 0.18, 0.31, 1.1, 0.045, 20.0, 73.0, 0.9925, 3.32, 0.4, 10.8, negative
6.9, 0.33, 0.62, 7.5, 0.038, 46.0, 132.0, 0.99143, 3.23, 0.43, 13.4, negative
5.3, 0.26, 0.23, 5.15, 0.034, 48.0, 160.0, 0.9952, 3.82, 0.51, 10.5, negative
