@relation  winequality-white-3_vs_7
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
6.2, 0.23, 0.35, 0.7, 0.051, 24.0, 111.0, 0.9916, 3.37, 0.43, 11.0, positive
6.7, 0.25, 0.26, 1.55, 0.041, 118.5, 216.0, 0.9949, 3.55, 0.63, 9.4, positive
7.0, 0.32, 0.29, 7.6, 0.025, 35.0, 124.0, 0.99162, 3.15, 0.65, 12.8, negative
6.4, 0.15, 0.44, 1.2, 0.043, 67.0, 150.0, 0.9907, 3.14, 0.73, 11.2, negative
7.2, 0.23, 0.39, 14.2, 0.058, 49.0, 192.0, 0.9979, 2.98, 0.48, 9.0, negative
6.1, 0.24, 0.26, 1.7, 0.033, 61.0, 134.0, 0.9903, 3.19, 0.81, 11.9, negative
6.5, 0.26, 0.39, 1.4, 0.02, 12.0, 66.0, 0.99089, 3.25, 0.75, 11.3, negative
6.5, 0.22, 0.32, 2.2, 0.028, 36.0, 92.0, 0.99076, 3.27, 0.59, 11.9, negative
6.4, 0.16, 0.44, 1.2, 0.051, 39.0, 122.0, 0.99058, 3.11, 0.75, 11.3, negative
7.6, 0.31, 0.24, 1.8, 0.037, 39.0, 150.0, 0.9913, 3.05, 0.44, 11.8, negative
7.3, 0.25, 0.42, 14.2, 0.041, 57.0, 182.0, 0.9996, 3.29, 0.75, 9.1, negative
6.8, 0.18, 0.28, 9.8, 0.039, 29.0, 113.0, 0.99406, 3.11, 0.45, 10.9, negative
7.4, 0.19, 0.49, 9.3, 0.03, 26.0, 132.0, 0.994, 2.99, 0.32, 11.0, negative
6.7, 0.11, 0.34, 8.8, 0.043, 41.0, 113.0, 0.9962, 3.42, 0.4, 9.3, negative
7.1, 0.44, 0.37, 2.7, 0.041, 35.0, 128.0, 0.9896, 3.07, 0.43, 13.5, negative
6.0, 0.28, 0.52, 6.2, 0.028, 37.0, 104.0, 0.99161, 3.28, 0.51, 11.8, negative
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, negative
6.3, 0.41, 0.33, 4.7, 0.023, 28.0, 110.0, 0.991, 3.3, 0.38, 12.5, negative
6.9, 0.34, 0.3, 4.7, 0.029, 34.0, 148.0, 0.99165, 3.36, 0.49, 12.3, negative
7.2, 0.25, 0.28, 14.4, 0.055, 55.0, 205.0, 0.9986, 3.12, 0.38, 9.0, negative
8.1, 0.43, 0.42, 6.6, 0.033, 36.0, 141.0, 0.9918, 2.98, 0.39, 13.3, negative
6.0, 0.27, 0.27, 1.6, 0.046, 32.0, 113.0, 0.9924, 3.41, 0.51, 10.5, negative
6.4, 0.17, 0.27, 1.5, 0.037, 20.0, 98.0, 0.9916, 3.46, 0.42, 11.0, negative
6.0, 0.28, 0.27, 15.5, 0.036, 31.0, 134.0, 0.99408, 3.19, 0.44, 13.0, negative
7.0, 0.36, 0.3, 5.0, 0.04, 40.0, 143.0, 0.99173, 3.33, 0.42, 12.2, negative
7.1, 0.27, 0.24, 12.6, 0.044, 48.0, 118.0, 0.99726, 3.04, 0.56, 10.0, negative
6.6, 0.21, 0.29, 5.35, 0.029, 43.0, 106.0, 0.99112, 2.93, 0.43, 11.5, negative
7.8, 0.21, 0.49, 1.2, 0.036, 20.0, 99.0, 0.99, 3.05, 0.28, 12.1, negative
6.3, 0.13, 0.42, 1.1, 0.043, 63.0, 146.0, 0.99066, 3.13, 0.72, 11.2, negative
6.7, 0.15, 0.29, 5.0, 0.058, 28.0, 105.0, 0.9946, 3.52, 0.44, 10.2, negative
5.6, 0.26, 0.27, 10.6, 0.03, 27.0, 119.0, 0.9947, 3.4, 0.34, 10.7, negative
8.0, 0.45, 0.28, 10.8, 0.051, 25.0, 157.0, 0.9957, 3.06, 0.47, 11.4, negative
7.1, 0.25, 0.49, 3.0, 0.03, 30.0, 96.0, 0.9903, 3.13, 0.39, 12.3, negative
6.6, 0.23, 0.32, 0.9, 0.041, 25.0, 79.0, 0.9926, 3.39, 0.54, 10.2, negative
5.8, 0.32, 0.2, 2.6, 0.027, 17.0, 123.0, 0.98936, 3.36, 0.78, 13.9, negative
7.3, 0.25, 0.36, 13.1, 0.05, 35.0, 200.0, 0.9986, 3.04, 0.46, 8.9, negative
8.0, 0.2, 0.4, 5.2, 0.055, 41.0, 167.0, 0.9953, 3.18, 0.4, 10.6, negative
6.1, 0.3, 0.3, 2.1, 0.031, 50.0, 163.0, 0.9895, 3.39, 0.43, 12.7, negative
6.7, 0.18, 0.37, 1.3, 0.027, 42.0, 125.0, 0.98939, 3.24, 0.37, 12.8, negative
6.0, 0.31, 0.27, 2.3, 0.042, 19.0, 120.0, 0.98952, 3.32, 0.41, 12.7, negative
7.8, 0.28, 0.32, 9.0, 0.036, 34.0, 115.0, 0.9952, 3.17, 0.39, 10.3, negative
7.0, 0.16, 0.36, 2.6, 0.029, 28.0, 98.0, 0.99126, 3.11, 0.37, 11.2, negative
6.1, 0.3, 0.56, 2.8, 0.044, 47.0, 179.0, 0.9924, 3.3, 0.57, 10.9, negative
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, negative
6.5, 0.16, 0.33, 1.0, 0.027, 23.0, 75.0, 0.9908, 3.3, 0.39, 11.4, negative
6.8, 0.25, 0.34, 14.0, 0.032, 47.0, 133.0, 0.9952, 3.37, 0.5, 12.2, negative
8.1, 0.26, 0.33, 11.1, 0.052, 52.5, 158.0, 0.9976, 3.03, 0.49, 10.2, negative
6.8, 0.21, 0.27, 2.1, 0.03, 26.0, 139.0, 0.99, 3.16, 0.61, 12.6, negative
6.4, 0.23, 0.35, 4.6, 0.039, 43.0, 147.0, 0.99216, 3.18, 0.4, 11.0, negative
6.3, 0.22, 0.43, 4.55, 0.038, 31.0, 130.0, 0.9918, 3.35, 0.33, 11.5, negative
5.6, 0.42, 0.34, 2.4, 0.022, 34.0, 97.0, 0.98915, 3.22, 0.38, 12.8, negative
5.6, 0.18, 0.58, 1.25, 0.034, 29.0, 129.0, 0.98984, 3.51, 0.6, 12.0, negative
6.0, 0.29, 0.41, 10.8, 0.048, 55.0, 149.0, 0.9937, 3.09, 0.59, 11.0, negative
5.8, 0.275, 0.3, 5.4, 0.043, 41.0, 149.0, 0.9926, 3.33, 0.42, 10.8, negative
6.9, 0.33, 0.31, 4.2, 0.04, 21.0, 93.0, 0.9896, 3.18, 0.48, 13.4, negative
7.0, 0.24, 0.35, 1.5, 0.052, 51.0, 128.0, 0.9941, 3.41, 0.59, 10.4, negative
7.2, 0.19, 0.46, 3.8, 0.041, 82.0, 187.0, 0.9932, 3.19, 0.6, 11.2, negative
7.0, 0.15, 0.28, 14.7, 0.051, 29.0, 149.0, 0.99792, 2.96, 0.39, 9.0, negative
5.4, 0.22, 0.35, 6.5, 0.029, 26.0, 87.0, 0.99092, 3.29, 0.44, 12.5, negative
6.4, 0.25, 0.32, 0.9, 0.034, 40.0, 114.0, 0.99114, 3.31, 0.58, 10.8, negative
6.0, 0.24, 0.33, 2.5, 0.026, 31.0, 85.0, 0.99014, 3.13, 0.5, 11.3, negative
5.2, 0.21, 0.31, 1.7, 0.048, 17.0, 61.0, 0.98953, 3.24, 0.37, 12.0, negative
